"","INSEE_COM","Annee","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"130333","76451",2019,231796.94,2350.54,94.57
"130334","76451",2020,245149.53,2430.27,95.24
"130335","76451",2021,249024.74,2549.33,92.15
"130336","76451",2022,269780.94,2771.94,90.47
"130337","76451",2023,258072.71,2717.78,87.96
"130552","76498",2019,113421.8,1624.31,69.86
"130553","76498",2020,125340.84,1860.23,70.45
"130554","76498",2021,131927.07,1869.97,70.11
"130555","76498",2022,132379.85,1973.2,67.52
"130556","76498",2023,128685.2,1951.31,67.36
"130742","76540",2019,146147.69,2504.36,60.58
"130743","76540",2020,157588.95,2621.97,62.43
"130744","76540",2021,161156.31,2788.22,60.58
"130745","76540",2022,164604.77,2933.36,58.58
"130746","76540",2023,164799.79,2871.34,59.3
"130910","76575",2019,144662.86,1712.3,84.72
"130911","76575",2020,142470.98,1804.85,81.02
"130912","76575",2021,163281.65,1974.56,82.82
"130913","76575",2022,158869.73,1985.57,80.01
"130914","76575",2023,152216.13,1904.25,80.37
"131384","76681",2019,141952.94,1912.57,75
"131385","76681",2020,150894.56,2082.9,74.31
"131386","76681",2021,157148.16,2166.8,73.51
"131387","76681",2022,166689.76,2277.5,74.1
"131388","76681",2023,162367.03,2238.51,73.29
"132000","77058",2019,266702.11,3831.46,72.85
"132001","77058",2020,284119.74,3960.84,74.37
"132002","77058",2021,301019.81,4313.9,72.08
"132003","77058",2022,313561.82,4588.4,70.48
"132004","77058",2023,304472.34,4513.13,69.41
"132115","77083",2019,259400.04,3375.9,79.86
"132116","77083",2020,265506.13,3521.68,78.32
"132117","77083",2021,295106.53,3839.47,79.48
"132118","77083",2022,299601.28,3843.91,80.99
"132119","77083",2023,291984.32,3734.46,80.75
"132227","77108",2019,235530.81,3263.83,74.62
"132228","77108",2020,247161.55,3465.05,73.77
"132229","77108",2021,259020.81,3703.57,73.07
"132230","77108",2022,277064.37,3898.09,73.02
"132231","77108",2023,266084.95,3748.93,73.63
"132296","77122",2019,217264.65,2789.22,79.55
"132297","77122",2020,221099.89,2951.44,77.64
"132298","77122",2021,237273,3041.01,81.06
"132299","77122",2022,263296.1,3409.44,78.93
"132300","77122",2023,247952.95,3193.31,78.91
"132441","77152",2019,176056.08,2474.41,72.99
"132442","77152",2020,205332.62,2713.25,77.44
"132443","77152",2021,195869.98,2801.95,72.45
"132444","77152",2022,211681.08,2980.56,71.79
"132445","77152",2023,193966.85,2991.32,67.21
"132869","77243",2019,243948.6,3658.64,69.83
"132870","77243",2020,262676.42,3963.84,70.14
"132871","77243",2021,265320.88,3908.17,69.39
"132872","77243",2022,291419.62,4260.2,70.31
"132873","77243",2023,293003.37,4228.31,70.07
"133069","77284",2019,182214.63,2799.46,68.49
"133070","77284",2020,179096.56,2899.36,64.83
"133071","77284",2021,197252.64,3070.65,67.96
"133072","77284",2022,203912.59,3150.26,67.25
"133073","77284",2023,202611.38,3115.32,67.52
"133074","77285",2019,157798.79,1996.87,79.93
"133075","77285",2020,155801.94,1959.64,80.54
"133076","77285",2021,175669.21,2188.53,80.38
"133077","77285",2022,164691.89,2247.57,75.18
"133078","77285",2023,169837.15,2269.7,77.16
"133089","77288",2019,147367.37,2660.84,58.61
"133090","77288",2020,151563.54,2541.01,63.19
"133091","77288",2021,158048.41,2765.07,60.46
"133092","77288",2022,168983.67,2978.57,60.19
"133093","77288",2023,155259.26,2833.2,58.72
"133119","77294",2019,234915.68,3167.07,78.68
"133120","77294",2020,245976.85,3371.19,76.89
"133121","77294",2021,259274.26,3583.46,77.84
"133122","77294",2022,263867.99,3743.19,74.93
"133123","77294",2023,273959.69,3684.83,79.05
"133166","77305",2019,126965.82,1925.77,66.63
"133167","77305",2020,118923.74,1885.69,66.02
"133168","77305",2021,139114.74,2121.56,69.04
"133169","77305",2022,142620.93,2131.07,69.41
"133170","77305",2023,142616.44,2109.18,70.27
"133374","77350",2019,301932.81,3572.58,89.15
"133375","77350",2020,290743.84,3680.02,83.15
"133376","77350",2021,340291.78,3921.94,89.71
"133377","77350",2022,322857.45,4092.31,82.41
"133378","77350",2023,342373.09,3977.12,91.25
"133475","77373",2019,253218.96,3670.37,72.12
"133476","77373",2020,278419.95,3842.03,75.1
"133477","77373",2021,288253.01,4006.78,75.26
"133478","77373",2022,308114.46,4220.32,75.59
"133479","77373",2023,287258.92,4115.43,73.26
"133555","77390",2019,231419.93,3101.24,77.28
"133556","77390",2020,255010.75,3249.61,81.44
"133557","77390",2021,276610.47,3447.71,82.57
"133558","77390",2022,283491.19,3676.85,78.7
"133559","77390",2023,292290.91,3784.7,79.65
"133817","77445",2019,206377.63,2491.79,84
"133818","77445",2020,214254.21,2603.89,83.87
"133819","77445",2021,227059.42,2754.11,83.91
"133820","77445",2022,230023.1,2930.06,80.14
"133821","77445",2023,228929.39,2838.3,82.1
"133928","77468",2019,215503.43,3054.16,72.88
"133929","77468",2020,228976.54,3242.12,73.85
"133930","77468",2021,238912.85,3478.92,72.72
"133931","77468",2022,254503.47,3622.47,72.88
"133932","77468",2023,241901.33,3652.34,69.37
"134126","77514",2019,212305.71,3180.76,70.07
"134127","77514",2020,214435.36,3283.65,68.38
"134128","77514",2021,229644.71,3414.32,70.49
"134129","77514",2022,230043.48,3559.82,67.75
"134130","77514",2023,235450.13,3522.1,69.4
"134231","78005",2019,249501.37,3461.59,72.99
"134232","78005",2020,254763.36,3606.03,72.29
"134233","78005",2021,276685.65,3734.26,75.94
"134234","78005",2022,286366.92,3991.04,73.15
"134235","78005",2023,268934.77,4038.35,68.7
"134453","78126",2019,407111.02,4349.71,88.99
"134454","78126",2020,487515.06,4808.84,98.04
"134455","78126",2021,545417.7,5166.05,101.31
"134456","78126",2022,491396.14,5083,91.68
"134457","78126",2023,448641.15,4901.07,86.41
"134483","78146",2019,469033.62,5466.42,83.6
"134484","78146",2020,481953.44,5743.74,81.79
"134485","78146",2021,499197.22,5848.14,82.75
"134486","78146",2022,512036.34,6206.02,80.4
"134487","78146",2023,477588.17,5786.92,79.99
"134498","78158",2019,491588.82,5615.55,84.61
"134499","78158",2020,581128.17,6360.46,87.76
"134500","78158",2021,578013.59,6393.17,87.1
"134501","78158",2022,586851.76,6532.61,85.18
"134502","78158",2023,601704.01,6888.35,84.24
"134538","78172",2019,264187.41,3551.42,77.2
"134539","78172",2020,286557.81,3837.89,76.33
"134540","78172",2021,303786.32,4108.67,75.98
"134541","78172",2022,320298.1,4235.53,77.4
"134542","78172",2023,298535.23,4039.3,75.04
"134593","78208",2019,221118.76,2895.2,78.01
"134594","78208",2020,226167.11,2849.53,81.34
"134595","78208",2021,236484.26,3060.13,79.24
"134596","78208",2022,246605.13,3213.66,78.06
"134597","78208",2023,243102.54,3167.72,78.68
"134760","78297",2019,307289.29,3778.33,81.32
"134761","78297",2020,309577.43,3968.49,80.45
"134762","78297",2021,306749.86,4008.1,77.36
"134763","78297",2022,319026.03,4071.42,78.97
"134764","78297",2023,303588.18,4051.55,77.23
"134794","78311",2019,357174.44,5049.89,73.02
"134795","78311",2020,369778.67,5144.33,73.9
"134796","78311",2021,396802.89,5486.03,74.27
"134797","78311",2022,402032.72,5553.28,73.55
"134798","78311",2023,368303.22,5274.8,70.79
"134894","78358",2019,492962.59,5702.33,83.89
"134895","78358",2020,495072.57,6090.49,79.77
"134896","78358",2021,582398.87,6628.06,83.42
"134897","78358",2022,591936.74,6843.52,82.79
"134898","78358",2023,519589.09,6511.24,76.54
"134899","78361",2019,160842.4,2532.11,65.61
"134900","78361",2020,165336.22,2584.05,66.55
"134901","78361",2021,178062.86,2767.72,66.61
"134902","78361",2022,184955.21,2937.31,64.74
"134903","78361",2023,175591.68,2804.6,64.56
"134904","78362",2019,183834.01,2360.09,81.05
"134905","78362",2020,181516.63,2433.74,76.52
"134906","78362",2021,205183.91,2680.99,79.31
"134907","78362",2022,207270.3,2748.11,77.42
"134908","78362",2023,198479.83,2709.79,74.9
"135050","78423",2019,306979.02,3789.06,80.82
"135051","78423",2020,308485.97,3951.5,79.29
"135052","78423",2021,327564.57,4080.15,80.43
"135053","78423",2022,338649.63,4178.38,81.5
"135054","78423",2023,311466.15,4065.47,77.62
"135068","78440",2019,155675.01,2127.9,74.26
"135069","78440",2020,165443.5,2373.16,71.33
"135070","78440",2021,180251.93,2471.23,74.74
"135071","78440",2022,195291.12,2643.62,75.53
"135072","78440",2023,168908.13,2453.09,70.26
"135156","78490",2019,236413.31,3026.57,79.77
"135157","78490",2020,255426.82,3165.03,81.31
"135158","78490",2021,256310.68,3258.94,79.82
"135159","78490",2022,270344.93,3504.6,78.14
"135160","78490",2023,269070.78,3285.29,81.91
"135166","78498",2019,254664.26,3778.75,67.57
"135167","78498",2020,267148.1,3978.24,67.97
"135168","78498",2021,292610.33,4137.66,70.81
"135169","78498",2022,276184.1,4327.68,64.89
"135170","78498",2023,272046.69,4151.55,65.51
"135206","78517",2019,259763.53,3519.28,75.66
"135207","78517",2020,274987.36,3577.02,78.04
"135208","78517",2021,294172.53,3859.76,78.1
"135209","78517",2022,301496.43,4145.98,74.74
"135210","78517",2023,292197.6,3990.67,74.44
"135249","78545",2019,267221.46,4020.01,67.56
"135250","78545",2020,280306.5,4264.71,67.08
"135251","78545",2021,309309.68,4485.13,69.89
"135252","78545",2022,291561.86,4554.17,65.01
"135253","78545",2023,293991.32,4438.2,67.06
"135264","78551",2019,498051.01,5961.51,82.66
"135265","78551",2020,527248.92,6150.34,84.35
"135266","78551",2021,549616.93,6654.29,81.78
"135267","78551",2022,556830.01,6815.63,79.24
"135268","78551",2023,551549.47,6880.6,78.52
"135329","78586",2019,286295.76,4162.99,71.14
"135330","78586",2020,308604.21,4477,71.13
"135331","78586",2021,332214.65,4735.05,72.56
"135332","78586",2022,331818.81,4821.96,71.5
"135333","78586",2023,328707.17,4854.92,69.96
"135394","78621",2019,181774.27,2665.91,70.44
"135395","78621",2020,189470.11,2937.77,65.03
"135396","78621",2021,188991.81,3010.22,65.17
"135397","78621",2022,193673.32,3141.26,63.58
"135398","78621",2023,179477.58,2891.75,64.58
"135414","78640",2019,339034,4516.85,73.58
"135415","78640",2020,367761.37,5000.9,74.19
"135416","78640",2021,366052.31,4987.41,73.61
"135417","78640",2022,381971.48,5321.04,70.99
"135418","78640",2023,359212.83,5018.55,71.19
"135434","78646",2019,492917.52,6555.14,73.96
"135435","78646",2020,527216.05,7014.25,74.54
"135436","78646",2021,568283.39,7392.82,76.73
"135437","78646",2022,591663.2,7504.1,77.42
"135438","78646",2023,529059.27,7182.33,72.7
"136188","79191",2019,128864.41,1563.06,82.89
"136189","79191",2020,140633.69,1705.95,83.23
"136190","79191",2021,150048.23,1892.53,80.89
"136191","79191",2022,159074.81,2017.34,79.38
"136192","79191",2023,163721.73,2083.88,79.17
"136758","80001",2019,114628.88,1435.62,83.03
"136759","80001",2020,122709.8,1532.86,82.04
"136760","80001",2021,128610.37,1558.13,84.53
"136761","80001",2022,127979.69,1678.94,77.75
"136762","80001",2023,129594.1,1680.34,78.21
"136839","80021",2019,148922.94,2196.8,70.09
"136840","80021",2020,158764.02,2262.61,72.16
"136841","80021",2021,164420.23,2388.07,71.3
"136842","80021",2022,169272.69,2541.34,68.44
"136843","80021",2023,168398.8,2518.15,68.72
"140166","81004",2019,158570.03,1900.48,86.84
"140167","81004",2020,157373.93,1991.11,83.03
"140168","81004",2021,184875.08,2154.29,87.89
"140169","81004",2022,190580.26,2277.39,87.09
"140170","81004",2023,184682.41,2324.07,84.71
"140440","81065",2019,126832.23,1361.72,93.32
"140441","81065",2020,131178.32,1463.23,91.07
"140442","81065",2021,144130.8,1588.31,92.68
"140443","81065",2022,157943.66,1784.52,91.87
"140444","81065",2023,158515.81,1756.43,91.4
"142150","82121",2019,148816.8,1724.5,85.61
"142151","82121",2020,157439.15,1796.66,86.79
"142152","82121",2021,177299.95,2001.19,87.61
"142153","82121",2022,196771.84,2196.55,89.09
"142154","82121",2023,188119.99,2173.44,86.6
"142733","83050",2019,176090.04,2148.47,80.22
"142734","83050",2020,183063.32,2206.12,79.65
"142735","83050",2021,200552.26,2314.96,81.24
"142736","83050",2022,219858.43,2557.26,80.82
"142737","83050",2023,212766.28,2629.08,78.17
"142788","83061",2019,237295.25,3605.19,65.66
"142789","83061",2020,240909.3,3733.43,64.9
"142790","83061",2021,260252,3942.05,66.42
"142791","83061",2022,271394.49,4271.39,63.78
"142792","83061",2023,266488.49,4412.59,61.35
"142793","83062",2019,235584.9,3170.86,75.07
"142794","83062",2020,254590.35,3427.71,75.42
"142795","83062",2021,274641.32,3519.78,76.53
"142796","83062",2022,284066.45,3850.38,72.93
"142797","83062",2023,289731.01,3840.44,74.3
"142825","83069",2019,249683.68,3690.14,66.62
"142826","83069",2020,250622.83,3760.05,65.78
"142827","83069",2021,277433.31,4048.55,67.77
"142828","83069",2022,295115.75,4408.38,66.44
"142829","83069",2023,286698.33,4476.07,63.74
"143067","83118",2019,303845.54,4137.04,70.7
"143068","83118",2020,322212.76,4266.22,73.75
"143069","83118",2021,350775.37,4548.3,74.01
"143070","83118",2022,365771.99,4878.5,73.1
"143071","83118",2023,365488.29,5218.19,67.55
"143107","83126",2019,189009.34,3007.1,64.5
"143108","83126",2020,206122.06,3175.09,66.11
"143109","83126",2021,219689.78,3370.51,64.94
"143110","83126",2022,224941.87,3585.18,63.65
"143111","83126",2023,226044.45,3741.49,61.45
"143122","83129",2019,272691.42,4309.03,64.87
"143123","83129",2020,288287.39,4449.69,66.25
"143124","83129",2021,302663.42,4740.79,65.84
"143125","83129",2022,311341.52,5121.01,61.95
"143126","83129",2023,334678.77,5382.97,63.24
"143162","83137",2019,176988.03,2632.24,65.73
"143163","83137",2020,183582.33,2765.12,64.87
"143164","83137",2021,193870.02,2885.73,65.64
"143165","83137",2022,203937.4,3077.24,64.53
"143166","83137",2023,207294.57,3182.32,63.74
"143196","83144",2019,210976.29,2943.87,72.47
"143197","83144",2020,237360.95,3212.07,74.48
"143198","83144",2021,230452.19,3303.85,70.95
"143199","83144",2022,246349.35,3474.15,71.49
"143200","83144",2023,257009.34,3604.66,70.22
"143276","84007",2019,141836.07,2215.71,66.25
"143277","84007",2020,148722.15,2321.35,66.12
"143278","84007",2021,161633.35,2455.85,67.9
"143279","84007",2022,168136.54,2555.28,67.25
"143280","84007",2023,158927.68,2609.17,62.98
"143393","84031",2019,160471.23,1826.24,87.56
"143394","84031",2020,164811.48,2067.55,80.52
"143395","84031",2021,193963.44,2199.99,86.65
"143396","84031",2022,201049.47,2337.56,83.48
"143397","84031",2023,177927.15,2195.96,80.28
"143413","84035",2019,191164.33,2258.86,83.51
"143414","84035",2020,182923.41,2193.08,80.83
"143415","84035",2021,206486.49,2382.91,83.82
"143416","84035",2022,227790.65,2641.12,82.75
"143417","84035",2023,207232.85,2601.28,77.53
"143666","84087",2019,174915.14,1985.67,88.29
"143667","84087",2020,165929.15,2030.97,81.4
"143668","84087",2021,184642.79,2206.85,82.6
"143669","84087",2022,184997.66,2205.93,83.03
"143670","84087",2023,206329.79,2489.79,80.84
"143676","84089",2019,222256.96,2826.71,80.76
"143677","84089",2020,225211.44,2989.66,75.91
"143678","84089",2021,228603.01,3063.09,74.65
"143679","84089",2022,260527.2,3324.58,79.13
"143680","84089",2023,249029.46,3462.02,72.44
"144175","85047",2019,193257.33,2106.73,92.38
"144176","85047",2020,205530.62,2283.99,91.7
"144177","85047",2021,225409.83,2526.15,92.74
"144178","85047",2022,244334.61,2737.22,90.2
"144179","85047",2023,232209.9,2724.6,86.47
"144595","85146",2019,175310.76,1932.55,91.8
"144596","85146",2020,188364.33,2053.77,94.46
"144597","85146",2021,213894.27,2221.35,98.28
"144598","85146",2022,240085.86,2457.38,99.39
"144599","85146",2023,223852.93,2512.63,92.29
"144781","85191",2019,136296.73,1813.36,76.6
"144782","85191",2020,158749.94,2026.47,80.02
"144783","85191",2021,169715.39,2262.85,78.01
"144784","85191",2022,186324.2,2550.64,75.69
"144785","85191",2023,185944.33,2599.48,73.96
"144796","85194",2019,236676.23,3314.33,74.22
"144797","85194",2020,261442.65,3670.44,74.53
"144798","85194",2021,300639.02,4245.62,73.75
"144799","85194",2022,329816.03,4723.63,72.96
"144800","85194",2023,323683.57,4699.19,72.06
"145539","86066",2019,102953.32,1212.65,86.4
"145540","86066",2020,113078.77,1255.7,89.93
"145541","86066",2021,115257.7,1291.82,89.99
"145542","86066",2022,120094.74,1388.19,87.35
"145543","86066",2023,116158.27,1444.69,82.3
"146121","86194",2019,120163.48,1812.74,69.07
"146122","86194",2020,129684.93,1950.75,70
"146123","86194",2021,145881.2,2187,70.36
"146124","86194",2022,150739.28,2314.7,68.01
"146125","86194",2023,146763.86,2307.1,66.75
"146956","87085",2019,102739.92,1453.1,69.79
"146957","87085",2020,115069.86,1584.41,72.32
"146958","87085",2021,126201.31,1771.31,72.11
"146959","87085",2022,134207.45,1904.63,70.11
"146960","87085",2023,121266.47,1798.18,68.03
"148118","88160",2019,106360.16,1233.85,84.16
"148119","88160",2020,114003.48,1315.27,84.49
"148120","88160",2021,111859.87,1379.11,81.16
"148121","88160",2022,126417.37,1559.06,81.64
"148122","88160",2023,130810.63,1516.62,82.54
"149657","89024",2019,109020.45,1530.77,71.8
"149658","89024",2020,114935.86,1559.84,74.74
"149659","89024",2021,121404.5,1648.75,75.27
"149660","89024",2022,131055.94,1778.98,74.91
"149661","89024",2023,132380.49,1814.36,73.18
"151135","89387",2019,112241.72,1506.13,74.18
"151136","89387",2020,119303.97,1568.3,77.02
"151137","89387",2021,127088.61,1647.42,77.19
"151138","89387",2022,129293,1777.26,74.13
"151139","89387",2023,141799.79,1869.57,75.39
"151574","90010",2019,95040.4,1276.29,73.56
"151575","90010",2020,98054.95,1351.77,72.38
"151576","90010",2021,107131.13,1391.89,75.29
"151577","90010",2022,109588.1,1423.35,75.97
"151578","90010",2023,104288.33,1375.88,74.41
"152019","91027",2019,223055.66,3298.91,69.2
"152020","91027",2020,241993.23,3665.44,68.97
"152021","91027",2021,251177.93,3719.56,68.34
"152022","91027",2022,256387.67,3791.28,68.87
"152023","91027",2023,242146.41,3692.6,67.37
"152130","91103",2019,203949.29,3062.18,69.78
"152131","91103",2020,229321.14,3152.77,74.65
"152132","91103",2021,251242.35,3315.32,79.02
"152133","91103",2022,234584.35,3428.38,70.84
"152134","91103",2023,239478.19,3430.45,72.39
"152159","91114",2019,257452.3,3285.49,81.16
"152160","91114",2020,272179.92,3509.84,80.99
"152161","91114",2021,290851.32,3666.33,81.06
"152162","91114",2022,338655.14,4049.04,85.42
"152163","91114",2023,298051.33,3771.49,80.04
"152236","91174",2019,149401.24,2520.6,60.97
"152237","91174",2020,150342.12,2647.14,58.91
"152238","91174",2021,166279.81,2841.7,60.33
"152239","91174",2022,165706.41,2891.91,59.36
"152240","91174",2023,161628.52,2853.56,58.54
"152286","91201",2019,266412.49,3368.25,82.91
"152287","91201",2020,265533.25,3356.67,83.12
"152288","91201",2021,297037.71,3738.74,83.06
"152289","91201",2022,304504.35,3779.59,83.3
"152290","91201",2023,309325.1,3754.9,84.62
"152311","91223",2019,155392.77,2326.16,68.37
"152312","91223",2020,155172.99,2384.22,68.43
"152313","91223",2021,173257.57,2592.21,70.28
"152314","91223",2022,166304.09,2662.77,64.94
"152315","91223",2023,155995.58,2615.54,62.57
"152326","91228",2019,150428.77,2193.84,70.07
"152327","91228",2020,159565.29,2345.87,69.96
"152328","91228",2021,169257.54,2443.9,71.44
"152329","91228",2022,170481.67,2591.06,68.02
"152330","91228",2023,163692.49,2451.81,69.25
"152367","91272",2019,372055.99,3920.25,100.69
"152368","91272",2020,375154.52,3940.01,100.01
"152369","91272",2021,405815.67,4162.53,102.36
"152370","91272",2022,409230.44,4486.79,95.15
"152371","91272",2023,422004.91,4428.07,97.01
"152392","91286",2019,203943.14,2361.69,88.65
"152393","91286",2020,193422.42,2493.88,80.82
"152394","91286",2021,245940.25,3303.5,78
"152395","91286",2022,235020.68,2994.59,79.89
"152396","91286",2023,135516.93,1964.11,66.82
"152467","91345",2019,235902.5,3103.93,73.82
"152468","91345",2020,207079.6,3047.43,69.71
"152469","91345",2021,225420.04,3234.65,71.01
"152470","91345",2022,227327.05,3330.47,69.8
"152471","91345",2023,205662.81,3073.42,67.96
"152497","91377",2019,243012.61,3661.34,69.05
"152498","91377",2020,266257.32,3916.01,70.01
"152499","91377",2021,271724.91,4152.4,68.06
"152500","91377",2022,290272.24,4276.26,69.56
"152501","91377",2023,272490.01,4214.98,66.98
"152552","91421",2019,271607.44,3616.12,77.91
"152553","91421",2020,289953.38,3859.33,79.35
"152554","91421",2021,317419.34,4226.1,79.62
"152555","91421",2022,334315.06,4355.54,79.81
"152556","91421",2023,298190.57,3916.1,78.17
"152572","91434",2019,240407.47,3197.75,76.81
"152573","91434",2020,262729.78,3360.05,79.8
"152574","91434",2021,262151.99,3519.31,76.78
"152575","91434",2022,275898.42,3533.88,79.34
"152576","91434",2023,277320.91,3656.24,77.09
"152627","91477",2019,295849.76,3925.42,77.78
"152628","91477",2020,304980.59,4130.76,75.49
"152629","91477",2021,320447.34,4396.56,74.67
"152630","91477",2022,338049.66,4593.32,74.89
"152631","91477",2023,316972.33,4442.32,72.45
"152677","91521",2019,178809.23,2482.98,73.44
"152678","91521",2020,177856.64,2461.79,72.41
"152679","91521",2021,191314.65,2554.49,74.84
"152680","91521",2022,186777.62,2714.79,70.07
"152681","91521",2023,174966.61,2557.81,68.73
"152723","91549",2019,250160.02,3310.88,76.7
"152724","91549",2020,273095.38,3503.85,80.05
"152725","91549",2021,282852.3,3604.32,81.41
"152726","91549",2022,280854.34,3647.59,79.2
"152727","91549",2023,272506.18,3630.98,76.61
"152753","91570",2019,199254.83,2657.79,75.4
"152754","91570",2020,205869.46,2676.8,78.2
"152755","91570",2021,234373.2,3027.76,80.02
"152756","91570",2022,246020.46,3165.13,78.51
"152757","91570",2023,236835.03,3059.35,78.76
"152788","91589",2019,245780.58,3358.77,75.18
"152789","91589",2020,245503.38,3558.2,71.55
"152790","91589",2021,267129.38,3698.17,74.35
"152791","91589",2022,269683.47,4012.99,70.35
"152792","91589",2023,251158.59,3613.15,71.55
"152878","91657",2019,227286.74,3292.59,71.45
"152879","91657",2020,242874.63,3450.74,73.21
"152880","91657",2021,251316.04,3605.94,72.68
"152881","91657",2022,250183.03,3807.11,68.31
"152882","91657",2023,241721.48,3750.17,65.96
"152928","91687",2019,206846.49,3058.61,69.89
"152929","91687",2020,220219.81,3311.91,69.55
"152930","91687",2021,235814.41,3363.65,73.01
"152931","91687",2022,242347.2,3442.42,72.33
"152932","91687",2023,231367.46,3354.63,71.66
"152938","91691",2019,255612.34,3277.36,80.41
"152939","91691",2020,271415.08,3460.15,80.76
"152940","91691",2021,296157.86,3695.96,81.9
"152941","91691",2022,310218.63,3917.7,79.55
"152942","91691",2023,286272.28,3592.15,80.87
"152943","91692",2019,167167.56,2291.4,73.61
"152944","91692",2020,167080.73,2449.31,70.9
"152945","91692",2021,173899.08,2479.65,71.59
"152946","91692",2022,184835.1,2649.99,71.14
"152947","91692",2023,178440.88,2575.26,71.97
"152948","92002",2019,401297.71,5265.11,76.42
"152949","92002",2020,408115.09,5570.74,75.22
"152950","92002",2021,457346.55,5873.06,79.27
"152951","92002",2022,461109.58,6104.78,76.62
"152952","92002",2023,446516.88,5820.19,77.08
"152953","92004",2019,386937.57,6356.55,60.03
"152954","92004",2020,418144.47,6814.54,60.74
"152955","92004",2021,437107.65,7062.85,61.11
"152956","92004",2022,417935.18,7065.97,58.62
"152957","92004",2023,404843.36,6762.56,58.52
"152958","92007",2019,312607.7,5083.1,63.72
"152959","92007",2020,344640.25,5473.81,64.47
"152960","92007",2021,360121.5,5705.46,63.41
"152961","92007",2022,367633.7,5741.35,64.8
"152962","92007",2023,328664.53,5401.67,61.11
"152963","92009",2019,456445.28,6492.77,68.23
"152964","92009",2020,447099.57,6850.3,63.76
"152965","92009",2021,471280.29,7213.75,63.83
"152966","92009",2022,490000.27,7487.13,63.01
"152967","92009",2023,470514.23,7264.09,62.38
"152968","92012",2019,530198.07,8714.96,60.2
"152969","92012",2020,578198.15,9139.48,62.53
"152970","92012",2021,577103.47,9347.15,60.93
"152971","92012",2022,570299.43,9342.93,59.62
"152972","92012",2023,526789.1,8916.2,57.91
"152973","92014",2019,377282.21,5574.85,67.02
"152974","92014",2020,484064.45,6310.76,75.95
"152975","92014",2021,461428.96,6279.61,73.49
"152976","92014",2022,459924.64,6423.38,71.81
"152977","92014",2023,447503.45,6158.06,71.11
"152978","92019",2019,357996.38,4672.1,75.83
"152979","92019",2020,382885.68,4909.76,76.74
"152980","92019",2021,393730.76,5168.64,75.33
"152981","92019",2022,369371.19,5288.4,70.59
"152982","92019",2023,339002.64,5113.44,66.51
"152983","92020",2019,370631.02,5860.81,63.44
"152984","92020",2020,379825.2,6183.69,61.69
"152985","92020",2021,415785.1,6342.79,65.71
"152986","92020",2022,412903.75,6416.5,64.77
"152987","92020",2023,381178.27,6210.84,61.87
"152993","92023",2019,427480.16,6031.51,69.98
"152994","92023",2020,476237.69,6497.32,72.74
"152995","92023",2021,502878.74,6814.06,72.37
"152996","92023",2022,509489.98,6839.81,72.83
"152997","92023",2023,464640.58,6521.81,70.56
"152998","92024",2019,306651.94,6433.05,47.93
"152999","92024",2020,338537.68,7214.66,46.83
"153000","92024",2021,345830.93,7495.28,46.12
"153001","92024",2022,366708.62,7588.96,48.62
"153002","92024",2023,342646.14,7026.59,49.22
"153003","92025",2019,372928.08,5490.52,66.49
"153004","92025",2020,429067.16,5991.28,68.79
"153005","92025",2021,437333.9,6316.8,67.32
"153006","92025",2022,457802.56,6454.12,68.83
"153007","92025",2023,398201.54,5923.48,65.11
"153008","92026",2019,408239.84,6799.75,60.07
"153009","92026",2020,440324.32,7244.76,60.93
"153010","92026",2021,436588.79,7522.99,58.32
"153011","92026",2022,425337.73,7374.01,58.41
"153012","92026",2023,408900.89,7112.8,57.73
"153013","92032",2019,333673.62,4925.1,67.04
"153014","92032",2020,342996.57,4983.2,68.46
"153015","92032",2021,414518.96,5327.18,76.61
"153016","92032",2022,372214.15,5355.15,69.19
"153017","92032",2023,356612.21,5138.67,68.08
"153023","92035",2019,429274.54,6623.34,62.88
"153024","92035",2020,456778.88,7084.55,63.2
"153025","92035",2021,465265.39,7333.6,61.87
"153026","92035",2022,465284.3,7434.48,61.19
"153027","92035",2023,477261.5,7233.93,63.85
"153028","92036",2019,246601.95,4144.74,59.52
"153029","92036",2020,284578.86,4649.9,62.5
"153030","92036",2021,293090.71,4849.65,61.67
"153031","92036",2022,326797.6,5147.86,64.32
"153032","92036",2023,286919.26,4734.79,61.45
"153033","92040",2019,461004.93,7809.09,58.49
"153034","92040",2020,504702.95,8237.04,60.87
"153035","92040",2021,517087.39,8529.34,59.91
"153036","92040",2022,497542.94,8471.92,58.53
"153037","92040",2023,452295.27,8025.7,55.78
"153038","92044",2019,507423.91,9135.84,55.2
"153039","92044",2020,552801.98,9678.46,56.84
"153040","92044",2021,546136.02,9817.52,55.23
"153041","92044",2022,573500.8,9846.77,57.5
"153042","92044",2023,533370.01,9314.68,56.48
"153043","92046",2019,367119.45,6742.49,54.48
"153044","92046",2020,446600.71,7344.06,60.84
"153045","92046",2021,433629.19,7595.31,57.78
"153046","92046",2022,438003.26,7847.98,56.17
"153047","92046",2023,404452.68,7147.44,55.9
"153053","92048",2019,445664.47,5656.57,74.44
"153054","92048",2020,441108.64,5913.83,71.65
"153055","92048",2021,511908.27,6424.67,75.73
"153056","92048",2022,457789.55,6163.68,70.59
"153057","92048",2023,454616.4,6131.51,70.39
"153058","92049",2019,383751.48,7139.39,53.49
"153059","92049",2020,426369.03,7852.26,53.73
