Ensemble,Actifs en %,Actifs ayant un emploi en %,Chômeurs en %,Inactifs en %,"Élèves, étudiants et stagiaires non rémunérés en %",Retraités ou préretraités en %,Autres inactifs en %,code_insee,Ville,Année
57 475,"67,7","50,2","17,5","32,3","12,0","5,2","15,1",84007,avignon,2015
55 477,"67,7","53,2","14,4","32,3","12,8","4,3","15,3",84007,avignon,2021
18 185,"68,3","55,4","12,9","31,7","9,5","7,8","14,3",84031,carpentras,2010
17 329,"69,2","54,4","14,8","30,8","9,4","7,1","14,3",84031,carpentras,2015
17 449,"71,7","58,1","13,7","28,3","9,0","5,5","13,8",84031,carpentras,2021
15 946,"68,2","56,0","12,2","31,8","8,9","9,0","13,9",84035,cavaillon,2010
16 525,"70,9","56,2","14,7","29,1","8,1","7,3","13,7",84035,cavaillon,2015
15 246,"72,2","60,5","11,7","27,8","7,8","5,0","15,0",84035,cavaillon,2021
18 177,"68,6","56,8","11,9","31,4","8,8","8,6","13,9",84087,orange,2010
17 880,"72,0","58,3","13,8","28,0","8,8","6,8","12,3",84087,orange,2015
17 144,"71,7","59,8","11,9","28,3","8,8","5,6","14,0",84087,orange,2021
12 019,"70,9","62,7","8,2","29,1","9,4","8,3","11,4",84089,pertuis,2010
12 401,"74,5","63,5","11,0","25,5","8,0","6,8","10,7",84089,pertuis,2015
12 288,"78,3","68,6","9,7","21,7","7,6","5,3","8,8",84089,pertuis,2021
11 135,"71,5","63,4","8,1","28,5","7,0","13,6","7,9",85047,challans,2010
11 721,"74,1","63,3","10,9","25,9","7,9","11,2","6,7",85047,challans,2015
12 347,"74,2","65,3","8,9","25,8","7,7","10,9","7,3",85047,challans,2021
12 296,"78,7","73,2","5,5","21,3","7,9","9,2","4,2",85146,montaigu-vendee,2010
12 753,"79,5","73,0","6,5","20,5","9,6","7,0","3,9",85146,montaigu-vendee,2015
13 090,"80,6","75,0","5,6","19,4","9,2","6,3","3,9",85146,montaigu-vendee,2021
35 232,"68,5","59,7","8,8","31,5","13,9","9,8","7,9",85191,la-roche-sur-yon,2010
34 740,"70,8","58,5","12,3","29,2","13,8","7,2","8,2",85191,la-roche-sur-yon,2015
34 604,"71,5","62,1","9,4","28,5","13,8","6,4","8,2",85191,la-roche-sur-yon,2021
23 101,"65,4","56,9","8,5","34,6","7,4","18,1","9,1",85194,les-sables-d-olonne,2010
21 996,"68,6","57,9","10,7","31,4","7,9","14,9","8,6",85194,les-sables-d-olonne,2015
23 927,"72,7","63,5","9,1","27,3","7,8","12,0","7,6",85194,les-sables-d-olonne,2021
19 177,"68,4","55,4","12,9","31,6","8,8","11,1","11,7",86066,chatellerault,2010
18 298,"69,4","55,1","14,3","30,6","8,9","8,8","12,9",86066,chatellerault,2015
17 748,"70,5","57,3","13,2","29,5","8,8","7,6","13,1",86066,chatellerault,2021
63 946,"62,8","52,8","10,1","37,2","25,4","5,2","6,6",86194,poitiers,2010
62 248,"63,4","51,2","12,2","36,6","25,3","4,5","6,8",86194,poitiers,2015
63 457,"62,6","52,1","10,4","37,4","26,6","3,1","7,8",86194,poitiers,2021
93 350,"68,0","57,7","10,3","32,0","15,1","8,6","8,3",87085,limoges,2010
86 692,"68,1","55,3","12,8","31,9","16,0","6,9","9,0",87085,limoges,2015
82 469,"68,2","57,0","11,2","31,8","17,0","5,6","9,2",87085,limoges,2021
21 664,"67,5","56,7","10,8","32,5","13,1","7,9","11,5",88160,epinal,2010
20 440,"69,6","54,2","15,4","30,4","12,6","6,6","11,2",88160,epinal,2015
20 236,"68,9","57,2","11,7","31,1","12,1","5,4","13,5",88160,epinal,2021
23 340,"70,7","59,7","10,9","29,3","8,6","9,3","11,4",89024,auxerre,2010
21 338,"70,4","56,9","13,5","29,6","9,0","7,7","12,9",89024,auxerre,2015
21 128,"71,9","61,0","10,9","28,1","9,1","5,7","13,4",89024,auxerre,2021
15 405,"70,3","57,1","13,1","29,7","7,8","9,0","13,0",89387,sens,2010
15 315,"71,4","54,2","17,2","28,6","7,5","8,1","13,0",89387,sens,2015
15 693,"72,4","56,8","15,6","27,6","7,6","6,1","13,9",89387,sens,2021
33 870,"67,5","55,2","12,3","32,5","14,0","6,7","11,8",90010,belfort,2010
32 351,"68,6","53,0","15,5","31,4","12,9","6,3","12,2",90010,belfort,2015
29 372,"69,8","55,9","13,9","30,2","13,8","5,1","11,3",90010,belfort,2021
20 112,"75,0","67,1","7,8","25,0","10,2","6,7","8,1",91027,athis-mons,2010
21 364,"74,7","67,7","7,0","25,3","9,9","5,2","10,2",91027,athis-mons,2015
22 964,"76,5","69,8","6,7","23,5","10,2","3,5","9,9",91027,athis-mons,2021
15 691,"76,7","69,1","7,6","23,3","9,8","6,4","7,1",91103,bretigny-sur-orge,2010
17 068,"80,3","69,5","10,8","19,7","8,9","4,4","6,4",91103,bretigny-sur-orge,2015
17 538,"79,5","70,7","8,8","20,5","9,4","4,0","7,1",91103,bretigny-sur-orge,2021
16 305,"75,1","68,8","6,3","24,9","11,1","7,7","6,1",91114,brunoy,2010
16 553,"74,8","67,6","7,2","25,2","12,8","6,3","6,1",91114,brunoy,2015
15 691,"77,2","70,6","6,6","22,8","11,5","5,7","5,6",91114,brunoy,2021
28 510,"73,3","61,7","11,6","26,7","9,8","5,3","11,6",91174,corbeil-essonnes,2010
33 403,"71,9","61,9","10,0","28,1","10,0","3,9","14,2",91174,corbeil-essonnes,2015
34 811,"72,0","63,5","8,5","28,0","9,6","3,4","15,0",91174,corbeil-essonnes,2021
18 149,"75,4","68,3","7,1","24,6","11,1","7,5","5,9",91201,draveil,2010
18 148,"75,9","67,2","8,7","24,1","12,2","5,5","6,5",91201,draveil,2015
17 686,"75,2","67,1","8,1","24,8","11,4","5,9","7,5",91201,draveil,2021
15 423,"71,9","62,0","9,9","28,1","10,4","6,9","10,8",91223,etampes,2010
15 601,"75,6","63,2","12,5","24,4","10,3","5,1","9,0",91223,etampes,2015
17 054,"74,3","63,1","11,2","25,7","11,6","3,7","10,5",91223,etampes,2021
45 419,"72,1","60,6","11,5","27,9","14,2","4,2","9,5",91228,evry-courcouronnes,2010
45 035,"71,5","58,4","13,1","28,5","14,2","3,4","10,9",91228,evry-courcouronnes,2015
43 749,"70,9","59,2","11,8","29,1","14,4","2,8","11,8",91228,evry-courcouronnes,2021
13 614,"70,2","65,5","4,6","29,8","18,0","6,7","5,1",91272,gif-sur-yvette,2010
13 661,"70,4","64,9","5,5","29,6","20,7","4,1","4,8",91272,gif-sur-yvette,2015
14 453,"70,4","64,6","5,8","29,6","22,3","3,2","4,1",91272,gif-sur-yvette,2021
16 894,"70,0","55,7","14,3","30,0","11,1","3,3","15,6",91286,grigny,2010
17 939,"66,2","50,3","16,0","33,8","12,2","3,0","18,6",91286,grigny,2015
17 365,"63,7","51,4","12,3","36,3","12,8","2,4","21,0",91286,grigny,2021
14 078,"77,7","70,1","7,7","22,3","10,1","6,2","6,0",91345,longjumeau,2010
13 955,"77,6","68,1","9,5","22,4","9,8","5,5","7,1",91345,longjumeau,2015
13 199,"77,5","69,1","8,4","22,5","10,6","4,4","7,4",91345,longjumeau,2021
28 470,"76,9","69,6","7,3","23,1","10,7","5,7","6,7",91377,massy,2010
31 956,"80,1","71,1","9,0","19,9","9,9","3,6","6,4",91377,massy,2015
34 409,"79,9","72,2","7,7","20,1","10,2","3,6","6,3",91377,massy,2021
14 674,"73,6","66,9","6,7","26,4","10,6","8,3","7,5",91421,montgeron,2010
15 055,"75,3","67,1","8,3","24,7","11,7","5,2","7,7",91421,montgeron,2015
14 822,"74,9","67,3","7,6","25,1","11,8","4,0","9,3",91421,montgeron,2021
13 597,"76,7","70,1","6,5","23,3","9,6","7,2","6,6",91434,morsang-sur-orge,2010
13 707,"76,7","67,1","9,7","23,3","10,7","5,9","6,7",91434,morsang-sur-orge,2015
12 902,"76,7","67,0","9,7","23,3","10,7","4,4","8,1",91434,morsang-sur-orge,2021
20 328,"74,3","68,1","6,2","25,7","14,8","6,5","4,5",91477,palaiseau,2010
22 544,"74,7","68,5","6,2","25,3","15,9","4,8","4,6",91477,palaiseau,2015
23 445,"76,1","69,4","6,7","23,9","15,3","4,1","4,5",91477,palaiseau,2021
17 708,"75,3","66,1","9,3","24,7","9,8","6,2","8,7",91521,ris-orangis,2010
17 353,"75,8","63,7","12,1","24,2","10,3","4,7","9,2",91521,ris-orangis,2015
18 559,"73,4","63,7","9,7","26,6","11,5","3,7","11,5",91521,ris-orangis,2021
22 497,"76,2","68,3","7,9","23,8","9,5","7,2","7,1",91549,sainte-genevieve-des-bois,2010
22 898,"77,2","67,1","10,1","22,8","10,3","5,9","6,7",91549,sainte-genevieve-des-bois,2015
22 427,"76,5","67,8","8,7","23,5","9,8","5,2","8,6",91549,sainte-genevieve-des-bois,2021
13 214,"78,2","71,1","7,2","21,8","9,5","6,1","6,1",91570,saint-michel-sur-orge,2010
12 825,"78,7","68,4","10,4","21,3","9,5","5,5","6,2",91570,saint-michel-sur-orge,2015
13 325,"77,7","67,4","10,3","22,3","11,0","4,3","7,0",91570,saint-michel-sur-orge,2021
24 249,"76,0","69,5","6,4","24,0","10,3","7,4","6,4",91589,savigny-sur-orge,2010
23 690,"77,5","68,5","9,0","22,5","9,9","6,5","6,1",91589,savigny-sur-orge,2015
24 254,"76,9","68,6","8,3","23,1","10,5","4,8","7,9",91589,savigny-sur-orge,2021
17 491,"74,0","64,5","9,5","26,0","11,1","6,0","9,0",91657,vigneux-sur-seine,2010
19 810,"74,5","63,6","10,9","25,5","11,6","5,3","8,6",91657,vigneux-sur-seine,2015
19 665,"75,5","64,9","10,5","24,5","11,9","4,1","8,5",91657,vigneux-sur-seine,2021
21 096,"76,7","68,6","8,0","23,3","9,5","7,0","6,8",91687,viry-chatillon,2010
19 498,"77,3","66,4","10,9","22,7","10,4","5,2","7,1",91687,viry-chatillon,2015
19 477,"77,5","66,6","10,9","22,5","10,0","3,8","8,6",91687,viry-chatillon,2021
19 318,"76,4","71,0","5,5","23,6","10,3","8,2","5,1",91691,yerres,2010
18 255,"78,1","71,2","7,0","21,9","10,4","7,0","4,5",91691,yerres,2015
17 790,"78,6","71,0","7,6","21,4","11,3","5,4","4,7",91691,yerres,2021
16 914,"73,9","65,6","8,3","26,1","10,9","6,9","8,4",91692,les-ulis,2010
15 967,"75,0","62,9","12,1","25,0","10,3","5,1","9,6",91692,les-ulis,2015
16 293,"73,2","63,0","10,2","26,8","11,9","3,9","11,0",91692,les-ulis,2021
40 691,"74,1","67,8","6,3","25,9","14,5","5,7","5,7",92002,antony,2010
39 555,"76,4","69,3","7,1","23,6","13,5","5,0","5,0",92002,antony,2015
40 583,"78,0","71,1","6,9","22,0","12,8","3,8","5,5",92002,antony,2021
55 989,"79,0","70,4","8,6","21,0","9,3","4,3","7,4",92004,asnieres-sur-seine,2010
57 942,"78,9","69,9","9,0","21,1","10,4","3,2","7,4",92004,asnieres-sur-seine,2015
60 577,"80,4","72,6","7,9","19,6","10,4","2,3","6,8",92004,asnieres-sur-seine,2021
25 498,"75,6","64,9","10,7","24,4","10,9","5,5","7,9",92007,bagneux,2010
25 879,"77,4","64,6","12,9","22,6","11,2","3,8","7,5",92007,bagneux,2015
28 950,"75,9","64,5","11,4","24,1","11,7","3,2","9,2",92007,bagneux,2021
19 488,"79,3","71,4","7,9","20,7","10,9","4,8","4,9",92009,bois-colombes,2010
18 492,"79,7","71,6","8,1","20,3","11,5","4,1","4,7",92009,bois-colombes,2015
20 318,"80,0","73,0","6,9","20,0","12,1","2,7","5,2",92009,bois-colombes,2021
76 582,"79,4","72,2","7,2","20,6","10,2","4,5","5,9",92012,boulogne-billancourt,2010
79 108,"81,1","73,1","8,0","18,9","10,6","3,0","5,3",92012,boulogne-billancourt,2015
79 513,"81,7","74,7","7,0","18,3","11,3","2,1","4,9",92012,boulogne-billancourt,2021
12 927,"76,2","70,2","6,0","23,8","13,4","5,1","5,3",92014,bourg-la-reine,2010
12 882,"76,7","68,9","7,9","23,3","14,2","3,9","5,1",92014,bourg-la-reine,2015
13 353,"76,9","70,1","6,8","23,1","14,8","3,6","4,6",92014,bourg-la-reine,2021
21 578,"71,6","64,6","7,0","28,4","17,5","5,3","5,6",92019,chatenay-malabry,2010
22 284,"73,9","65,2","8,6","26,1","16,5","3,8","5,9",92019,chatenay-malabry,2015
22 925,"79,0","70,5","8,5","21,0","11,5","3,4","6,1",92019,chatenay-malabry,2021
22 308,"82,0","75,8","6,2","18,0","8,8","4,9","4,3",92020,chatillon,2010
25 201,"81,6","73,9","7,7","18,4","10,4","3,6","4,4",92020,chatillon,2015
24 529,"80,9","73,8","7,2","19,1","10,7","4,0","4,4",92020,chatillon,2021
34 239,"77,4","70,6","6,8","22,6","11,0","6,0","5,6",92023,clamart,2010
33 790,"78,6","70,0","8,5","21,4","11,6","4,8","5,1",92023,clamart,2015
35 186,"79,4","71,9","7,5","20,6","11,6","3,7","5,2",92023,clamart,2021
41 438,"79,5","69,3","10,2","20,5","9,0","4,4","7,1",92024,clichy,2010
41 892,"80,7","68,9","11,8","19,3","9,3","2,9","7,1",92024,clichy,2015
44 961,"78,7","68,8","9,9","21,3","10,9","2,2","8,2",92024,clichy,2021
56 575,"76,4","66,4","10,0","23,6","10,4","5,5","7,7",92025,colombes,2010
56 085,"76,7","65,8","10,9","23,3","11,8","4,1","7,3",92025,colombes,2015
58 778,"76,6","67,5","9,1","23,4","12,0","3,0","8,3",92025,colombes,2021
60 597,"80,2","73,2","7,0","19,8","10,6","4,5","4,7",92026,courbevoie,2010
56 243,"80,3","73,1","7,2","19,7","11,3","3,2","5,2",92026,courbevoie,2015
55 836,"81,0","73,8","7,2","19,0","11,5","2,4","5,0",92026,courbevoie,2021
15 590,"76,5","70,2","6,3","23,5","13,2","5,4","4,9",92032,fontenay-aux-roses,2010
15 284,"77,1","68,9","8,1","22,9","13,7","4,5","4,7",92032,fontenay-aux-roses,2015
15 657,"77,5","68,4","9,1","22,5","14,4","2,7","5,3",92032,fontenay-aux-roses,2021
18 857,"80,9","74,3","6,6","19,1","9,5","4,7","4,9",92035,la-garenne-colombes,2010
20 034,"82,1","74,8","7,3","17,9","10,2","3,7","4,1",92035,la-garenne-colombes,2015
20 448,"82,4","76,1","6,3","17,6","10,5","3,1","4,0",92035,la-garenne-colombes,2021
27 013,"71,5","59,3","12,1","28,5","10,5","6,1","11,9",92036,gennevilliers,2010
28 642,"72,7","57,2","15,4","27,3","10,7","3,8","12,9",92036,gennevilliers,2015
31 666,"72,8","58,9","13,9","27,2","11,8","2,9","12,5",92036,gennevilliers,2021
45 334,"80,1","73,9","6,2","19,9","11,2","4,5","4,1",92040,issy-les-moulineaux,2010
47 568,"81,6","74,6","7,0","18,4","10,6","3,1","4,7",92040,issy-les-moulineaux,2015
46 716,"82,2","75,8","6,4","17,8","10,7","2,5","4,6",92040,issy-les-moulineaux,2021
44 342,"80,5","73,5","7,0","19,5","9,8","4,4","5,3",92044,levallois-perret,2010
43 222,"81,2","72,6","8,6","18,8","10,2","3,5","5,1",92044,levallois-perret,2015
45 689,"82,3","75,3","7,1","17,7","10,9","2,1","4,7",92044,levallois-perret,2021
21 579,"78,7","70,3","8,4","21,3","10,8","5,1","5,4",92046,malakoff,2010
20 583,"79,3","69,6","9,7","20,7","11,1","4,2","5,4",92046,malakoff,2015
20 784,"78,9","69,7","9,2","21,1","12,4","3,0","5,7",92046,malakoff,2021
28 628,"77,2","70,9","6,4","22,8","11,0","5,5","6,2",92048,meudon,2010
28 427,"78,7","70,9","7,8","21,3","11,8","4,4","5,2",92048,meudon,2015
29 088,"79,1","71,8","7,4","20,9","11,9","3,3","5,7",92048,meudon,2021
33 783,"81,5","74,0","7,5","18,5","9,8","4,3","4,4",92049,montrouge,2010
33 668,"81,6","73,5","8,1","18,4","10,5","3,8","4,1",92049,montrouge,2015
32 728,"81,4","73,7","7,7","18,6","10,8","3,0","4,8",92049,montrouge,2021
61 412,"72,2","62,1","10,1","27,8","11,7","5,8","10,3",92050,nanterre,2010
63 725,"73,5","61,7","11,8","26,5","12,4","3,9","10,2",92050,nanterre,2015
66 350,"75,2","65,0","10,2","24,8","11,6","2,7","10,5",92050,nanterre,2021
38 251,"72,8","67,4","5,4","27,2","13,5","4,6","9,0",92051,neuilly-sur-seine,2010
37 225,"74,8","67,9","6,8","25,2","15,0","2,8","7,4",92051,neuilly-sur-seine,2015
36 083,"76,4","69,8","6,6","23,6","14,7","2,3","6,6",92051,neuilly-sur-seine,2021
18 556,"81,3","75,5","5,8","18,7","8,2","5,6","4,9",92060,le-plessis-robinson,2010
18 957,"80,8","74,5","6,3","19,2","9,2","5,2","4,8",92060,le-plessis-robinson,2015
18 732,"81,7","75,9","5,8","18,3","10,1","3,4","4,9",92060,le-plessis-robinson,2021
31 175,"81,0","73,7","7,3","19,0","8,9","4,2","5,9",92062,puteaux,2010
31 037,"82,0","73,1","9,0","18,0","9,5","3,1","5,4",92062,puteaux,2015
30 015,"82,8","75,0","7,8","17,2","9,1","2,6","5,4",92062,puteaux,2021
52 423,"78,0","72,2","5,8","22,0","11,4","5,4","5,1",92063,rueil-malmaison,2010
50 899,"78,5","71,3","7,2","21,5","12,6","4,2","4,7",92063,rueil-malmaison,2015
50 247,"79,2","72,2","7,1","20,8","12,3","3,5","5,0",92063,rueil-malmaison,2021
18 805,"75,6","70,3","5,3","24,4","13,6","4,6","6,2",92064,saint-cloud,2010
18 512,"76,8","70,6","6,2","23,2","14,3","3,1","5,8",92064,saint-cloud,2015
18 594,"78,5","72,9","5,6","21,5","13,9","2,4","5,3",92064,saint-cloud,2021
12 393,"71,7","66,5","5,1","28,3","18,2","5,2","4,9",92071,sceaux,2010
12 148,"72,3","65,3","7,1","27,7","18,6","3,6","5,5",92071,sceaux,2015
12 639,"73,6","67,5","6,1","26,4","18,6","2,9","4,9",92071,sceaux,2021
15 229,"76,7","70,5","6,2","23,3","13,0","5,0","5,2",92072,sevres,2010
14 687,"78,2","70,2","8,0","21,8","12,9","3,7","5,3",92072,sevres,2015
14 382,"80,8","73,2","7,7","19,2","11,7","2,8","4,7",92072,sevres,2021
31 295,"80,4","73,2","7,3","19,6","9,9","4,2","5,5",92073,suresnes,2010
32 885,"80,9","72,7","8,2","19,1","10,2","3,3","5,5",92073,suresnes,2015
33 129,"82,0","73,9","8,0","18,0","9,9","2,7","5,4",92073,suresnes,2021
18 637,"77,1","71,1","5,9","22,9","12,2","6,2","4,6",92075,vanves,2010
18 690,"78,3","71,0","7,4","21,7","13,7","3,8","4,1",92075,vanves,2015
18 738,"78,4","71,7","6,7","21,6","13,7","3,1","4,8",92075,vanves,2021
16 560,"73,4","61,3","12,1","26,6","11,6","4,6","10,5",92078,villeneuve-la-garenne,2010
15 802,"71,8","57,8","14,0","28,2","11,4","5,2","11,6",92078,villeneuve-la-garenne,2015
16 012,"69,8","56,9","12,9","30,2","13,1","3,6","13,5",92078,villeneuve-la-garenne,2021
51 941,"70,1","54,3","15,8","29,9","10,0","4,2","15,6",93001,aubervilliers,2010
57 139,"69,5","52,8","16,7","30,5","10,1","3,0","17,4",93001,aubervilliers,2015
61 776,"70,0","56,8","13,2","30,0","11,1","2,1","16,8",93001,aubervilliers,2021
53 652,"71,1","59,1","12,0","28,9","11,8","5,5","11,6",93005,aulnay-sous-bois,2010
53 147,"70,7","57,0","13,8","29,3","11,7","4,7","12,9",93005,aulnay-sous-bois,2015
54 984,"70,2","57,8","12,4","29,8","12,7","3,4","13,6",93005,aulnay-sous-bois,2021
22 815,"75,1","62,5","12,7","24,9","9,6","5,1","10,1",93006,bagnolet,2010
24 132,"75,1","61,1","14,0","24,9","9,6","4,5","10,7",93006,bagnolet,2015
26 537,"75,6","63,1","12,4","24,4","11,1","2,8","10,5",93006,bagnolet,2021
33 616,"72,6","59,3","13,3","27,4","11,2","5,4","10,8",93007,le-blanc-mesnil,2010
35 445,"72,0","56,3","15,8","28,0","10,7","4,1","13,1",93007,le-blanc-mesnil,2015
37 768,"70,3","57,6","12,7","29,7","11,8","3,1","14,8",93007,le-blanc-mesnil,2021
31 547,"67,8","54,9","12,9","32,2","12,3","5,2","14,7",93008,bobigny,2010
34 057,"68,2","51,9","16,2","31,8","12,2","3,7","15,9",93008,bobigny,2015
35 654,"64,5","52,4","12,1","35,5","13,7","3,0","18,7",93008,bobigny,2021
35 079,"72,0","59,0","13,0","28,0","11,3","5,3","11,4",93010,bondy,2010
34 301,"72,9","56,6","16,3","27,1","10,8","4,1","12,3",93010,bondy,2015
33 574,"71,6","58,2","13,4","28,4","11,6","3,1","13,7",93010,bondy,2021
19 361,"63,6","49,1","14,5","36,4","13,8","3,4","19,2",93014,clichy-sous-bois,2010
18 907,"62,8","47,8","14,9","37,2","12,5","2,6","22,2",93014,clichy-sous-bois,2015
18 440,"59,4","48,1","11,3","40,6","13,4","2,9","24,4",93014,clichy-sous-bois,2021
25 606,"67,7","51,3","16,5","32,3","11,6","4,3","16,4",93027,la-courneuve,2010
27 939,"70,1","51,2","18,9","29,9","11,1","3,1","15,7",93027,la-courneuve,2015
31 905,"68,9","53,1","15,8","31,1","12,0","2,4","16,7",93027,la-courneuve,2021
43 825,"71,8","60,0","11,8","28,2","10,5","6,2","11,4",93029,drancy,2010
45 682,"73,0","58,1","14,8","27,0","10,6","4,8","11,7",93029,drancy,2015
46 353,"72,1","58,0","14,1","27,9","10,8","3,5","13,6",93029,drancy,2021
35 576,"68,4","57,6","10,8","31,6","12,8","4,8","14,0",93031,epinay-sur-seine,2010
35 507,"67,7","55,7","12,0","32,3","12,8","4,3","15,2",93031,epinay-sur-seine,2015
34 883,"71,1","58,7","12,3","28,9","12,3","3,1","13,5",93031,epinay-sur-seine,2021
25 440,"74,4","66,2","8,2","25,6","10,4","7,2","8,0",93032,gagny,2010
25 410,"76,2","65,8","10,4","23,8","11,1","5,3","7,5",93032,gagny,2015
25 812,"75,5","65,9","9,6","24,5","11,4","4,2","8,8",93032,gagny,2021
14 925,"76,8","66,3","10,5","23,2","10,5","6,3","6,5",93045,les-lilas,2010
15 065,"78,8","67,5","11,2","21,2","10,3","4,4","6,6",93045,les-lilas,2015
15 555,"77,7","67,8","9,9","22,3","10,4","3,5","8,4",93045,les-lilas,2021
27 448,"75,1","67,1","8,0","24,9","9,4","6,5","9,0",93046,livry-gargan,2010
28 922,"75,0","65,5","9,5","25,0","10,0","5,2","9,8",93046,livry-gargan,2015
29 319,"75,3","65,9","9,4","24,7","10,6","4,2","9,8",93046,livry-gargan,2021
16 451,"67,9","56,9","11,0","32,1","12,0","6,5","13,7",93047,montfermeil,2010
16 371,"68,1","57,1","11,0","31,9","12,3","4,9","14,7",93047,montfermeil,2015
17 717,"69,8","59,8","10,0","30,2","12,2","3,7","14,3",93047,montfermeil,2021
70 200,"76,7","63,4","13,2","23,3","9,2","4,8","9,3",93048,montreuil,2010
72 384,"78,3","64,3","14,0","21,7","9,4","3,7","8,6",93048,montreuil,2015
75 037,"77,4","64,9","12,5","22,6","9,9","2,9","9,8",93048,montreuil,2021
14 143,"76,0","67,8","8,2","24,0","10,3","7,8","5,9",93049,neuilly-plaisance,2010
14 275,"78,0","69,4","8,7","22,0","10,8","5,6","5,6",93049,neuilly-plaisance,2015
14 289,"78,7","70,3","8,4","21,3","10,9","4,4","5,9",93049,neuilly-plaisance,2021
22 712,"77,8","68,5","9,3","22,2","9,7","5,9","6,6",93050,neuilly-sur-marne,2010
23 316,"75,6","65,0","10,6","24,4","10,5","5,0","8,8",93050,neuilly-sur-marne,2015
24 298,"73,8","65,2","8,6","26,2","12,2","3,6","10,4",93050,neuilly-sur-marne,2021
43 777,"76,6","68,1","8,5","23,4","11,4","5,4","6,6",93051,noisy-le-grand,2010
44 271,"76,3","65,5","10,7","23,7","11,5","4,9","7,4",93051,noisy-le-grand,2015
45 985,"77,2","67,4","9,8","22,8","11,1","3,5","8,1",93051,noisy-le-grand,2021
26 496,"75,4","61,3","14,1","24,6","10,1","5,7","8,9",93053,noisy-le-sec,2010
28 370,"71,2","56,3","14,9","28,8","11,2","4,3","13,3",93053,noisy-le-sec,2015
29 988,"73,2","61,2","11,9","26,8","11,2","3,2","12,4",93053,noisy-le-sec,2021
37 072,"74,3","61,5","12,8","25,7","9,8","4,2","11,6",93055,pantin,2010
37 260,"76,8","62,5","14,2","23,2","9,4","3,6","10,2",93055,pantin,2015
40 899,"75,8","64,5","11,3","24,2","10,5","2,7","11,0",93055,pantin,2021
14 356,"76,7","68,5","8,2","23,3","9,8","5,5","8,0",93057,les-pavillons-sous-bois,2010
15 226,"75,8","65,9","9,9","24,2","9,3","5,0","9,9",93057,les-pavillons-sous-bois,2015
15 788,"77,7","67,3","10,4","22,3","9,7","3,6","9,0",93057,les-pavillons-sous-bois,2021
18 546,"70,8","57,4","13,5","29,2","11,9","5,1","12,2",93059,pierrefitte-sur-seine,2010
18 953,"69,4","54,0","15,3","30,6","11,7","3,6","15,3",93059,pierrefitte-sur-seine,2015
21 194,"67,8","55,4","12,5","32,2","13,3","2,3","16,7",93059,pierrefitte-sur-seine,2021
16 950,"72,3","58,4","14,0","27,7","10,4","6,5","10,8",93063,romainville,2010
16 843,"75,3","61,0","14,3","24,7","9,2","4,9","10,6",93063,romainville,2015
21 972,"75,2","64,7","10,4","24,8","9,4","3,4","12,1",93063,romainville,2021
27 464,"76,2","67,0","9,3","23,8","9,2","6,1","8,5",93064,rosny-sous-bois,2010
29 295,"75,7","64,7","11,0","24,3","9,8","4,7","9,8",93064,rosny-sous-bois,2015
29 750,"77,5","66,6","10,9","22,5","10,0","3,1","9,4",93064,rosny-sous-bois,2021
72 373,"73,5","56,9","16,6","26,5","10,3","4,1","12,1",93066,saint-denis,2010
75 179,"73,2","55,9","17,4","26,8","10,7","3,2","12,8",93066,saint-denis,2015
77 800,"70,9","56,6","14,3","29,1","12,3","2,6","14,3",93066,saint-denis,2021
33 216,"75,9","62,5","13,3","24,1","9,7","4,2","10,2",93070,saint-ouen-sur-seine,2010
34 173,"74,8","60,6","14,2","25,2","9,7","3,6","11,9",93070,saint-ouen-sur-seine,2015
37 174,"76,7","64,0","12,7","23,3","10,9","2,3","10,1",93070,saint-ouen-sur-seine,2021
32 650,"71,0","57,7","13,3","29,0","11,5","5,3","12,2",93071,sevran,2010
32 311,"71,4","56,9","14,5","28,6","11,4","4,5","12,7",93071,sevran,2015
33 012,"69,9","57,5","12,4","30,1","12,3","3,3","14,6",93071,sevran,2021
21 531,"67,4","53,5","13,8","32,6","13,6","4,9","14,2",93072,stains,2010
25 891,"68,2","53,1","15,0","31,8","12,6","4,6","14,6",93072,stains,2015
26 018,"66,3","53,8","12,4","33,7","12,7","3,2","17,8",93072,stains,2021
22 897,"72,3","62,5","9,8","27,7","11,1","7,3","9,3",93073,tremblay-en-france,2010
22 887,"74,2","62,5","11,6","25,8","10,8","5,9","9,1",93073,tremblay-en-france,2015
23 848,"75,4","64,7","10,7","24,6","11,2","4,0","9,4",93073,tremblay-en-france,2021
18 581,"75,0","66,3","8,7","25,0","11,1","5,9","8,0",93077,villemomble,2010
19 442,"76,8","67,6","9,3","23,2","10,2","5,3","7,6",93077,villemomble,2015
19 823,"76,5","68,8","7,7","23,5","10,6","4,0","8,9",93077,villemomble,2021
24 521,"69,8","58,4","11,5","30,2","11,7","5,8","12,6",93078,villepinte,2010
24 142,"69,7","55,5","14,2","30,3","10,9","4,9","14,5",93078,villepinte,2015
24 840,"68,7","57,8","10,9","31,3","11,6","3,2","16,5",93078,villepinte,2021
30 534,"76,8","66,8","10,0","23,2","9,4","5,2","8,5",94002,alfortville,2010
30 079,"79,2","66,6","12,6","20,8","9,4","3,5","7,9",94002,alfortville,2015
30 013,"77,9","66,8","11,1","22,1","9,4","3,5","9,3",94002,alfortville,2021
