Ensemble,Actifs en %,Actifs ayant un emploi en %,Chômeurs en %,Inactifs en %,"Élèves, étudiants et stagiaires non rémunérés en %",Retraités ou préretraités en %,Autres inactifs en %,code_insee,Ville,Année
25 917,"69,3","59,7","9,6","30,7","11,3","7,9","11,5",01053,bourg-en-bresse,2010
25 398,"69,8","56,9","12,9","30,2","11,4","6,8","12,0",01053,bourg-en-bresse,2015
25 260,"69,9","58,9","11,0","30,1","11,3","5,3","13,5",01053,bourg-en-bresse,2021
14 404,"70,8","57,6","13,2","29,2","7,8","7,5","13,8",01283,oyonnax,2010
13 650,"73,1","58,6","14,5","26,9","7,9","6,2","12,7",01283,oyonnax,2015
13 266,"70,8","59,9","10,9","29,2","9,1","4,7","15,4",01283,oyonnax,2021
17 134,"67,5","54,1","13,5","32,5","9,7","8,1","14,6",02408,laon,2010
16 351,"66,7","48,9","17,8","33,3","9,3","8,2","15,7",02408,laon,2015
15 091,"65,6","49,2","16,4","34,4","10,5","6,2","17,8",02408,laon,2021
35 468,"66,5","52,6","13,9","33,5","10,4","9,6","13,5",02691,saint-quentin,2010
34 403,"68,5","50,4","18,1","31,5","10,6","7,8","13,2",02691,saint-quentin,2015
31 885,"68,2","52,7","15,5","31,8","10,8","6,0","14,9",02691,saint-quentin,2021
17 994,"69,1","55,0","14,1","30,9","9,6","8,0","13,3",02722,soissons,2010
17 463,"68,2","50,4","17,8","31,8","10,3","7,6","14,0",02722,soissons,2015
16 633,"69,2","51,9","17,3","30,8","10,4","5,6","14,8",02722,soissons,2021
23 509,"67,7","56,0","11,7","32,3","10,6","10,5","11,2",03185,montlucon,2010
22 092,"71,6","57,0","14,6","28,4","9,3","8,0","11,1",03185,montlucon,2015
19 388,"71,5","58,4","13,1","28,5","9,9","6,3","12,3",03185,montlucon,2021
14 396,"65,2","53,4","11,8","34,8","12,4","10,0","12,4",03310,vichy,2010
14 011,"67,3","52,1","15,2","32,7","11,8","8,9","12,0",03310,vichy,2015
13 555,"66,6","52,4","14,2","33,4","13,1","6,9","13,4",03310,vichy,2021
13 246,"71,0","60,6","10,4","29,0","8,7","8,6","11,7",04112,manosque,2010
12 609,"71,9","59,1","12,8","28,1","8,8","8,1","11,2",04112,manosque,2015
13 303,"73,0","62,3","10,7","27,0","8,8","5,7","12,4",04112,manosque,2021
24 685,"72,4","64,9","7,4","27,6","9,3","9,8","8,5",05061,gap,2010
25 048,"74,6","64,2","10,4","25,4","9,3","7,5","8,6",05061,gap,2015
23 950,"74,9","66,4","8,5","25,1","8,8","7,2","9,0",05061,gap,2021
45 303,"74,7","65,9","8,7","25,3","9,0","7,8","8,5",06004,antibes,2010
44 761,"76,3","65,8","10,6","23,7","9,2","6,0","8,5",06004,antibes,2015
43 881,"77,5","68,2","9,3","22,5","8,5","5,4","8,6",06004,antibes,2021
28 195,"74,3","65,5","8,9","25,7","7,6","9,3","8,8",06027,cagnes-sur-mer,2010
28 758,"77,6","67,9","9,8","22,4","8,3","6,3","7,8",06027,cagnes-sur-mer,2015
30 440,"79,0","70,2","8,8","21,0","8,2","5,2","7,6",06027,cagnes-sur-mer,2021
42 268,"71,7","60,8","10,9","28,3","8,6","8,3","11,4",06029,cannes,2010
41 925,"72,9","59,8","13,1","27,1","9,0","6,2","11,9",06029,cannes,2015
41 086,"73,1","61,4","11,7","26,9","9,4","5,3","12,1",06029,cannes,2021
25 414,"73,9","65,1","8,8","26,1","8,6","7,9","9,7",06030,le-cannet,2010
24 501,"75,5","64,8","10,7","24,5","7,2","6,8","10,5",06030,le-cannet,2015
24 270,"76,1","66,3","9,8","23,9","8,1","5,5","10,2",06030,le-cannet,2021
33 024,"74,3","65,2","9,1","25,7","8,2","6,2","11,3",06069,grasse,2010
31 931,"75,5","64,4","11,1","24,5","8,0","5,3","11,2",06069,grasse,2015
29 908,"74,5","64,9","9,6","25,5","8,6","4,7","12,2",06069,grasse,2021
13 277,"76,0","67,6","8,4","24,0","7,2","8,9","7,9",06079,mandelieu-la-napoule,2010
12 936,"78,7","67,6","11,0","21,3","6,8","7,1","7,3",06079,mandelieu-la-napoule,2015
11 799,"78,7","68,3","10,5","21,3","6,6","6,7","8,0",06079,mandelieu-la-napoule,2021
17 523,"73,8","65,6","8,3","26,2","9,1","8,6","8,4",06083,menton,2010
16 358,"75,2","64,4","10,9","24,8","8,2","7,5","9,1",06083,menton,2015
17 805,"76,9","67,6","9,2","23,1","8,7","6,6","7,8",06083,menton,2021
213 710,"69,8","60,6","9,2","30,2","12,2","7,3","10,7",06088,nice,2010
209 845,"70,8","59,4","11,4","29,2","12,6","5,6","11,0",06088,nice,2015
211 456,"71,6","61,8","9,8","28,4","12,7","4,4","11,3",06088,nice,2021
18 987,"76,7","69,9","6,7","23,3","7,3","8,8","7,3",06123,saint-laurent-du-var,2010
17 789,"79,2","70,4","8,8","20,8","7,9","6,9","5,9",06123,saint-laurent-du-var,2015
18 685,"80,2","72,2","8,0","19,8","8,2","4,9","6,8",06123,saint-laurent-du-var,2021
16 797,"70,9","60,1","10,9","29,1","8,4","9,7","11,0",06155,vallauris,2010
14 967,"72,7","60,8","11,9","27,3","8,1","7,4","11,8",06155,vallauris,2015
15 860,"73,8","62,6","11,2","26,2","8,1","6,7","11,4",06155,vallauris,2021
32 505,"65,1","52,6","12,5","34,9","9,9","8,7","16,3",08105,charleville-mezieres,2010
29 716,"66,6","50,8","15,8","33,4","9,7","7,7","16,0",08105,charleville-mezieres,2015
28 151,"68,2","53,2","15,0","31,8","9,6","6,9","15,3",08105,charleville-mezieres,2021
39 813,"68,7","55,4","13,3","31,3","12,3","7,6","11,5",10387,troyes,2010
39 621,"68,6","51,8","16,9","31,4","14,0","5,9","11,5",10387,troyes,2015
40 267,"67,5","52,6","14,9","32,5","14,9","4,4","13,1",10387,troyes,2021
29 711,"69,9","56,8","13,0","30,1","9,5","9,1","11,6",11069,carcassonne,2010
28 085,"69,9","53,1","16,8","30,1","10,1","7,8","12,2",11069,carcassonne,2015
27 551,"70,0","56,8","13,2","30,0","8,8","6,5","14,7",11069,carcassonne,2021
31 603,"67,1","54,9","12,3","32,9","9,8","10,1","13,0",11262,narbonne,2010
32 237,"69,7","54,1","15,6","30,3","9,3","8,0","13,0",11262,narbonne,2015
33 032,"69,6","56,2","13,4","30,4","9,4","6,2","14,8",11262,narbonne,2021
12 932,"72,7","63,7","9,0","27,3","7,9","11,0","8,5",12145,millau,2010
12 940,"74,0","62,2","11,9","26,0","8,5","8,9","8,6",12145,millau,2015
12 553,"73,5","64,9","8,7","26,5","8,3","8,5","9,7",12145,millau,2021
16 051,"71,7","64,1","7,5","28,3","13,0","8,4","6,9",12202,rodez,2010
15 668,"71,9","62,3","9,6","28,1","14,5","6,3","7,3",12202,rodez,2015
15 475,"72,0","64,7","7,3","28,0","15,1","5,3","7,6",12202,rodez,2021
98 112,"65,8","57,5","8,3","34,2","20,3","5,5","8,3",13001,aix-en-provence,2010
96 978,"67,8","58,0","9,8","32,2","19,5","4,1","8,6",13001,aix-en-provence,2015
99 072,"69,8","61,9","7,9","30,2","18,1","3,5","8,6",13001,aix-en-provence,2021
12 380,"70,8","64,9","5,9","29,2","11,2","10,4","7,6",13002,allauch,2010
13 042,"74,5","67,4","7,1","25,5","10,3","8,3","7,0",13002,allauch,2015
12 771,"76,4","70,1","6,3","23,6","10,1","7,4","6,1",13002,allauch,2021
33 137,"67,8","56,6","11,3","32,2","9,6","9,1","13,4",13004,arles,2010
32 073,"65,9","55,6","10,3","34,1","10,6","7,7","15,7",13004,arles,2015
30 235,"67,8","58,4","9,4","32,2","10,1","6,2","15,9",13004,arles,2021
29 481,"71,3","61,7","9,6","28,7","9,9","7,9","10,9",13005,aubagne,2010
27 573,"72,0","61,4","10,6","28,0","9,3","6,9","11,7",13005,aubagne,2015
28 788,"73,2","63,5","9,8","26,8","10,0","5,9","10,8",13005,aubagne,2021
20 722,"68,1","58,6","9,4","31,9","9,3","11,3","11,3",13028,la-ciotat,2010
20 979,"70,2","60,5","9,6","29,8","8,8","8,7","12,4",13028,la-ciotat,2015
21 507,"73,0","63,9","9,1","27,0","8,6","6,7","11,7",13028,la-ciotat,2021
13 341,"70,3","62,4","7,9","29,7","10,4","9,9","9,4",13041,gardanne,2010
12 704,"71,3","62,6","8,7","28,7","10,3","8,5","9,9",13041,gardanne,2015
13 438,"75,0","66,8","8,2","25,0","9,0","7,1","8,9",13041,gardanne,2021
28 821,"71,9","63,1","8,8","28,1","8,6","9,3","10,2",13047,istres,2010
28 169,"73,8","64,2","9,6","26,2","8,4","7,8","10,0",13047,istres,2015
27 945,"76,0","67,7","8,3","24,0","7,7","6,0","10,4",13047,istres,2021
22 430,"69,5","60,6","8,9","30,5","8,9","7,3","14,4",13054,marignane,2010
20 939,"72,5","61,6","10,9","27,5","8,5","6,1","13,0",13054,marignane,2015
20 313,"74,8","65,5","9,3","25,2","7,8","4,9","12,5",13054,marignane,2021
545 991,"66,5","55,0","11,6","33,5","13,0","6,9","13,5",13055,marseille,2010
543 782,"66,9","54,5","12,4","33,1","12,8","5,3","14,9",13055,marseille,2015
547 960,"67,2","57,3","9,9","32,8","12,8","4,3","15,7",13055,marseille,2021
30 265,"71,1","61,6","9,5","28,9","8,6","9,1","11,3",13056,martigues,2010
30 593,"71,5","59,6","11,8","28,5","9,2","8,0","11,3",13056,martigues,2015
29 219,"73,5","63,5","10,1","26,5","9,0","5,9","11,7",13056,martigues,2021
16 253,"68,3","58,2","10,1","31,7","9,8","8,5","13,4",13063,miramas,2010
15 877,"69,3","56,1","13,2","30,7","8,8","6,7","15,2",13063,miramas,2015
15 698,"71,5","61,4","10,1","28,5","8,7","5,5","14,2",13063,miramas,2021
12 364,"70,9","64,8","6,1","29,1","9,7","10,9","8,6",13071,les-pennes-mirabeau,2010
12 904,"75,1","67,8","7,3","24,9","8,9","8,7","7,2",13071,les-pennes-mirabeau,2015
13 317,"76,0","69,7","6,3","24,0","9,3","6,6","8,1",13071,les-pennes-mirabeau,2021
27 822,"71,1","61,4","9,7","28,9","9,0","7,4","12,5",13103,salon-de-provence,2010
28 190,"73,5","61,5","12,0","26,5","8,4","5,5","12,6",13103,salon-de-provence,2015
28 006,"75,5","65,6","9,8","24,5","8,4","4,7","11,5",13103,salon-de-provence,2021
23 597,"71,0","61,3","9,7","29,0","10,1","7,8","11,1",13117,vitrolles,2010
21 611,"70,7","59,8","10,9","29,3","10,3","7,2","11,8",13117,vitrolles,2015
21 874,"73,2","63,3","9,9","26,8","9,9","5,7","11,2",13117,vitrolles,2021
77 026,"65,3","54,9","10,4","34,7","20,3","6,1","8,4",14118,caen,2010
73 634,"64,6","52,6","12,0","35,4","21,3","5,0","9,1",14118,caen,2015
74 877,"64,6","54,4","10,2","35,4","21,9","3,8","9,7",14118,caen,2021
14 961,"64,9","53,8","11,0","35,1","19,8","6,8","8,5",14327,herouville-saint-clair,2010
15 089,"65,8","52,6","13,1","34,2","18,7","6,6","8,9",14327,herouville-saint-clair,2015
14 625,"68,4","55,3","13,1","31,6","16,3","5,5","9,9",14327,herouville-saint-clair,2021
18 179,"69,7","61,4","8,3","30,3","11,6","10,3","8,4",15014,aurillac,2010
16 206,"71,4","61,7","9,8","28,6","11,8","8,9","7,9",15014,aurillac,2015
15 778,"71,1","62,7","8,4","28,9","11,7","7,6","9,6",15014,aurillac,2021
27 646,"70,4","56,0","14,5","29,6","12,6","7,2","9,8",16015,angouleme,2010
27 469,"72,4","54,5","17,8","27,6","11,5","6,1","10,1",16015,angouleme,2015
26 724,"72,5","58,1","14,3","27,5","12,1","4,7","10,8",16015,angouleme,2021
15 714,"71,4","56,9","14,4","28,6","8,1","9,7","10,8",17299,rochefort,2010
14 547,"71,0","54,7","16,3","29,0","8,4","9,0","11,6",17299,rochefort,2015
13 532,"73,0","58,6","14,4","27,0","8,3","7,4","11,3",17299,rochefort,2021
49 345,"64,9","53,6","11,2","35,1","17,1","8,8","9,2",17300,la-rochelle,2010
48 383,"65,9","52,0","13,9","34,1","18,1","7,3","8,7",17300,la-rochelle,2015
49 300,"68,1","56,7","11,4","31,9","16,8","5,5","9,6",17300,la-rochelle,2021
16 060,"68,1","57,2","10,9","31,9","9,7","11,4","10,7",17415,saintes,2010
14 937,"71,0","57,8","13,2","29,0","8,4","10,4","10,2",17415,saintes,2015
14 669,"73,1","61,6","11,5","26,9","8,2","7,8","10,9",17415,saintes,2021
43 272,"69,7","59,9","9,8","30,3","11,5","9,0","9,8",18033,bourges,2010
41 477,"69,5","57,6","11,9","30,5","12,3","7,8","10,4",18033,bourges,2015
39 166,"71,2","60,5","10,7","28,8","11,2","6,3","11,2",18033,bourges,2021
15 943,"66,5","53,8","12,7","33,5","8,6","12,8","12,1",18279,vierzon,2010
15 322,"69,8","53,1","16,7","30,2","8,4","9,5","12,3",18279,vierzon,2015
13 961,"71,0","55,1","15,9","29,0","8,4","7,1","13,5",18279,vierzon,2021
29 677,"70,5","61,9","8,7","29,5","9,2","10,3","10,0",19031,brive-la-gaillarde,2010
27 936,"71,5","60,0","11,5","28,5","10,2","8,2","10,1",19031,brive-la-gaillarde,2015
27 143,"72,6","62,8","9,8","27,4","10,6","6,9","9,9",19031,brive-la-gaillarde,2021
14 294,"75,1","65,8","9,3","24,9","8,7","8,1","8,1",21054,beaune,2010
13 456,"76,4","66,1","10,3","23,6","8,9","7,2","7,5",21054,beaune,2015
12 212,"77,9","69,6","8,3","22,1","8,5","6,0","7,6",21054,beaune,2021
107 756,"69,5","61,6","7,9","30,5","18,6","6,5","5,4",21231,dijon,2010
107 172,"69,4","59,2","10,2","30,6","19,2","5,3","6,2",21231,dijon,2015
109 232,"69,5","60,1","9,4","30,5","19,2","4,3","7,0",21231,dijon,2021
13 163,"64,5","56,2","8,3","35,5","14,7","10,9","10,0",22113,lannion,2010
12 568,"68,9","57,4","11,5","31,1","13,7","8,9","8,4",22113,lannion,2015
12 457,"69,2","58,8","10,3","30,8","15,0","7,0","8,8",22113,lannion,2021
29 109,"69,2","58,4","10,8","30,8","12,3","8,3","10,2",22278,saint-brieuc,2010
27 553,"68,8","55,6","13,2","31,2","12,6","8,0","10,5",22278,saint-brieuc,2015
27 063,"70,8","59,8","11,0","29,2","13,3","5,6","10,3",22278,saint-brieuc,2021
16 051,"70,0","56,5","13,4","30,0","8,1","11,1","10,9",24037,bergerac,2010
15 280,"70,6","56,4","14,2","29,4","7,8","10,2","11,4",24037,bergerac,2015
14 174,"71,0","58,4","12,5","29,0","7,6","9,6","11,8",24037,bergerac,2021
19 316,"72,1","60,6","11,5","27,9","11,9","8,3","7,8",24322,perigueux,2010
18 956,"71,5","56,6","14,8","28,5","12,0","6,7","9,9",24322,perigueux,2015
18 922,"71,7","59,6","12,1","28,3","11,6","5,4","11,3",24322,perigueux,2021
81 998,"67,2","56,8","10,4","32,8","19,1","6,2","7,5",25056,besancon,2010
79 223,"66,8","55,0","11,8","33,2","19,5","5,1","8,6",25056,besancon,2015
80 074,"67,2","57,0","10,2","32,8","19,1","4,2","9,5",25056,besancon,2021
16 599,"69,2","56,8","12,5","30,8","11,3","8,2","11,3",25388,montbeliard,2010
15 478,"68,7","53,0","15,7","31,3","11,3","6,9","13,1",25388,montbeliard,2015
14 886,"68,0","53,2","14,8","32,0","11,5","5,0","15,5",25388,montbeliard,2021
22 282,"70,4","60,1","10,3","29,6","9,2","9,2","11,1",26198,montelimar,2010
23 342,"73,0","59,8","13,2","27,0","8,5","6,8","11,7",26198,montelimar,2015
24 179,"72,4","60,5","11,9","27,6","9,7","5,9","12,0",26198,montelimar,2021
20 254,"69,6","57,3","12,4","30,4","9,2","8,9","12,3",26281,romans-sur-isere,2010
19 741,"72,5","57,6","14,9","27,5","8,7","7,9","10,9",26281,romans-sur-isere,2015
19 425,"73,7","61,5","12,2","26,3","8,8","6,1","11,4",26281,romans-sur-isere,2021
40 505,"70,0","58,0","12,0","30,0","11,8","7,6","10,6",26362,valence,2010
38 889,"70,6","57,1","13,5","29,4","12,2","5,9","11,3",26362,valence,2015
39 912,"72,4","60,8","11,6","27,6","11,9","4,2","11,4",26362,valence,2021
33 330,"71,4","58,2","13,2","28,6","10,5","6,7","11,4",27229,evreux,2010
31 907,"70,5","55,0","15,5","29,5","10,6","5,8","13,0",27229,evreux,2015
29 995,"70,3","56,1","14,2","29,7","10,8","4,6","14,2",27229,evreux,2021
16 099,"71,4","60,0","11,4","28,6","10,0","7,8","10,8",27681,vernon,2010
14 773,"73,1","58,7","14,4","26,9","9,3","6,1","11,5",27681,vernon,2015
14 804,"71,5","60,6","10,9","28,5","9,3","5,1","14,1",27681,vernon,2021
25 407,"74,4","64,5","9,9","25,6","8,9","8,3","8,4",28085,chartres,2010
24 312,"75,4","64,4","11,0","24,6","9,4","7,1","8,1",28085,chartres,2015
23 749,"75,9","66,1","9,8","24,1","9,9","5,4","8,8",28085,chartres,2021
19 748,"66,6","51,6","14,9","33,4","10,6","7,5","15,3",28134,dreux,2010
19 086,"67,8","51,9","16,0","32,2","10,4","5,8","16,0",28134,dreux,2015
18 331,"68,0","53,7","14,4","32,0","11,7","5,3","14,9",28134,dreux,2021
97 084,"67,9","57,8","10,1","32,1","15,7","7,4","9,0",29019,brest,2010
95 986,"67,9","55,9","12,0","32,1","17,0","6,1","9,0",29019,brest,2015
95 440,"68,4","58,6","9,8","31,6","17,2","4,9","9,5",29019,brest,2021
11 419,"69,8","60,2","9,6","30,2","8,8","12,7","8,7",29039,concarneau,2010
11 332,"70,7","59,6","11,1","29,3","9,0","11,5","8,8",29039,concarneau,2015
11 709,"72,4","62,2","10,3","27,6","8,0","10,9","8,7",29039,concarneau,2021
42 515,"72,3","63,0","9,3","27,7","12,0","8,4","7,3",29232,quimper,2010
41 673,"72,5","61,0","11,5","27,5","11,4","7,8","8,3",29232,quimper,2015
40 594,"73,2","63,5","9,7","26,8","11,5","6,9","8,4",29232,quimper,2021
42 621,"71,2","63,3","7,9","28,8","9,4","6,5","12,9",2A004,ajaccio,2010
42 744,"73,0","65,1","7,9","27,0","8,6","5,6","12,8",2A004,ajaccio,2015
43 404,"75,9","69,6","6,3","24,1","7,9","4,8","11,4",2A004,ajaccio,2021
28 247,"65,2","57,6","7,7","34,8","9,2","7,0","18,6",2B033,bastia,2010
27 667,"67,2","56,9","10,3","32,8","8,5","5,9","18,4",2B033,bastia,2015
29 990,"68,2","60,5","7,6","31,8","10,1","4,9","16,7",2B033,bastia,2021
24 806,"64,8","50,1","14,8","35,2","10,3","9,6","15,3",30007,ales,2010
23 321,"63,6","47,9","15,7","36,4","10,8","8,4","17,3",30007,ales,2015
25 838,"63,0","47,4","15,6","37,0","13,3","6,7","17,0",30007,ales,2021
90 552,"67,1","53,0","14,1","32,9","13,0","7,5","12,4",30189,nimes,2010
93 891,"65,2","50,9","14,3","34,8","13,8","5,9","15,1",30189,nimes,2015
90 611,"65,9","53,1","12,8","34,1","14,1","4,9","15,1",30189,nimes,2021
15 011,"77,0","69,8","7,2","23,0","10,7","6,4","5,9",31069,blagnac,2010
16 020,"79,6","69,8","9,9","20,4","9,9","5,3","5,3",31069,blagnac,2015
17 657,"80,3","71,4","8,9","19,7","9,9","3,8","6,0",31069,blagnac,2021
23 888,"74,1","65,8","8,4","25,9","11,1","6,8","8,0",31149,colomiers,2010
25 610,"77,8","67,4","10,4","22,2","9,8","4,8","7,6",31149,colomiers,2015
25 589,"77,4","68,3","9,0","22,6","9,4","4,5","8,7",31149,colomiers,2021
10 510,"77,9","70,2","7,7","22,1","9,0","6,7","6,4",31157,cugnaux,2010
11 147,"78,3","67,8","10,5","21,7","10,5","4,8","6,5",31157,cugnaux,2015
12 739,"78,5","68,8","9,8","21,5","10,0","3,6","7,9",31157,cugnaux,2021
16 118,"72,2","63,2","9,0","27,8","8,8","7,8","11,2",31395,muret,2010
16 497,"73,5","61,8","11,7","26,5","9,0","6,9","10,7",31395,muret,2015
15 678,"72,6","62,9","9,7","27,4","9,4","5,7","12,4",31395,muret,2021
322 150,"69,8","59,4","10,4","30,2","19,3","4,4","6,4",31555,toulouse,2010
342 389,"71,9","59,1","12,8","28,1","18,9","3,0","6,2",31555,toulouse,2015
365 917,"71,4","61,1","10,3","28,6","18,4","2,4","7,8",31555,toulouse,2021
17 164,"76,2","70,4","5,9","23,8","10,2","7,4","6,2",31557,tournefeuille,2010
17 251,"76,6","68,4","8,2","23,4","11,1","6,6","5,7",31557,tournefeuille,2015
18 691,"78,9","71,4","7,4","21,1","10,0","5,6","5,6",31557,tournefeuille,2021
13 806,"70,6","62,4","8,1","29,4","11,8","10,3","7,3",32013,auch,2010
13 401,"70,5","59,7","10,8","29,5","11,0","8,4","10,2",32013,auch,2015
13 668,"71,1","60,7","10,5","28,9","11,6","6,1","11,2",32013,auch,2021
16 442,"75,9","66,7","9,1","24,1","8,8","8,9","6,5",33039,begles,2010
18 076,"75,9","64,7","11,3","24,1","11,6","6,0","6,5",33039,begles,2015
20 515,"78,2","68,5","9,7","21,8","10,8","4,5","6,6",33039,begles,2021
173 933,"68,1","58,1","10,0","31,9","20,2","4,6","7,1",33063,bordeaux,2010
180 546,"69,1","57,9","11,2","30,9","20,4","3,4","7,1",33063,bordeaux,2015
187 353,"72,5","63,4","9,1","27,5","18,0","2,5","7,0",33063,bordeaux,2021
14 642,"75,4","67,9","7,5","24,6","10,3","7,7","6,6",33069,le-bouscat,2010
14 496,"76,9","67,3","9,5","23,1","10,8","6,1","6,3",33069,le-bouscat,2015
14 666,"78,2","70,9","7,3","21,8","11,4","4,3","6,1",33069,le-bouscat,2021
10 125,"79,1","73,7","5,3","20,9","9,2","6,4","5,3",33075,bruges,2010
12 302,"81,0","72,2","8,8","19,0","9,1","4,9","5,0",33075,bruges,2015
13 797,"81,1","74,3","6,8","18,9","9,0","4,2","5,8",33075,bruges,2021
14 154,"67,4","56,6","10,8","32,6","10,5","7,9","14,2",33119,cenon,2010
15 832,"69,7","54,5","15,2","30,3","10,4","5,1","14,9",33119,cenon,2015
17 541,"71,4","59,6","11,8","28,6","11,5","3,7","13,4",33119,cenon,2021
12 870,"74,6","67,5","7,1","25,4","9,6","8,4","7,4",33162,eysines,2010
14 617,"78,4","67,2","11,1","21,6","9,0","4,3","8,3",33162,eysines,2015
15 564,"80,2","71,3","8,9","19,8","9,1","4,0","6,6",33162,eysines,2021
14 965,"64,7","58,4","6,3","35,3","16,5","8,2","10,6",33192,gradignan,2010
16 455,"67,0","59,1","7,9","33,0","17,2","6,0","9,8",33192,gradignan,2015
16 215,"69,1","61,5","7,7","30,9","16,5","4,6","9,7",33192,gradignan,2021
12 171,"70,7","62,1","8,7","29,3","8,5","13,4","7,3",33199,gujan-mestras,2010
12 327,"72,5","63,2","9,3","27,5","8,5","11,7","7,2",33199,gujan-mestras,2015
13 049,"74,8","65,8","9,0","25,2","8,5","9,4","7,2",33199,gujan-mestras,2021
15 202,"72,8","60,7","12,1","27,2","8,9","8,4","10,0",33243,libourne,2010
15 404,"72,6","58,3","14,3","27,4","9,2","7,7","10,5",33243,libourne,2015
14 696,"73,7","61,7","12,0","26,3","8,8","5,5","12,0",33243,libourne,2021
12 869,"63,3","50,9","12,4","36,7","10,0","8,4","18,2",33249,lormont,2010
14 081,"67,8","50,9","16,9","32,2","11,1","6,1","15,1",33249,lormont,2015
14 912,"73,6","59,7","13,8","26,4","8,7","4,4","13,4",33249,lormont,2021
45 109,"75,6","68,3","7,3","24,4","11,4","6,9","6,1",33281,merignac,2010
47 208,"77,3","67,2","10,0","22,7","11,0","5,7","6,0",33281,merignac,2015
50 264,"78,9","70,3","8,7","21,1","10,6","4,3","6,2",33281,merignac,2021
39 689,"67,2","59,4","7,9","32,8","19,2","7,4","6,2",33318,pessac,2010
41 399,"68,9","59,3","9,6","31,1","19,8","5,6","5,7",33318,pessac,2015
44 468,"69,9","61,5","8,4","30,1","20,7","4,0","5,4",33318,pessac,2021
18 150,"72,7","67,5","5,1","27,3","11,1","9,8","6,4",33449,saint-medard-en-jalles,2010
19 278,"76,6","68,9","7,8","23,4","10,0","7,3","6,1",33449,saint-medard-en-jalles,2015
20 128,"78,0","71,4","6,6","22,0","10,5","6,2","5,2",33449,saint-medard-en-jalles,2021
30 115,"62,3","54,4","7,8","37,7","27,5","5,3","4,9",33522,talence,2010
31 012,"63,8","52,6","11,1","36,2","27,3","3,7","5,3",33522,talence,2015
33 105,"65,5","56,8","8,7","34,5","26,2","2,4","5,9",33522,talence,2021
15 048,"69,7","61,9","7,8","30,3","8,8","12,8","8,8",33529,la-teste-de-buch,2010
15 326,"74,3","62,9","11,3","25,7","8,1","9,9","7,7",33529,la-teste-de-buch,2015
15 056,"76,2","67,0","9,1","23,8","7,7","8,1","8,0",33529,la-teste-de-buch,2021
18 646,"75,4","68,4","7,0","24,6","10,0","8,1","6,6",33550,villenave-d-ornon,2010
20 805,"77,4","67,8","9,5","22,6","9,2","7,3","6,1",33550,villenave-d-ornon,2015
27 116,"79,5","71,3","8,1","20,5","9,4","4,6","6,5",33550,villenave-d-ornon,2021
14 624,"63,7","49,2","14,5","36,3","7,5","14,9","14,0",34003,agde,2010
15 106,"70,0","50,6","19,3","30,0","7,3","10,8","11,9",34003,agde,2015
15 590,"68,7","51,1","17,6","31,3","7,2","9,8","14,3",34003,agde,2021
42 550,"63,3","49,8","13,5","36,7","9,6","9,0","18,1",34032,beziers,2010
45 146,"63,1","48,5","14,6","36,9","9,7","6,8","20,5",34032,beziers,2015
46 762,"62,7","49,1","13,7","37,3","9,8","5,4","22,0",34032,beziers,2021
9 669,"70,4","62,4","8,0","29,6","13,5","7,9","8,2",34057,castelnau-le-lez,2010
12 869,"74,4","64,9","9,5","25,6","14,4","4,9","6,2",34057,castelnau-le-lez,2015
16 144,"76,5","68,6","7,9","23,5","12,2","4,1","7,2",34057,castelnau-le-lez,2021
14 308,"70,6","60,8","9,9","29,4","10,2","8,7","10,4",34108,frontignan,2010
14 042,"72,6","60,4","12,2","27,4","9,3","8,6","9,5",34108,frontignan,2015
14 221,"74,3","63,6","10,7","25,7","8,6","7,0","10,1",34108,frontignan,2021
15 797,"67,5","54,2","13,2","32,5","9,7","8,3","14,5",34145,lunel,2010
15 348,"68,8","55,0","13,8","31,2","10,0","6,4","14,7",34145,lunel,2015
15 735,"70,8","57,6","13,3","29,2","9,6","5,5","14,1",34145,lunel,2021
182 984,"63,6","51,4","12,3","36,4","21,4","4,9","10,1",34172,montpellier,2010
195 271,"65,1","51,1","14,0","34,9","21,7","3,7","9,5",34172,montpellier,2015
210 860,"66,2","53,7","12,5","33,8","21,3","2,8","9,8",34172,montpellier,2021
25 936,"63,7","50,2","13,5","36,3","9,7","13,0","13,7",34301,sete,2010
