0,1,2,code_insee,Ville
Nombre moyen d'habitant(s) par logement,"2,6","1,8",93005,aulnay-sous-bois
Nombre moyen d'habitant(s) par logement,"2,2","1,8",93006,bagnolet
Nombre moyen d'habitant(s) par logement,"2,6","1,8",93007,le-blanc-mesnil
Nombre moyen d'habitant(s) par logement,"2,7","1,8",93008,bobigny
Nombre moyen d'habitant(s) par logement,"2,4","1,8",93010,bondy
Nombre moyen d'habitant(s) par logement,"3,1","1,8",93014,clichy-sous-bois
Nombre moyen d'habitant(s) par logement,"2,8","1,8",93027,la-courneuve
Nombre moyen d'habitant(s) par logement,"2,3","1,8",93029,drancy
Nombre moyen d'habitant(s) par logement,"2,4","1,8",93031,epinay-sur-seine
Nombre moyen d'habitant(s) par logement,"2,4","1,8",93032,gagny
Nombre moyen d'habitant(s) par logement,"2,0","1,8",93045,les-lilas
Nombre moyen d'habitant(s) par logement,"2,3","1,8",93046,livry-gargan
Nombre moyen d'habitant(s) par logement,"2,8","1,8",93047,montfermeil
Nombre moyen d'habitant(s) par logement,"2,1","1,8",93048,montreuil
Nombre moyen d'habitant(s) par logement,"2,1","1,8",93049,neuilly-plaisance
Nombre moyen d'habitant(s) par logement,"2,4","1,8",93050,neuilly-sur-marne
Nombre moyen d'habitant(s) par logement,"2,3","1,8",93051,noisy-le-grand
Nombre moyen d'habitant(s) par logement,"2,4","1,8",93053,noisy-le-sec
Nombre moyen d'habitant(s) par logement,"2,2","1,8",93055,pantin
Nombre moyen d'habitant(s) par logement,"2,3","1,8",93057,les-pavillons-sous-bois
Nombre moyen d'habitant(s) par logement,"2,6","1,8",93059,pierrefitte-sur-seine
Nombre moyen d'habitant(s) par logement,"2,3","1,8",93063,romainville
Nombre moyen d'habitant(s) par logement,"2,1","1,8",93064,rosny-sous-bois
Nombre moyen d'habitant(s) par logement,"2,3","1,8",93066,saint-denis
Nombre moyen d'habitant(s) par logement,"1,9","1,8",93070,saint-ouen-sur-seine
Nombre moyen d'habitant(s) par logement,"2,8","1,8",93071,sevran
Nombre moyen d'habitant(s) par logement,"2,7","1,8",93072,stains
Nombre moyen d'habitant(s) par logement,"2,6","1,8",93073,tremblay-en-france
Nombre moyen d'habitant(s) par logement,"2,2","1,8",93077,villemomble
Nombre moyen d'habitant(s) par logement,"2,9","1,8",93078,villepinte
Nombre moyen d'habitant(s) par logement,"1,9","1,8",94002,alfortville
Nombre moyen d'habitant(s) par logement,"1,9","1,8",94003,arcueil
Nombre moyen d'habitant(s) par logement,"2,1","1,8",94016,cachan
Nombre moyen d'habitant(s) par logement,"2,3","1,8",94017,champigny-sur-marne
Nombre moyen d'habitant(s) par logement,"1,9","1,8",94018,charenton-le-pont
Nombre moyen d'habitant(s) par logement,"2,2","1,8",94021,chevilly-larue
Nombre moyen d'habitant(s) par logement,"2,1","1,8",94022,choisy-le-roi
Nombre moyen d'habitant(s) par logement,"2,3","1,8",94028,creteil
Nombre moyen d'habitant(s) par logement,"2,1","1,8",94033,fontenay-sous-bois
Nombre moyen d'habitant(s) par logement,"2,4","1,8",94034,fresnes
Nombre moyen d'habitant(s) par logement,"2,2","1,8",94038,l-hay-les-roses
Nombre moyen d'habitant(s) par logement,"2,0","1,8",94041,ivry-sur-seine
Nombre moyen d'habitant(s) par logement,"2,1","1,8",94042,joinville-le-pont
Nombre moyen d'habitant(s) par logement,"1,8","1,8",94043,le-kremlin-bicetre
Nombre moyen d'habitant(s) par logement,"2,5","1,8",94044,limeil-brevannes
Nombre moyen d'habitant(s) par logement,"2,0","1,8",94046,maisons-alfort
Nombre moyen d'habitant(s) par logement,"1,9","1,8",94052,nogent-sur-marne
Nombre moyen d'habitant(s) par logement,"2,4","1,8",94054,orly
Nombre moyen d'habitant(s) par logement,"2,0","1,8",94058,le-perreux-sur-marne
Nombre moyen d'habitant(s) par logement,"2,3","1,8",94059,le-plessis-trevise
Nombre moyen d'habitant(s) par logement,"1,8","1,8",94067,saint-mande
Nombre moyen d'habitant(s) par logement,"2,0","1,8",94068,saint-maur-des-fosses
Nombre moyen d'habitant(s) par logement,"2,4","1,8",94071,sucy-en-brie
Nombre moyen d'habitant(s) par logement,"2,2","1,8",94073,thiais
Nombre moyen d'habitant(s) par logement,"2,0","1,8",94076,villejuif
Nombre moyen d'habitant(s) par logement,"2,4","1,8",94077,villeneuve-le-roi
Nombre moyen d'habitant(s) par logement,"2,6","1,8",94078,villeneuve-saint-georges
Nombre moyen d'habitant(s) par logement,"2,2","1,8",94079,villiers-sur-marne
Nombre moyen d'habitant(s) par logement,"1,7","1,8",94080,vincennes
Nombre moyen d'habitant(s) par logement,"2,3","1,8",94081,vitry-sur-seine
Nombre moyen d'habitant(s) par logement,"2,3","1,8",95018,argenteuil
Nombre moyen d'habitant(s) par logement,"2,3","1,8",95063,bezons
Nombre moyen d'habitant(s) par logement,"2,2","1,8",95127,cergy
Nombre moyen d'habitant(s) par logement,"2,3","1,8",95176,cormeilles-en-parisis
Nombre moyen d'habitant(s) par logement,"2,1","1,8",95197,deuil-la-barre
Nombre moyen d'habitant(s) par logement,"2,3","1,8",95203,eaubonne
Nombre moyen d'habitant(s) par logement,"2,2","1,8",95219,ermont
Nombre moyen d'habitant(s) par logement,"2,2","1,8",95252,franconville
Nombre moyen d'habitant(s) par logement,"2,9","1,8",95268,garges-les-gonesse
Nombre moyen d'habitant(s) par logement,"2,5","1,8",95277,gonesse
Nombre moyen d'habitant(s) par logement,"2,7","1,8",95280,goussainville
Nombre moyen d'habitant(s) par logement,"2,4","1,8",95306,herblay-sur-seine
Nombre moyen d'habitant(s) par logement,"2,8","1,8",95424,montigny-les-cormeilles
Nombre moyen d'habitant(s) par logement,"2,2","1,8",95428,montmorency
Nombre moyen d'habitant(s) par logement,"2,1","1,8",95500,pontoise
Nombre moyen d'habitant(s) par logement,"2,1","1,8",95555,saint-gratien
Nombre moyen d'habitant(s) par logement,"2,4","1,8",95572,saint-ouen-l-aumone
Nombre moyen d'habitant(s) par logement,"2,3","1,8",95582,sannois
Nombre moyen d'habitant(s) par logement,"2,8","1,8",95585,sarcelles
Nombre moyen d'habitant(s) par logement,"2,3","1,8",95607,taverny
Nombre moyen d'habitant(s) par logement,"2,7","1,8",95680,villiers-le-bel
Nombre moyen d'habitant(s) par logement,"1,7","1,8",97101,les-abymes
Nombre moyen d'habitant(s) par logement,"2,1","1,8",97103,baie-mahault
Nombre moyen d'habitant(s) par logement,"1,5","1,8",97113,le-gosier
Nombre moyen d'habitant(s) par logement,"1,7","1,8",97117,le-moule
Nombre moyen d'habitant(s) par logement,"1,9","1,8",97118,petit-bourg
Nombre moyen d'habitant(s) par logement,"1,4","1,8",97128,sainte-anne
Nombre moyen d'habitant(s) par logement,"1,6","1,8",97209,fort-de-france
Nombre moyen d'habitant(s) par logement,"1,8","1,8",97213,le-lamentin
Nombre moyen d'habitant(s) par logement,"1,8","1,8",97222,le-robert
Nombre moyen d'habitant(s) par logement,"2,2","1,8",97302,cayenne
Nombre moyen d'habitant(s) par logement,"2,7","1,8",97304,kourou
Nombre moyen d'habitant(s) par logement,"2,5","1,8",97309,remire-montjoly
Nombre moyen d'habitant(s) par logement,"2,5","1,8",97407,le-port
Nombre moyen d'habitant(s) par logement,"2,3","1,8",97408,la-possession
Nombre moyen d'habitant(s) par logement,"2,5","1,8",97409,saint-andre
Nombre moyen d'habitant(s) par logement,"2,3","1,8",97410,saint-benoit
Nombre moyen d'habitant(s) par logement,"2,0","1,8",97411,saint-denis
Nombre moyen d'habitant(s) par logement,"2,3","1,8",97412,saint-joseph
Nombre moyen d'habitant(s) par logement,"2,1","1,8",97413,saint-leu
Nombre moyen d'habitant(s) par logement,"2,3","1,8",97414,saint-louis
Nombre moyen d'habitant(s) par logement,"2,1","1,8",97415,saint-paul
Nombre moyen d'habitant(s) par logement,"2,1","1,8",97416,saint-pierre
Nombre moyen d'habitant(s) par logement,"2,3","1,8",97418,sainte-marie
Nombre moyen d'habitant(s) par logement,"2,5","1,8",97420,sainte-suzanne
Nombre moyen d'habitant(s) par logement,"2,2","1,8",97422,le-tampon
