11456,16496,16566,16070,17529,19901,25639,27999,94044,limeil-brevannes
53149,54146,51065,53375,51103,52943,54915,58068,94046,maisons-alfort
26238,25634,24630,25248,28191,31637,31550,33472,94052,nogent-sur-marne
30197,26104,23766,21646,20470,21395,23272,24482,94054,orly
29099,28333,27647,28477,30080,32520,33970,34213,94058,le-perreux-sur-marne
8392,12991,13565,14583,16656,19194,20102,20218,94059,le-plessis-trevise
23044,20968,18673,18684,19697,22396,22401,21195,94067,saint-mande
77251,80920,80811,77206,73069,74816,75168,75441,94068,saint-maur-des-fosses
17206,21984,23379,25839,24812,25820,26264,27622,94071,sucy-en-brie
22481,27298,26637,27515,28232,29653,28942,31097,94073,thiais
51120,55606,52448,48405,47384,55490,56661,57753,94076,villejuif
23074,21096,20512,20325,18292,18479,20732,21129,94077,villeneuve-le-roi
30467,31664,28119,26952,28361,32239,32626,35492,94078,villeneuve-saint-georges
15789,22293,22022,22740,26632,27338,28511,30669,94079,villiers-sur-marne
49143,44261,42870,42267,43595,48471,49461,48798,94080,vincennes
77846,87316,85263,82400,78908,85413,92531,96205,94081,vitry-sur-seine
90480,102530,95347,93096,93961,103125,110388,107221,95018,argenteuil
24475,25193,24019,25680,26263,27987,28674,32017,95063,bezons
2895,8896,19357,48141,54719,56988,63395,68348,95127,cergy
13829,14063,14484,17417,19643,23038,23661,26741,95176,cormeilles-en-parisis
15613,15689,16387,19062,20160,21509,22085,22510,95197,deuil-la-barre
22278,23668,22227,22153,22882,24062,24609,25373,95203,eaubonne
23842,25492,24394,27947,27494,27446,28832,28987,95219,ermont
16205,24231,32948,33802,33497,33097,34920,37520,95252,franconville
27312,37927,40182,42144,40058,40012,42501,42841,95268,garges-les-gonesse
21187,21390,22896,23152,24721,26356,26142,25963,95277,gonesse
16197,25182,23543,24812,27356,30996,31025,30693,95280,goussainville
12264,16397,19647,22135,23083,26016,28341,31605,95306,herblay-sur-seine
7022,8288,13644,17012,17183,19041,20789,22603,95424,montigny-les-cormeilles
18691,20860,20798,20920,20599,21194,21258,21870,95428,montmorency
16827,26029,26795,27166,27494,29548,30487,31327,95500,pontoise
14947,20338,20470,19338,19226,20156,20827,20866,95555,saint-gratien
9957,15948,17098,18673,19660,23608,24498,25023,95572,saint-ouen-l-aumone
19060,18578,21665,25229,25349,26090,27002,26768,95582,sannois
51674,55007,53630,56833,57871,58614,57412,58424,95585,sarcelles
12902,16963,21299,25151,25909,26144,26077,27025,95607,taverny
19119,21876,24808,26110,26145,26736,27564,28836,95680,villiers-le-bel
39911,53605,56165,62605,63054,58534,55306,52118,97101,les-abymes
7398,8348,10475,15036,23389,30251,31209,30909,97103,baie-mahault
13025,13906,15381,20688,25360,26311,27057,27184,97113,le-gosier
16111,16705,15224,18054,20827,22381,22329,22645,97117,le-moule
10342,11948,13078,14867,20528,23199,24086,24272,97118,petit-bourg
13435,13785,13826,16934,20410,24192,24379,24281,97128,sainte-anne
96943,98807,99844,100080,94049,87216,82502,74921,97209,fort-de-france
18553,23145,26367,30028,35460,39360,40033,39641,97213,le-lamentin
13905,14505,15386,17713,21240,23918,23139,21305,97222,le-robert
24518,30461,38091,41067,50594,55753,57614,63468,97302,cayenne
3117,4720,7061,13873,19107,25189,26221,24612,97304,kourou
567,1133,2532,10152,18032,28110,32427,34810,97307,matoury
2062,2950,6773,11701,15555,19279,23976,27274,97309,remire-montjoly
5031,5055,6971,13616,19211,38367,43600,50250,97311,saint-laurent-du-maroni
19768,25068,30131,34692,38412,38418,35280,33336,97407,le-port
7626,10112,11002,15614,21904,30373,32720,35245,97408,la-possession
22094,25231,30075,35049,43174,53955,55730,57150,97409,saint-andre
19492,21658,23541,26187,31560,35063,37940,37023,97410,saint-benoit
85444,103512,109072,121999,131557,145022,146985,154765,97411,saint-denis
22361,23653,23307,25630,30293,35976,37608,38807,97412,saint-joseph
16870,17396,18207,20931,25314,30966,33701,34893,97413,saint-leu
26663,30291,31785,37420,43519,52038,53524,53935,97414,saint-louis
43129,52554,58412,71669,87712,103346,105967,105240,97415,saint-paul
40355,46060,50082,58846,68915,79228,84063,84077,97416,saint-pierre
14367,16566,17251,20158,26582,29951,32940,34344,97418,sainte-marie
11151,11984,13196,14695,18144,22421,23068,24293,97420,sainte-suzanne
31378,36107,40545,47593,60323,73365,76310,81943,97422,le-tampon
