Label,Value,code_insee,Ville,catégorie
Nombre de camping(s),0,93077,villemomble,Hôtels
Nombre d'emplacements de camping,0,93077,villemomble,Hôtels
Hôtels non-classés,1,93077,villemomble,Hôtels
Hôtels classés 1 étoile,0,93077,villemomble,Hôtels
Hôtels classés 2 étoiles,1,93077,villemomble,Hôtels
Hôtels classés 3 étoiles,0,93077,villemomble,Hôtels
Hôtels classés 4 étoiles,0,93077,villemomble,Hôtels
Hôtels classés 5 étoiles,0,93077,villemomble,Hôtels
Nombre de théâtres,2,93078,villepinte,Culture
Nombre de cinémas,0,93078,villepinte,Culture
Nombre de musées,0,93078,villepinte,Culture
Nombre de conservatoires,1,93078,villepinte,Culture
Nombre de piscines,1,93078,villepinte,Sports
Nombre de gymnases,5,93078,villepinte,Sports
Nombre de stades,3,93078,villepinte,Sports
Nombre de lieux dédiés au tennis,1,93078,villepinte,Sports
Nombre de centres équestres,0,93078,villepinte,Sports
Nombre de terrains de football et/ou de rugby,5,93078,villepinte,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,93078,villepinte,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,93078,villepinte,Sports
Nombre d'hôtel(s),8,93078,villepinte,Hôtels
Nombre de chambres d'hôtel,694,93078,villepinte,Hôtels
Nombre de camping(s),0,93078,villepinte,Hôtels
Nombre d'emplacements de camping,0,93078,villepinte,Hôtels
Hôtels non-classés,1,93078,villepinte,Hôtels
Hôtels classés 1 étoile,0,93078,villepinte,Hôtels
Hôtels classés 2 étoiles,2,93078,villepinte,Hôtels
Hôtels classés 3 étoiles,4,93078,villepinte,Hôtels
Hôtels classés 4 étoiles,1,93078,villepinte,Hôtels
Hôtels classés 5 étoiles,0,93078,villepinte,Hôtels
Nombre de théâtres,3,94002,alfortville,Culture
Nombre de cinémas,1,94002,alfortville,Culture
Nombre de musées,0,94002,alfortville,Culture
Nombre de conservatoires,1,94002,alfortville,Culture
Nombre de piscines,1,94002,alfortville,Sports
Nombre de gymnases,9,94002,alfortville,Sports
Nombre de stades,1,94002,alfortville,Sports
Nombre de lieux dédiés au tennis,1,94002,alfortville,Sports
Nombre de centres équestres,0,94002,alfortville,Sports
Nombre de terrains de football et/ou de rugby,2,94002,alfortville,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",5,94002,alfortville,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94002,alfortville,Sports
Nombre d'hôtel(s),1,94002,alfortville,Hôtels
Nombre de chambres d'hôtel,187,94002,alfortville,Hôtels
Nombre de camping(s),0,94002,alfortville,Hôtels
Nombre d'emplacements de camping,0,94002,alfortville,Hôtels
Nombre de théâtres,1,94003,arcueil,Culture
Nombre de cinémas,2,94003,arcueil,Culture
Nombre de musées,0,94003,arcueil,Culture
Nombre de conservatoires,0,94003,arcueil,Culture
Nombre de piscines,0,94003,arcueil,Sports
Nombre de gymnases,3,94003,arcueil,Sports
Nombre de stades,1,94003,arcueil,Sports
Nombre de lieux dédiés au tennis,1,94003,arcueil,Sports
Nombre de centres équestres,0,94003,arcueil,Sports
Nombre de terrains de football et/ou de rugby,3,94003,arcueil,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",3,94003,arcueil,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94003,arcueil,Sports
Nombre d'hôtel(s),2,94003,arcueil,Hôtels
Nombre de chambres d'hôtel,255,94003,arcueil,Hôtels
Nombre de camping(s),0,94003,arcueil,Hôtels
Nombre d'emplacements de camping,0,94003,arcueil,Hôtels
Hôtels non-classés,0,94003,arcueil,Hôtels
Hôtels classés 1 étoile,0,94003,arcueil,Hôtels
Hôtels classés 2 étoiles,0,94003,arcueil,Hôtels
Hôtels classés 3 étoiles,1,94003,arcueil,Hôtels
Hôtels classés 4 étoiles,1,94003,arcueil,Hôtels
Hôtels classés 5 étoiles,0,94003,arcueil,Hôtels
Nombre de théâtres,1,94016,cachan,Culture
Nombre de cinémas,1,94016,cachan,Culture
Nombre de musées,0,94016,cachan,Culture
Nombre de conservatoires,1,94016,cachan,Culture
Nombre de piscines,1,94016,cachan,Sports
Nombre de gymnases,5,94016,cachan,Sports
Nombre de stades,3,94016,cachan,Sports
Nombre de lieux dédiés au tennis,2,94016,cachan,Sports
Nombre de centres équestres,0,94016,cachan,Sports
Nombre de terrains de football et/ou de rugby,3,94016,cachan,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",7,94016,cachan,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94016,cachan,Sports
Nombre d'hôtel(s),2,94016,cachan,Hôtels
Nombre de chambres d'hôtel,65,94016,cachan,Hôtels
Nombre de camping(s),0,94016,cachan,Hôtels
Nombre d'emplacements de camping,0,94016,cachan,Hôtels
Hôtels non-classés,0,94016,cachan,Hôtels
Hôtels classés 1 étoile,1,94016,cachan,Hôtels
Hôtels classés 2 étoiles,0,94016,cachan,Hôtels
Hôtels classés 3 étoiles,1,94016,cachan,Hôtels
Hôtels classés 4 étoiles,0,94016,cachan,Hôtels
Hôtels classés 5 étoiles,0,94016,cachan,Hôtels
Nombre de théâtres,2,94017,champigny-sur-marne,Culture
Nombre de cinémas,1,94017,champigny-sur-marne,Culture
Nombre de musées,1,94017,champigny-sur-marne,Culture
Nombre de conservatoires,0,94017,champigny-sur-marne,Culture
Nombre de piscines,1,94017,champigny-sur-marne,Sports
Nombre de gymnases,13,94017,champigny-sur-marne,Sports
Nombre de stades,5,94017,champigny-sur-marne,Sports
Nombre de lieux dédiés au tennis,3,94017,champigny-sur-marne,Sports
Nombre de centres équestres,0,94017,champigny-sur-marne,Sports
Nombre de terrains de football et/ou de rugby,8,94017,champigny-sur-marne,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",12,94017,champigny-sur-marne,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,94017,champigny-sur-marne,Sports
Nombre d'hôtel(s),2,94017,champigny-sur-marne,Hôtels
Nombre de chambres d'hôtel,133,94017,champigny-sur-marne,Hôtels
Nombre de camping(s),1,94017,champigny-sur-marne,Hôtels
Nombre d'emplacements de camping,381,94017,champigny-sur-marne,Hôtels
Hôtels non-classés,0,94017,champigny-sur-marne,Hôtels
Hôtels classés 1 étoile,0,94017,champigny-sur-marne,Hôtels
Hôtels classés 2 étoiles,0,94017,champigny-sur-marne,Hôtels
Hôtels classés 3 étoiles,2,94017,champigny-sur-marne,Hôtels
Hôtels classés 4 étoiles,0,94017,champigny-sur-marne,Hôtels
Hôtels classés 5 étoiles,0,94017,champigny-sur-marne,Hôtels
Nombre de théâtres,1,94018,charenton-le-pont,Culture
Nombre de cinémas,0,94018,charenton-le-pont,Culture
Nombre de musées,1,94018,charenton-le-pont,Culture
Nombre de conservatoires,0,94018,charenton-le-pont,Culture
Nombre de piscines,1,94018,charenton-le-pont,Sports
Nombre de gymnases,5,94018,charenton-le-pont,Sports
Nombre de stades,1,94018,charenton-le-pont,Sports
Nombre de lieux dédiés au tennis,2,94018,charenton-le-pont,Sports
Nombre de centres équestres,0,94018,charenton-le-pont,Sports
Nombre de terrains de football et/ou de rugby,1,94018,charenton-le-pont,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",5,94018,charenton-le-pont,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94018,charenton-le-pont,Sports
Nombre d'hôtel(s),3,94018,charenton-le-pont,Hôtels
Nombre de chambres d'hôtel,445,94018,charenton-le-pont,Hôtels
Nombre de camping(s),0,94018,charenton-le-pont,Hôtels
Nombre d'emplacements de camping,0,94018,charenton-le-pont,Hôtels
Hôtels non-classés,0,94018,charenton-le-pont,Hôtels
Hôtels classés 1 étoile,0,94018,charenton-le-pont,Hôtels
Hôtels classés 2 étoiles,1,94018,charenton-le-pont,Hôtels
Hôtels classés 3 étoiles,1,94018,charenton-le-pont,Hôtels
Hôtels classés 4 étoiles,1,94018,charenton-le-pont,Hôtels
Hôtels classés 5 étoiles,0,94018,charenton-le-pont,Hôtels
Nombre de théâtres,2,94021,chevilly-larue,Culture
Nombre de cinémas,1,94021,chevilly-larue,Culture
Nombre de musées,0,94021,chevilly-larue,Culture
Nombre de conservatoires,0,94021,chevilly-larue,Culture
Nombre de piscines,1,94021,chevilly-larue,Sports
Nombre de gymnases,7,94021,chevilly-larue,Sports
Nombre de stades,3,94021,chevilly-larue,Sports
Nombre de lieux dédiés au tennis,2,94021,chevilly-larue,Sports
Nombre de centres équestres,0,94021,chevilly-larue,Sports
Nombre de terrains de football et/ou de rugby,2,94021,chevilly-larue,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",3,94021,chevilly-larue,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94021,chevilly-larue,Sports
Nombre d'hôtel(s),5,94021,chevilly-larue,Hôtels
Nombre de chambres d'hôtel,467,94021,chevilly-larue,Hôtels
Nombre de camping(s),0,94021,chevilly-larue,Hôtels
Nombre d'emplacements de camping,0,94021,chevilly-larue,Hôtels
Hôtels non-classés,0,94021,chevilly-larue,Hôtels
Hôtels classés 1 étoile,0,94021,chevilly-larue,Hôtels
Hôtels classés 2 étoiles,3,94021,chevilly-larue,Hôtels
Hôtels classés 3 étoiles,2,94021,chevilly-larue,Hôtels
Hôtels classés 4 étoiles,0,94021,chevilly-larue,Hôtels
Hôtels classés 5 étoiles,0,94021,chevilly-larue,Hôtels
Nombre de théâtres,2,94022,choisy-le-roi,Culture
Nombre de cinémas,1,94022,choisy-le-roi,Culture
Nombre de musées,0,94022,choisy-le-roi,Culture
Nombre de conservatoires,1,94022,choisy-le-roi,Culture
Nombre de piscines,1,94022,choisy-le-roi,Sports
Nombre de gymnases,8,94022,choisy-le-roi,Sports
Nombre de stades,2,94022,choisy-le-roi,Sports
Nombre de lieux dédiés au tennis,1,94022,choisy-le-roi,Sports
Nombre de centres équestres,0,94022,choisy-le-roi,Sports
Nombre de terrains de football et/ou de rugby,4,94022,choisy-le-roi,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",3,94022,choisy-le-roi,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94022,choisy-le-roi,Sports
Nombre d'hôtel(s),1,94022,choisy-le-roi,Hôtels
Nombre de chambres d'hôtel,32,94022,choisy-le-roi,Hôtels
Nombre de camping(s),0,94022,choisy-le-roi,Hôtels
Nombre d'emplacements de camping,0,94022,choisy-le-roi,Hôtels
Nombre de théâtres,2,94028,creteil,Culture
Nombre de cinémas,3,94028,creteil,Culture
Nombre de musées,0,94028,creteil,Culture
Nombre de conservatoires,1,94028,creteil,Culture
Nombre de piscines,4,94028,creteil,Sports
Nombre de gymnases,18,94028,creteil,Sports
Nombre de stades,13,94028,creteil,Sports
Nombre de lieux dédiés au tennis,5,94028,creteil,Sports
Nombre de centres équestres,0,94028,creteil,Sports
Nombre de terrains de football et/ou de rugby,6,94028,creteil,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",11,94028,creteil,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94028,creteil,Sports
Nombre d'hôtel(s),6,94028,creteil,Hôtels
Nombre de chambres d'hôtel,530,94028,creteil,Hôtels
Nombre de camping(s),0,94028,creteil,Hôtels
Nombre d'emplacements de camping,0,94028,creteil,Hôtels
Hôtels non-classés,0,94028,creteil,Hôtels
Hôtels classés 1 étoile,0,94028,creteil,Hôtels
Hôtels classés 2 étoiles,1,94028,creteil,Hôtels
Hôtels classés 3 étoiles,3,94028,creteil,Hôtels
Hôtels classés 4 étoiles,2,94028,creteil,Hôtels
Hôtels classés 5 étoiles,0,94028,creteil,Hôtels
Nombre de théâtres,1,94033,fontenay-sous-bois,Culture
Nombre de cinémas,1,94033,fontenay-sous-bois,Culture
Nombre de musées,0,94033,fontenay-sous-bois,Culture
Nombre de conservatoires,1,94033,fontenay-sous-bois,Culture
Nombre de piscines,1,94033,fontenay-sous-bois,Sports
Nombre de gymnases,6,94033,fontenay-sous-bois,Sports
Nombre de stades,3,94033,fontenay-sous-bois,Sports
Nombre de lieux dédiés au tennis,1,94033,fontenay-sous-bois,Sports
Nombre de centres équestres,0,94033,fontenay-sous-bois,Sports
Nombre de terrains de football et/ou de rugby,3,94033,fontenay-sous-bois,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",7,94033,fontenay-sous-bois,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94033,fontenay-sous-bois,Sports
Nombre d'hôtel(s),3,94033,fontenay-sous-bois,Hôtels
Nombre de chambres d'hôtel,253,94033,fontenay-sous-bois,Hôtels
Nombre de camping(s),0,94033,fontenay-sous-bois,Hôtels
Nombre d'emplacements de camping,0,94033,fontenay-sous-bois,Hôtels
Hôtels non-classés,0,94033,fontenay-sous-bois,Hôtels
Hôtels classés 1 étoile,0,94033,fontenay-sous-bois,Hôtels
Hôtels classés 2 étoiles,0,94033,fontenay-sous-bois,Hôtels
Hôtels classés 3 étoiles,2,94033,fontenay-sous-bois,Hôtels
Hôtels classés 4 étoiles,1,94033,fontenay-sous-bois,Hôtels
Hôtels classés 5 étoiles,0,94033,fontenay-sous-bois,Hôtels
Nombre de théâtres,1,94034,fresnes,Culture
Nombre de cinémas,1,94034,fresnes,Culture
Nombre de musées,1,94034,fresnes,Culture
Nombre de conservatoires,1,94034,fresnes,Culture
Nombre de piscines,1,94034,fresnes,Sports
Nombre de gymnases,6,94034,fresnes,Sports
Nombre de stades,2,94034,fresnes,Sports
Nombre de lieux dédiés au tennis,3,94034,fresnes,Sports
Nombre de centres équestres,0,94034,fresnes,Sports
Nombre de terrains de football et/ou de rugby,3,94034,fresnes,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",5,94034,fresnes,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94034,fresnes,Sports
Nombre d'hôtel(s),2,94034,fresnes,Hôtels
Nombre de chambres d'hôtel,179,94034,fresnes,Hôtels
Nombre de camping(s),0,94034,fresnes,Hôtels
Nombre d'emplacements de camping,0,94034,fresnes,Hôtels
Hôtels non-classés,0,94034,fresnes,Hôtels
Hôtels classés 1 étoile,0,94034,fresnes,Hôtels
Hôtels classés 2 étoiles,0,94034,fresnes,Hôtels
Hôtels classés 3 étoiles,2,94034,fresnes,Hôtels
Hôtels classés 4 étoiles,0,94034,fresnes,Hôtels
Hôtels classés 5 étoiles,0,94034,fresnes,Hôtels
Nombre de théâtres,0,94038,l-hay-les-roses,Culture
Nombre de cinémas,1,94038,l-hay-les-roses,Culture
Nombre de musées,0,94038,l-hay-les-roses,Culture
Nombre de conservatoires,1,94038,l-hay-les-roses,Culture
Nombre de piscines,1,94038,l-hay-les-roses,Sports
Nombre de gymnases,6,94038,l-hay-les-roses,Sports
Nombre de stades,1,94038,l-hay-les-roses,Sports
Nombre de lieux dédiés au tennis,3,94038,l-hay-les-roses,Sports
Nombre de centres équestres,0,94038,l-hay-les-roses,Sports
Nombre de terrains de football et/ou de rugby,2,94038,l-hay-les-roses,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",7,94038,l-hay-les-roses,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94038,l-hay-les-roses,Sports
Nombre d'hôtel(s),0,94038,l-hay-les-roses,Hôtels
Nombre de chambres d'hôtel,0,94038,l-hay-les-roses,Hôtels
Nombre de camping(s),0,94038,l-hay-les-roses,Hôtels
Nombre d'emplacements de camping,0,94038,l-hay-les-roses,Hôtels
Nombre de théâtres,3,94041,ivry-sur-seine,Culture
Nombre de cinémas,2,94041,ivry-sur-seine,Culture
Nombre de musées,1,94041,ivry-sur-seine,Culture
Nombre de conservatoires,0,94041,ivry-sur-seine,Culture
Nombre de piscines,1,94041,ivry-sur-seine,Sports
Nombre de gymnases,15,94041,ivry-sur-seine,Sports
Nombre de stades,3,94041,ivry-sur-seine,Sports
Nombre de lieux dédiés au tennis,1,94041,ivry-sur-seine,Sports
Nombre de centres équestres,0,94041,ivry-sur-seine,Sports
Nombre de terrains de football et/ou de rugby,8,94041,ivry-sur-seine,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",4,94041,ivry-sur-seine,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94041,ivry-sur-seine,Sports
Nombre d'hôtel(s),7,94041,ivry-sur-seine,Hôtels
Nombre de chambres d'hôtel,810,94041,ivry-sur-seine,Hôtels
Nombre de camping(s),0,94041,ivry-sur-seine,Hôtels
Nombre d'emplacements de camping,0,94041,ivry-sur-seine,Hôtels
Hôtels non-classés,0,94041,ivry-sur-seine,Hôtels
Hôtels classés 1 étoile,1,94041,ivry-sur-seine,Hôtels
Hôtels classés 2 étoiles,1,94041,ivry-sur-seine,Hôtels
Hôtels classés 3 étoiles,4,94041,ivry-sur-seine,Hôtels
Hôtels classés 4 étoiles,1,94041,ivry-sur-seine,Hôtels
Hôtels classés 5 étoiles,0,94041,ivry-sur-seine,Hôtels
Nombre de théâtres,0,94042,joinville-le-pont,Culture
Nombre de cinémas,1,94042,joinville-le-pont,Culture
Nombre de musées,0,94042,joinville-le-pont,Culture
Nombre de conservatoires,0,94042,joinville-le-pont,Culture
Nombre de piscines,0,94042,joinville-le-pont,Sports
Nombre de gymnases,4,94042,joinville-le-pont,Sports
Nombre de stades,1,94042,joinville-le-pont,Sports
Nombre de lieux dédiés au tennis,1,94042,joinville-le-pont,Sports
Nombre de centres équestres,1,94042,joinville-le-pont,Sports
Nombre de terrains de football et/ou de rugby,0,94042,joinville-le-pont,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",0,94042,joinville-le-pont,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94042,joinville-le-pont,Sports
Nombre d'hôtel(s),2,94042,joinville-le-pont,Hôtels
Nombre de chambres d'hôtel,126,94042,joinville-le-pont,Hôtels
Nombre de camping(s),0,94042,joinville-le-pont,Hôtels
Nombre d'emplacements de camping,0,94042,joinville-le-pont,Hôtels
Hôtels non-classés,0,94042,joinville-le-pont,Hôtels
Hôtels classés 1 étoile,0,94042,joinville-le-pont,Hôtels
Hôtels classés 2 étoiles,0,94042,joinville-le-pont,Hôtels
Hôtels classés 3 étoiles,2,94042,joinville-le-pont,Hôtels
Hôtels classés 4 étoiles,0,94042,joinville-le-pont,Hôtels
Hôtels classés 5 étoiles,0,94042,joinville-le-pont,Hôtels
Nombre de théâtres,1,94043,le-kremlin-bicetre,Culture
Nombre de cinémas,0,94043,le-kremlin-bicetre,Culture
Nombre de musées,0,94043,le-kremlin-bicetre,Culture
Nombre de conservatoires,1,94043,le-kremlin-bicetre,Culture
Nombre de piscines,1,94043,le-kremlin-bicetre,Sports
Nombre de gymnases,4,94043,le-kremlin-bicetre,Sports
Nombre de stades,1,94043,le-kremlin-bicetre,Sports
Nombre de lieux dédiés au tennis,2,94043,le-kremlin-bicetre,Sports
Nombre de centres équestres,0,94043,le-kremlin-bicetre,Sports
Nombre de terrains de football et/ou de rugby,1,94043,le-kremlin-bicetre,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",5,94043,le-kremlin-bicetre,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94043,le-kremlin-bicetre,Sports
Nombre d'hôtel(s),5,94043,le-kremlin-bicetre,Hôtels
Nombre de chambres d'hôtel,665,94043,le-kremlin-bicetre,Hôtels
Nombre de camping(s),0,94043,le-kremlin-bicetre,Hôtels
Nombre d'emplacements de camping,0,94043,le-kremlin-bicetre,Hôtels
Hôtels non-classés,1,94043,le-kremlin-bicetre,Hôtels
Hôtels classés 1 étoile,0,94043,le-kremlin-bicetre,Hôtels
Hôtels classés 2 étoiles,2,94043,le-kremlin-bicetre,Hôtels
Hôtels classés 3 étoiles,1,94043,le-kremlin-bicetre,Hôtels
Hôtels classés 4 étoiles,1,94043,le-kremlin-bicetre,Hôtels
Hôtels classés 5 étoiles,0,94043,le-kremlin-bicetre,Hôtels
Nombre de théâtres,0,94044,limeil-brevannes,Culture
Nombre de cinémas,1,94044,limeil-brevannes,Culture
Nombre de musées,0,94044,limeil-brevannes,Culture
Nombre de conservatoires,1,94044,limeil-brevannes,Culture
Nombre de piscines,1,94044,limeil-brevannes,Sports
Nombre de gymnases,4,94044,limeil-brevannes,Sports
Nombre de stades,2,94044,limeil-brevannes,Sports
Nombre de lieux dédiés au tennis,2,94044,limeil-brevannes,Sports
Nombre de centres équestres,0,94044,limeil-brevannes,Sports
Nombre de terrains de football et/ou de rugby,6,94044,limeil-brevannes,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",4,94044,limeil-brevannes,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94044,limeil-brevannes,Sports
Nombre d'hôtel(s),0,94044,limeil-brevannes,Hôtels
Nombre de chambres d'hôtel,0,94044,limeil-brevannes,Hôtels
Nombre de camping(s),0,94044,limeil-brevannes,Hôtels
Nombre d'emplacements de camping,0,94044,limeil-brevannes,Hôtels
Nombre de théâtres,1,94046,maisons-alfort,Culture
Nombre de cinémas,1,94046,maisons-alfort,Culture
Nombre de musées,1,94046,maisons-alfort,Culture
Nombre de conservatoires,1,94046,maisons-alfort,Culture
Nombre de piscines,1,94046,maisons-alfort,Sports
Nombre de gymnases,9,94046,maisons-alfort,Sports
Nombre de stades,3,94046,maisons-alfort,Sports
Nombre de lieux dédiés au tennis,4,94046,maisons-alfort,Sports
Nombre de centres équestres,1,94046,maisons-alfort,Sports
Nombre de terrains de football et/ou de rugby,6,94046,maisons-alfort,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",8,94046,maisons-alfort,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94046,maisons-alfort,Sports
Nombre d'hôtel(s),4,94046,maisons-alfort,Hôtels
Nombre de chambres d'hôtel,110,94046,maisons-alfort,Hôtels
Nombre de camping(s),0,94046,maisons-alfort,Hôtels
Nombre d'emplacements de camping,0,94046,maisons-alfort,Hôtels
Hôtels non-classés,1,94046,maisons-alfort,Hôtels
Hôtels classés 1 étoile,0,94046,maisons-alfort,Hôtels
Hôtels classés 2 étoiles,2,94046,maisons-alfort,Hôtels
Hôtels classés 3 étoiles,1,94046,maisons-alfort,Hôtels
Hôtels classés 4 étoiles,0,94046,maisons-alfort,Hôtels
Hôtels classés 5 étoiles,0,94046,maisons-alfort,Hôtels
Nombre de théâtres,1,94052,nogent-sur-marne,Culture
Nombre de cinémas,1,94052,nogent-sur-marne,Culture
Nombre de musées,1,94052,nogent-sur-marne,Culture
Nombre de conservatoires,0,94052,nogent-sur-marne,Culture
Nombre de piscines,1,94052,nogent-sur-marne,Sports
Nombre de gymnases,9,94052,nogent-sur-marne,Sports
Nombre de stades,2,94052,nogent-sur-marne,Sports
Nombre de lieux dédiés au tennis,1,94052,nogent-sur-marne,Sports
Nombre de centres équestres,1,94052,nogent-sur-marne,Sports
Nombre de terrains de football et/ou de rugby,1,94052,nogent-sur-marne,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",4,94052,nogent-sur-marne,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94052,nogent-sur-marne,Sports
Nombre d'hôtel(s),3,94052,nogent-sur-marne,Hôtels
Nombre de chambres d'hôtel,227,94052,nogent-sur-marne,Hôtels
Nombre de camping(s),0,94052,nogent-sur-marne,Hôtels
Nombre d'emplacements de camping,0,94052,nogent-sur-marne,Hôtels
Hôtels non-classés,0,94052,nogent-sur-marne,Hôtels
Hôtels classés 1 étoile,0,94052,nogent-sur-marne,Hôtels
Hôtels classés 2 étoiles,0,94052,nogent-sur-marne,Hôtels
Hôtels classés 3 étoiles,2,94052,nogent-sur-marne,Hôtels
Hôtels classés 4 étoiles,1,94052,nogent-sur-marne,Hôtels
Hôtels classés 5 étoiles,0,94052,nogent-sur-marne,Hôtels
Nombre de théâtres,1,94054,orly,Culture
Nombre de cinémas,1,94054,orly,Culture
Nombre de musées,0,94054,orly,Culture
Nombre de conservatoires,0,94054,orly,Culture
Nombre de piscines,1,94054,orly,Sports
Nombre de gymnases,8,94054,orly,Sports
Nombre de stades,0,94054,orly,Sports
Nombre de lieux dédiés au tennis,3,94054,orly,Sports
Nombre de centres équestres,1,94054,orly,Sports
Nombre de terrains de football et/ou de rugby,4,94054,orly,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",4,94054,orly,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94054,orly,Sports
Nombre d'hôtel(s),2,94054,orly,Hôtels
Nombre de chambres d'hôtel,547,94054,orly,Hôtels
Nombre de camping(s),0,94054,orly,Hôtels
Nombre d'emplacements de camping,0,94054,orly,Hôtels
Hôtels non-classés,1,94054,orly,Hôtels
Hôtels classés 1 étoile,0,94054,orly,Hôtels
Hôtels classés 2 étoiles,0,94054,orly,Hôtels
Hôtels classés 3 étoiles,1,94054,orly,Hôtels
Hôtels classés 4 étoiles,0,94054,orly,Hôtels
Hôtels classés 5 étoiles,0,94054,orly,Hôtels
Nombre de théâtres,1,94058,le-perreux-sur-marne,Culture
Nombre de cinémas,1,94058,le-perreux-sur-marne,Culture
Nombre de musées,0,94058,le-perreux-sur-marne,Culture
Nombre de conservatoires,0,94058,le-perreux-sur-marne,Culture
Nombre de piscines,2,94058,le-perreux-sur-marne,Sports
Nombre de gymnases,8,94058,le-perreux-sur-marne,Sports
Nombre de stades,0,94058,le-perreux-sur-marne,Sports
Nombre de lieux dédiés au tennis,2,94058,le-perreux-sur-marne,Sports
Nombre de centres équestres,0,94058,le-perreux-sur-marne,Sports
Nombre de terrains de football et/ou de rugby,2,94058,le-perreux-sur-marne,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",7,94058,le-perreux-sur-marne,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94058,le-perreux-sur-marne,Sports
Nombre d'hôtel(s),0,94058,le-perreux-sur-marne,Hôtels
Nombre de chambres d'hôtel,0,94058,le-perreux-sur-marne,Hôtels
Nombre de camping(s),0,94058,le-perreux-sur-marne,Hôtels
Nombre d'emplacements de camping,0,94058,le-perreux-sur-marne,Hôtels
Nombre de théâtres,1,94059,le-plessis-trevise,Culture
Nombre de cinémas,1,94059,le-plessis-trevise,Culture
Nombre de musées,0,94059,le-plessis-trevise,Culture
Nombre de conservatoires,0,94059,le-plessis-trevise,Culture
Nombre de piscines,1,94059,le-plessis-trevise,Sports
Nombre de gymnases,2,94059,le-plessis-trevise,Sports
Nombre de stades,1,94059,le-plessis-trevise,Sports
Nombre de lieux dédiés au tennis,1,94059,le-plessis-trevise,Sports
Nombre de centres équestres,0,94059,le-plessis-trevise,Sports
Nombre de terrains de football et/ou de rugby,1,94059,le-plessis-trevise,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",4,94059,le-plessis-trevise,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,94059,le-plessis-trevise,Sports
Nombre d'hôtel(s),0,94059,le-plessis-trevise,Hôtels
Nombre de chambres d'hôtel,0,94059,le-plessis-trevise,Hôtels
