"","Statut","%","code_insee","Ville"
"1518","Célibataire","28,5","77122","combs-la-ville"
"1519","Marié(e)","41,8","77152","dammarie-les-lys"
"1520","Pacsé(e)","3,8","77152","dammarie-les-lys"
"1521","En concubinage ou union libre","9,5","77152","dammarie-les-lys"
"1522","Veuf, veuve","5,5","77152","dammarie-les-lys"
"1523","Divorcé(e)","6,1","77152","dammarie-les-lys"
"1524","Célibataire","33,3","77152","dammarie-les-lys"
"1525","Marié(e)","38,9","77243","lagny-sur-marne"
"1526","Pacsé(e)","5,7","77243","lagny-sur-marne"
"1527","En concubinage ou union libre","11,3","77243","lagny-sur-marne"
"1528","Veuf, veuve","6,2","77243","lagny-sur-marne"
"1529","Divorcé(e)","7,6","77243","lagny-sur-marne"
"1530","Célibataire","30,4","77243","lagny-sur-marne"
"1531","Marié(e)","35,1","77284","meaux"
"1532","Pacsé(e)","3,5","77284","meaux"
"1533","En concubinage ou union libre","11,9","77284","meaux"
"1534","Veuf, veuve","5,9","77284","meaux"
"1535","Divorcé(e)","7,5","77284","meaux"
"1536","Célibataire","36,1","77284","meaux"
"1537","Marié(e)","38,1","77285","le-mee-sur-seine"
"1538","Pacsé(e)","2,7","77285","le-mee-sur-seine"
"1539","En concubinage ou union libre","10,7","77285","le-mee-sur-seine"
"1540","Veuf, veuve","5,5","77285","le-mee-sur-seine"
"1541","Divorcé(e)","8,0","77285","le-mee-sur-seine"
"1542","Célibataire","35,0","77285","le-mee-sur-seine"
"1543","Marié(e)","34,1","77288","melun"
"1544","Pacsé(e)","4,1","77288","melun"
"1545","En concubinage ou union libre","12,9","77288","melun"
"1546","Veuf, veuve","4,9","77288","melun"
"1547","Divorcé(e)","7,0","77288","melun"
"1548","Célibataire","37,1","77288","melun"
"1549","Marié(e)","45,8","77294","mitry-mory"
"1550","Pacsé(e)","3,2","77294","mitry-mory"
"1551","En concubinage ou union libre","9,8","77294","mitry-mory"
"1552","Veuf, veuve","5,6","77294","mitry-mory"
"1553","Divorcé(e)","5,0","77294","mitry-mory"
"1554","Célibataire","30,5","77294","mitry-mory"
"1555","Marié(e)","41,8","77305","montereau-fault-yonne"
"1556","Pacsé(e)","1,7","77305","montereau-fault-yonne"
"1557","En concubinage ou union libre","11,3","77305","montereau-fault-yonne"
"1558","Veuf, veuve","6,3","77305","montereau-fault-yonne"
"1559","Divorcé(e)","6,0","77305","montereau-fault-yonne"
"1560","Célibataire","32,8","77305","montereau-fault-yonne"
"1561","Marié(e)","46,8","77350","ozoir-la-ferriere"
"1562","Pacsé(e)","5,1","77350","ozoir-la-ferriere"
"1563","En concubinage ou union libre","11,1","77350","ozoir-la-ferriere"
"1564","Veuf, veuve","5,0","77350","ozoir-la-ferriere"
"1565","Divorcé(e)","5,9","77350","ozoir-la-ferriere"
"1566","Célibataire","26,1","77350","ozoir-la-ferriere"
"1567","Marié(e)","43,9","77373","pontault-combault"
"1568","Pacsé(e)","4,8","77373","pontault-combault"
"1569","En concubinage ou union libre","11,5","77373","pontault-combault"
"1570","Veuf, veuve","4,6","77373","pontault-combault"
"1571","Divorcé(e)","6,1","77373","pontault-combault"
"1572","Célibataire","29,2","77373","pontault-combault"
"1573","Marié(e)","44,8","77390","roissy-en-brie"
"1574","Pacsé(e)","4,1","77390","roissy-en-brie"
"1575","En concubinage ou union libre","9,5","77390","roissy-en-brie"
"1576","Veuf, veuve","4,8","77390","roissy-en-brie"
"1577","Divorcé(e)","5,4","77390","roissy-en-brie"
"1578","Célibataire","31,3","77390","roissy-en-brie"
"1579","Marié(e)","42,3","77445","savigny-le-temple"
"1580","Pacsé(e)","3,8","77445","savigny-le-temple"
"1581","En concubinage ou union libre","9,8","77445","savigny-le-temple"
"1582","Veuf, veuve","3,7","77445","savigny-le-temple"
"1583","Divorcé(e)","5,4","77445","savigny-le-temple"
"1584","Célibataire","35,0","77445","savigny-le-temple"
"1585","Marié(e)","38,1","77468","torcy"
"1586","Pacsé(e)","4,3","77468","torcy"
"1587","En concubinage ou union libre","10,9","77468","torcy"
"1588","Veuf, veuve","4,4","77468","torcy"
"1589","Divorcé(e)","7,1","77468","torcy"
"1590","Célibataire","35,3","77468","torcy"
"1591","Marié(e)","43,2","77514","villeparisis"
"1592","Pacsé(e)","3,8","77514","villeparisis"
"1593","En concubinage ou union libre","10,4","77514","villeparisis"
"1594","Veuf, veuve","4,4","77514","villeparisis"
"1595","Divorcé(e)","5,7","77514","villeparisis"
"1596","Célibataire","32,6","77514","villeparisis"
"1597","Marié(e)","41,6","78005","acheres"
"1598","Pacsé(e)","5,0","78005","acheres"
"1599","En concubinage ou union libre","11,0","78005","acheres"
"1600","Veuf, veuve","4,6","78005","acheres"
"1601","Divorcé(e)","6,5","78005","acheres"
"1602","Célibataire","31,3","78005","acheres"
"1603","Marié(e)","47,3","78126","la-celle-saint-cloud"
"1604","Pacsé(e)","3,8","78126","la-celle-saint-cloud"
"1605","En concubinage ou union libre","7,8","78126","la-celle-saint-cloud"
"1606","Veuf, veuve","5,8","78126","la-celle-saint-cloud"
"1607","Divorcé(e)","7,7","78126","la-celle-saint-cloud"
"1608","Célibataire","27,6","78126","la-celle-saint-cloud"
"1609","Marié(e)","45,7","78146","chatou"
"1610","Pacsé(e)","5,5","78146","chatou"
"1611","En concubinage ou union libre","9,3","78146","chatou"
"1612","Veuf, veuve","6,2","78146","chatou"
"1613","Divorcé(e)","6,1","78146","chatou"
"1614","Célibataire","27,2","78146","chatou"
"1615","Marié(e)","46,6","78158","le-chesnay-rocquencourt"
"1616","Pacsé(e)","4,5","78158","le-chesnay-rocquencourt"
"1617","En concubinage ou union libre","7,6","78158","le-chesnay-rocquencourt"
"1618","Veuf, veuve","7,4","78158","le-chesnay-rocquencourt"
"1619","Divorcé(e)","7,6","78158","le-chesnay-rocquencourt"
"1620","Célibataire","26,2","78158","le-chesnay-rocquencourt"
"1621","Marié(e)","44,9","78172","conflans-sainte-honorine"
"1622","Pacsé(e)","6,0","78172","conflans-sainte-honorine"
"1623","En concubinage ou union libre","10,6","78172","conflans-sainte-honorine"
"1624","Veuf, veuve","6,1","78172","conflans-sainte-honorine"
"1625","Divorcé(e)","5,0","78172","conflans-sainte-honorine"
"1626","Célibataire","27,3","78172","conflans-sainte-honorine"
"1627","Marié(e)","43,2","78208","elancourt"
"1628","Pacsé(e)","5,6","78208","elancourt"
"1629","En concubinage ou union libre","9,3","78208","elancourt"
"1630","Veuf, veuve","3,7","78208","elancourt"
"1631","Divorcé(e)","6,7","78208","elancourt"
"1632","Célibataire","31,5","78208","elancourt"
"1633","Marié(e)","39,7","78297","guyancourt"
"1634","Pacsé(e)","5,8","78297","guyancourt"
"1635","En concubinage ou union libre","11,4","78297","guyancourt"
"1636","Veuf, veuve","3,4","78297","guyancourt"
"1637","Divorcé(e)","7,2","78297","guyancourt"
"1638","Célibataire","32,6","78297","guyancourt"
"1639","Marié(e)","44,5","78311","houilles"
"1640","Pacsé(e)","7,9","78311","houilles"
"1641","En concubinage ou union libre","9,4","78311","houilles"
"1642","Veuf, veuve","5,1","78311","houilles"
"1643","Divorcé(e)","5,7","78311","houilles"
"1644","Célibataire","27,4","78311","houilles"
"1645","Marié(e)","46,8","78358","maisons-laffitte"
"1646","Pacsé(e)","5,6","78358","maisons-laffitte"
"1647","En concubinage ou union libre","9,1","78358","maisons-laffitte"
"1648","Veuf, veuve","6,8","78358","maisons-laffitte"
"1649","Divorcé(e)","6,0","78358","maisons-laffitte"
"1650","Célibataire","25,8","78358","maisons-laffitte"
"1651","Marié(e)","40,9","78361","mantes-la-jolie"
"1652","Pacsé(e)","1,9","78361","mantes-la-jolie"
"1653","En concubinage ou union libre","8,3","78361","mantes-la-jolie"
"1654","Veuf, veuve","5,9","78361","mantes-la-jolie"
"1655","Divorcé(e)","6,8","78361","mantes-la-jolie"
"1656","Célibataire","36,3","78361","mantes-la-jolie"
"1657","Marié(e)","44,8","78362","mantes-la-ville"
"1658","Pacsé(e)","3,7","78362","mantes-la-ville"
"1659","En concubinage ou union libre","9,4","78362","mantes-la-ville"
"1660","Veuf, veuve","6,1","78362","mantes-la-ville"
"1661","Divorcé(e)","6,9","78362","mantes-la-ville"
"1662","Célibataire","29,0","78362","mantes-la-ville"
"1663","Marié(e)","44,1","78423","montigny-le-bretonneux"
"1664","Pacsé(e)","6,3","78423","montigny-le-bretonneux"
"1665","En concubinage ou union libre","9,0","78423","montigny-le-bretonneux"
"1666","Veuf, veuve","4,0","78423","montigny-le-bretonneux"
"1667","Divorcé(e)","6,8","78423","montigny-le-bretonneux"
"1668","Célibataire","29,8","78423","montigny-le-bretonneux"
"1669","Marié(e)","50,0","78440","les-mureaux"
"1670","Pacsé(e)","1,8","78440","les-mureaux"
"1671","En concubinage ou union libre","6,9","78440","les-mureaux"
"1672","Veuf, veuve","5,3","78440","les-mureaux"
"1673","Divorcé(e)","5,3","78440","les-mureaux"
"1674","Célibataire","30,7","78440","les-mureaux"
"1675","Marié(e)","43,6","78490","plaisir"
"1676","Pacsé(e)","4,9","78490","plaisir"
"1677","En concubinage ou union libre","9,1","78490","plaisir"
"1678","Veuf, veuve","5,0","78490","plaisir"
"1679","Divorcé(e)","6,5","78490","plaisir"
"1680","Célibataire","30,9","78490","plaisir"
"1681","Marié(e)","41,5","78498","poissy"
"1682","Pacsé(e)","5,1","78498","poissy"
"1683","En concubinage ou union libre","9,9","78498","poissy"
"1684","Veuf, veuve","6,1","78498","poissy"
"1685","Divorcé(e)","7,3","78498","poissy"
"1686","Célibataire","30,1","78498","poissy"
"1687","Marié(e)","42,6","78517","rambouillet"
"1688","Pacsé(e)","5,3","78517","rambouillet"
"1689","En concubinage ou union libre","9,2","78517","rambouillet"
"1690","Veuf, veuve","7,5","78517","rambouillet"
"1691","Divorcé(e)","7,5","78517","rambouillet"
"1692","Célibataire","28,0","78517","rambouillet"
"1693","Marié(e)","42,0","78545","saint-cyr-l-ecole"
"1694","Pacsé(e)","7,2","78545","saint-cyr-l-ecole"
"1695","En concubinage ou union libre","9,9","78545","saint-cyr-l-ecole"
"1696","Veuf, veuve","4,4","78545","saint-cyr-l-ecole"
"1697","Divorcé(e)","5,5","78545","saint-cyr-l-ecole"
"1698","Célibataire","31,0","78545","saint-cyr-l-ecole"
"1699","Marié(e)","45,8","78551","saint-germain-en-laye"
"1700","Pacsé(e)","4,3","78551","saint-germain-en-laye"
"1701","En concubinage ou union libre","7,8","78551","saint-germain-en-laye"
"1702","Veuf, veuve","6,0","78551","saint-germain-en-laye"
"1703","Divorcé(e)","7,4","78551","saint-germain-en-laye"
"1704","Célibataire","28,8","78551","saint-germain-en-laye"
"1705","Marié(e)","43,7","78586","sartrouville"
"1706","Pacsé(e)","4,5","78586","sartrouville"
"1707","En concubinage ou union libre","10,0","78586","sartrouville"
"1708","Veuf, veuve","5,7","78586","sartrouville"
"1709","Divorcé(e)","6,1","78586","sartrouville"
"1710","Célibataire","29,9","78586","sartrouville"
"1711","Marié(e)","43,1","78621","trappes"
"1712","Pacsé(e)","2,6","78621","trappes"
"1713","En concubinage ou union libre","8,0","78621","trappes"
"1714","Veuf, veuve","4,3","78621","trappes"
"1715","Divorcé(e)","5,8","78621","trappes"
"1716","Célibataire","36,1","78621","trappes"
"1717","Marié(e)","40,3","78640","velizy-villacoublay"
"1718","Pacsé(e)","6,8","78640","velizy-villacoublay"
"1719","En concubinage ou union libre","10,4","78640","velizy-villacoublay"
"1720","Veuf, veuve","6,9","78640","velizy-villacoublay"
"1721","Divorcé(e)","6,5","78640","velizy-villacoublay"
"1722","Célibataire","29,1","78640","velizy-villacoublay"
"1723","Marié(e)","45,0","78646","versailles"
"1724","Pacsé(e)","4,9","78646","versailles"
"1725","En concubinage ou union libre","7,6","78646","versailles"
"1726","Veuf, veuve","6,0","78646","versailles"
"1727","Divorcé(e)","5,5","78646","versailles"
"1728","Célibataire","30,9","78646","versailles"
"1729","Marié(e)","34,5","79191","niort"
"1730","Pacsé(e)","5,6","79191","niort"
"1731","En concubinage ou union libre","11,3","79191","niort"
"1732","Veuf, veuve","7,6","79191","niort"
"1733","Divorcé(e)","9,3","79191","niort"
"1734","Célibataire","31,7","79191","niort"
"1735","Marié(e)","32,4","80001","abbeville"
"1736","Pacsé(e)","3,2","80001","abbeville"
"1737","En concubinage ou union libre","14,9","80001","abbeville"
"1738","Veuf, veuve","9,9","80001","abbeville"
"1739","Divorcé(e)","9,3","80001","abbeville"
"1740","Célibataire","30,3","80001","abbeville"
"1741","Marié(e)","28,2","80021","amiens"
"1742","Pacsé(e)","4,2","80021","amiens"
"1743","En concubinage ou union libre","12,5","80021","amiens"
"1744","Veuf, veuve","5,7","80021","amiens"
"1745","Divorcé(e)","6,8","80021","amiens"
"1746","Célibataire","42,6","80021","amiens"
"1747","Marié(e)","34,7","81004","albi"
"1748","Pacsé(e)","3,6","81004","albi"
"1749","En concubinage ou union libre","10,3","81004","albi"
"1750","Veuf, veuve","8,6","81004","albi"
"1751","Divorcé(e)","9,5","81004","albi"
"1752","Célibataire","33,4","81004","albi"
"1753","Marié(e)","40,1","81065","castres"
"1754","Pacsé(e)","4,3","81065","castres"
"1755","En concubinage ou union libre","9,4","81065","castres"
"1756","Veuf, veuve","8,1","81065","castres"
"1757","Divorcé(e)","8,5","81065","castres"
"1758","Célibataire","29,6","81065","castres"
"1759","Marié(e)","40,6","82121","montauban"
"1760","Pacsé(e)","4,8","82121","montauban"
"1761","En concubinage ou union libre","10,1","82121","montauban"
"1762","Veuf, veuve","6,7","82121","montauban"
"1763","Divorcé(e)","8,8","82121","montauban"
"1764","Célibataire","29,0","82121","montauban"
"1765","Marié(e)","42,0","83050","draguignan"
"1766","Pacsé(e)","5,2","83050","draguignan"
"1767","En concubinage ou union libre","10,9","83050","draguignan"
"1768","Veuf, veuve","7,3","83050","draguignan"
"1769","Divorcé(e)","8,8","83050","draguignan"
"1770","Célibataire","25,8","83050","draguignan"
"1771","Marié(e)","45,0","83061","frejus"
"1772","Pacsé(e)","4,6","83061","frejus"
"1773","En concubinage ou union libre","9,9","83061","frejus"
"1774","Veuf, veuve","8,5","83061","frejus"
"1775","Divorcé(e)","9,0","83061","frejus"
"1776","Célibataire","23,1","83061","frejus"
"1777","Marié(e)","39,9","83062","la-garde"
"1778","Pacsé(e)","4,1","83062","la-garde"
"1779","En concubinage ou union libre","9,6","83062","la-garde"
"1780","Veuf, veuve","8,4","83062","la-garde"
"1781","Divorcé(e)","9,4","83062","la-garde"
"1782","Célibataire","28,5","83062","la-garde"
"1783","Marié(e)","39,7","83069","hyeres"
"1784","Pacsé(e)","4,3","83069","hyeres"
"1785","En concubinage ou union libre","9,8","83069","hyeres"
"1786","Veuf, veuve","9,0","83069","hyeres"
"1787","Divorcé(e)","9,8","83069","hyeres"
"1788","Célibataire","27,4","83069","hyeres"
"1789","Marié(e)","49,2","83118","saint-raphael"
"1790","Pacsé(e)","3,7","83118","saint-raphael"
"1791","En concubinage ou union libre","7,4","83118","saint-raphael"
"1792","Veuf, veuve","11,1","83118","saint-raphael"
"1793","Divorcé(e)","9,7","83118","saint-raphael"
"1794","Célibataire","18,9","83118","saint-raphael"
"1795","Marié(e)","43,2","83126","la-seyne-sur-mer"
"1796","Pacsé(e)","4,8","83126","la-seyne-sur-mer"
"1797","En concubinage ou union libre","9,3","83126","la-seyne-sur-mer"
"1798","Veuf, veuve","8,6","83126","la-seyne-sur-mer"
"1799","Divorcé(e)","8,8","83126","la-seyne-sur-mer"
"1800","Célibataire","25,3","83126","la-seyne-sur-mer"
"1801","Marié(e)","44,9","83129","six-fours-les-plages"
"1802","Pacsé(e)","4,6","83129","six-fours-les-plages"
"1803","En concubinage ou union libre","9,3","83129","six-fours-les-plages"
"1804","Veuf, veuve","9,9","83129","six-fours-les-plages"
"1805","Divorcé(e)","9,9","83129","six-fours-les-plages"
"1806","Célibataire","21,4","83129","six-fours-les-plages"
"1807","Marié(e)","36,5","83137","toulon"
"1808","Pacsé(e)","4,6","83137","toulon"
"1809","En concubinage ou union libre","10,0","83137","toulon"
"1810","Veuf, veuve","8,3","83137","toulon"
"1811","Divorcé(e)","9,5","83137","toulon"
"1812","Célibataire","31,1","83137","toulon"
"1813","Marié(e)","40,2","83144","la-valette-du-var"
"1814","Pacsé(e)","5,4","83144","la-valette-du-var"
"1815","En concubinage ou union libre","11,1","83144","la-valette-du-var"
"1816","Veuf, veuve","9,1","83144","la-valette-du-var"
"1817","Divorcé(e)","9,1","83144","la-valette-du-var"
"1818","Célibataire","25,1","83144","la-valette-du-var"
"1819","Marié(e)","37,2","84007","avignon"
"1820","Pacsé(e)","3,4","84007","avignon"
"1821","En concubinage ou union libre","9,0","84007","avignon"
"1822","Veuf, veuve","6,5","84007","avignon"
"1823","Divorcé(e)","9,4","84007","avignon"
"1824","Célibataire","34,3","84007","avignon"
"1825","Marié(e)","44,8","84031","carpentras"
"1826","Pacsé(e)","3,8","84031","carpentras"
"1827","En concubinage ou union libre","9,4","84031","carpentras"
"1828","Veuf, veuve","7,4","84031","carpentras"
"1829","Divorcé(e)","9,0","84031","carpentras"
"1830","Célibataire","25,7","84031","carpentras"
"1831","Marié(e)","43,3","84035","cavaillon"
"1832","Pacsé(e)","3,5","84035","cavaillon"
"1833","En concubinage ou union libre","10,0","84035","cavaillon"
"1834","Veuf, veuve","8,5","84035","cavaillon"
"1835","Divorcé(e)","7,6","84035","cavaillon"
"1836","Célibataire","27,1","84035","cavaillon"
"1837","Marié(e)","43,1","84087","orange"
"1838","Pacsé(e)","4,9","84087","orange"
"1839","En concubinage ou union libre","8,3","84087","orange"
"1840","Veuf, veuve","8,0","84087","orange"
"1841","Divorcé(e)","9,3","84087","orange"
"1842","Célibataire","26,4","84087","orange"
"1843","Marié(e)","41,7","84089","pertuis"
"1844","Pacsé(e)","6,3","84089","pertuis"
"1845","En concubinage ou union libre","11,1","84089","pertuis"
"1846","Veuf, veuve","7,1","84089","pertuis"
"1847","Divorcé(e)","8,7","84089","pertuis"
"1848","Célibataire","25,1","84089","pertuis"
"1849","Marié(e)","48,6","85047","challans"
"1850","Pacsé(e)","5,2","85047","challans"
"1851","En concubinage ou union libre","9,7","85047","challans"
"1852","Veuf, veuve","9,1","85047","challans"
"1853","Divorcé(e)","7,0","85047","challans"
"1854","Célibataire","20,4","85047","challans"
"1855","Marié(e)","48,8","85146","montaigu-vendee"
"1856","Pacsé(e)","7,6","85146","montaigu-vendee"
"1857","En concubinage ou union libre","9,9","85146","montaigu-vendee"
"1858","Veuf, veuve","5,7","85146","montaigu-vendee"
"1859","Divorcé(e)","4,5","85146","montaigu-vendee"
"1860","Célibataire","23,5","85146","montaigu-vendee"
"1861","Marié(e)","36,3","85191","la-roche-sur-yon"
"1862","Pacsé(e)","5,2","85191","la-roche-sur-yon"
"1863","En concubinage ou union libre","9,9","85191","la-roche-sur-yon"
"1864","Veuf, veuve","6,6","85191","la-roche-sur-yon"
"1865","Divorcé(e)","8,3","85191","la-roche-sur-yon"
"1866","Célibataire","33,7","85191","la-roche-sur-yon"
"1867","Marié(e)","48,4","85194","les-sables-d-olonne"
"1868","Pacsé(e)","5,0","85194","les-sables-d-olonne"
"1869","En concubinage ou union libre","7,8","85194","les-sables-d-olonne"
"1870","Veuf, veuve","11,1","85194","les-sables-d-olonne"
"1871","Divorcé(e)","8,4","85194","les-sables-d-olonne"
"1872","Célibataire","19,3","85194","les-sables-d-olonne"
"1873","Marié(e)","39,8","86066","chatellerault"
"1874","Pacsé(e)","3,5","86066","chatellerault"
"1875","En concubinage ou union libre","9,9","86066","chatellerault"
"1876","Veuf, veuve","9,3","86066","chatellerault"
"1877","Divorcé(e)","9,1","86066","chatellerault"
"1878","Célibataire","28,3","86066","chatellerault"
"1879","Marié(e)","23,5","86194","poitiers"
"1880","Pacsé(e)","4,3","86194","poitiers"
"1881","En concubinage ou union libre","11,9","86194","poitiers"
"1882","Veuf, veuve","5,2","86194","poitiers"
"1883","Divorcé(e)","7,1","86194","poitiers"
"1884","Célibataire","48,1","86194","poitiers"
"1885","Marié(e)","31,0","87085","limoges"
"1886","Pacsé(e)","4,2","87085","limoges"
"1887","En concubinage ou union libre","10,7","87085","limoges"
"1888","Veuf, veuve","7,5","87085","limoges"
"1889","Divorcé(e)","8,5","87085","limoges"
"1890","Célibataire","38,1","87085","limoges"
"1891","Marié(e)","34,4","88160","epinal"
"1892","Pacsé(e)","4,0","88160","epinal"
"1893","En concubinage ou union libre","9,4","88160","epinal"
"1894","Veuf, veuve","8,3","88160","epinal"
"1895","Divorcé(e)","8,6","88160","epinal"
"1896","Célibataire","35,3","88160","epinal"
"1897","Marié(e)","32,8","89024","auxerre"
"1898","Pacsé(e)","3,5","89024","auxerre"
"1899","En concubinage ou union libre","11,0","89024","auxerre"
"1900","Veuf, veuve","8,5","89024","auxerre"
"1901","Divorcé(e)","9,7","89024","auxerre"
"1902","Célibataire","34,4","89024","auxerre"
"1903","Marié(e)","38,1","89387","sens"
"1904","Pacsé(e)","2,8","89387","sens"
"1905","En concubinage ou union libre","9,8","89387","sens"
"1906","Veuf, veuve","8,3","89387","sens"
"1907","Divorcé(e)","9,3","89387","sens"
"1908","Célibataire","31,7","89387","sens"
"1909","Marié(e)","33,1","90010","belfort"
"1910","Pacsé(e)","4,0","90010","belfort"
"1911","En concubinage ou union libre","9,3","90010","belfort"
"1912","Veuf, veuve","6,7","90010","belfort"
"1913","Divorcé(e)","9,1","90010","belfort"
"1914","Célibataire","38,0","90010","belfort"
"1915","Marié(e)","45,1","91027","athis-mons"
"1916","Pacsé(e)","4,0","91027","athis-mons"
"1917","En concubinage ou union libre","11,4","91027","athis-mons"
"1918","Veuf, veuve","5,3","91027","athis-mons"
"1919","Divorcé(e)","5,1","91027","athis-mons"
"1920","Célibataire","29,1","91027","athis-mons"
"1921","Marié(e)","40,5","91103","bretigny-sur-orge"
"1922","Pacsé(e)","6,1","91103","bretigny-sur-orge"
"1923","En concubinage ou union libre","12,1","91103","bretigny-sur-orge"
"1924","Veuf, veuve","5,1","91103","bretigny-sur-orge"
"1925","Divorcé(e)","5,8","91103","bretigny-sur-orge"
"1926","Célibataire","30,5","91103","bretigny-sur-orge"
"1927","Marié(e)","43,2","91114","brunoy"
"1928","Pacsé(e)","5,4","91114","brunoy"
"1929","En concubinage ou union libre","10,6","91114","brunoy"
"1930","Veuf, veuve","6,2","91114","brunoy"
"1931","Divorcé(e)","6,2","91114","brunoy"
"1932","Célibataire","28,4","91114","brunoy"
"1933","Marié(e)","38,0","91174","corbeil-essonnes"
"1934","Pacsé(e)","3,5","91174","corbeil-essonnes"
"1935","En concubinage ou union libre","14,2","91174","corbeil-essonnes"
"1936","Veuf, veuve","3,9","91174","corbeil-essonnes"
"1937","Divorcé(e)","5,5","91174","corbeil-essonnes"
"1938","Célibataire","35,0","91174","corbeil-essonnes"
"1939","Marié(e)","43,2","91201","draveil"
"1940","Pacsé(e)","4,7","91201","draveil"
"1941","En concubinage ou union libre","9,1","91201","draveil"
"1942","Veuf, veuve","7,4","91201","draveil"
"1943","Divorcé(e)","6,8","91201","draveil"
"1944","Célibataire","28,7","91201","draveil"
"1945","Marié(e)","38,7","91223","etampes"
"1946","Pacsé(e)","3,4","91223","etampes"
"1947","En concubinage ou union libre","10,8","91223","etampes"
"1948","Veuf, veuve","5,1","91223","etampes"
"1949","Divorcé(e)","6,6","91223","etampes"
"1950","Célibataire","35,4","91223","etampes"
"1951","Marié(e)","39,0","91228","evry-courcouronnes"
"1952","Pacsé(e)","2,5","91228","evry-courcouronnes"
"1953","En concubinage ou union libre","8,7","91228","evry-courcouronnes"
"1954","Veuf, veuve","4,1","91228","evry-courcouronnes"
"1955","Divorcé(e)","6,4","91228","evry-courcouronnes"
"1956","Célibataire","39,3","91228","evry-courcouronnes"
"1957","Marié(e)","46,3","91272","gif-sur-yvette"
"1958","Pacsé(e)","5,0","91272","gif-sur-yvette"
"1959","En concubinage ou union libre","7,5","91272","gif-sur-yvette"
"1960","Veuf, veuve","4,7","91272","gif-sur-yvette"
"1961","Divorcé(e)","5,3","91272","gif-sur-yvette"
"1962","Célibataire","31,2","91272","gif-sur-yvette"
"1963","Marié(e)","41,7","91286","grigny"
"1964","Pacsé(e)","1,1","91286","grigny"
"1965","En concubinage ou union libre","9,1","91286","grigny"
"1966","Veuf, veuve","4,0","91286","grigny"
"1967","Divorcé(e)","4,6","91286","grigny"
"1968","Célibataire","39,5","91286","grigny"
"1969","Marié(e)","41,4","91345","longjumeau"
"1970","Pacsé(e)","4,8","91345","longjumeau"
"1971","En concubinage ou union libre","8,8","91345","longjumeau"
"1972","Veuf, veuve","5,9","91345","longjumeau"
"1973","Divorcé(e)","7,7","91345","longjumeau"
"1974","Célibataire","31,3","91345","longjumeau"
"1975","Marié(e)","39,1","91377","massy"
"1976","Pacsé(e)","6,4","91377","massy"
"1977","En concubinage ou union libre","10,6","91377","massy"
"1978","Veuf, veuve","4,2","91377","massy"
"1979","Divorcé(e)","6,7","91377","massy"
"1980","Célibataire","33,0","91377","massy"
"1981","Marié(e)","42,9","91421","montgeron"
"1982","Pacsé(e)","5,2","91421","montgeron"
"1983","En concubinage ou union libre","9,9","91421","montgeron"
"1984","Veuf, veuve","6,7","91421","montgeron"
"1985","Divorcé(e)","5,5","91421","montgeron"
"1986","Célibataire","29,8","91421","montgeron"
"1987","Marié(e)","44,3","91434","morsang-sur-orge"
"1988","Pacsé(e)","5,5","91434","morsang-sur-orge"
"1989","En concubinage ou union libre","10,4","91434","morsang-sur-orge"
"1990","Veuf, veuve","5,7","91434","morsang-sur-orge"
"1991","Divorcé(e)","6,0","91434","morsang-sur-orge"
"1992","Célibataire","28,0","91434","morsang-sur-orge"
"1993","Marié(e)","38,1","91477","palaiseau"
"1994","Pacsé(e)","5,8","91477","palaiseau"
"1995","En concubinage ou union libre","10,3","91477","palaiseau"
"1996","Veuf, veuve","4,6","91477","palaiseau"
"1997","Divorcé(e)","5,8","91477","palaiseau"
"1998","Célibataire","35,4","91477","palaiseau"
"1999","Marié(e)","43,9","91521","ris-orangis"
"2000","Pacsé(e)","3,0","91521","ris-orangis"
"2001","En concubinage ou union libre","8,6","91521","ris-orangis"
"2002","Veuf, veuve","5,2","91521","ris-orangis"
"2003","Divorcé(e)","7,0","91521","ris-orangis"
"2004","Célibataire","32,4","91521","ris-orangis"
"2005","Marié(e)","43,6","91549","sainte-genevieve-des-bois"
"2006","Pacsé(e)","4,7","91549","sainte-genevieve-des-bois"
"2007","En concubinage ou union libre","10,7","91549","sainte-genevieve-des-bois"
"2008","Veuf, veuve","6,3","91549","sainte-genevieve-des-bois"
"2009","Divorcé(e)","6,9","91549","sainte-genevieve-des-bois"
"2010","Célibataire","27,9","91549","sainte-genevieve-des-bois"
"2011","Marié(e)","42,6","91570","saint-michel-sur-orge"
"2012","Pacsé(e)","4,7","91570","saint-michel-sur-orge"
"2013","En concubinage ou union libre","11,1","91570","saint-michel-sur-orge"
"2014","Veuf, veuve","5,6","91570","saint-michel-sur-orge"
"2015","Divorcé(e)","7,6","91570","saint-michel-sur-orge"
"2016","Célibataire","28,4","91570","saint-michel-sur-orge"
"2017","Marié(e)","44,2","91589","savigny-sur-orge"
"2018","Pacsé(e)","4,7","91589","savigny-sur-orge"
"2019","En concubinage ou union libre","10,7","91589","savigny-sur-orge"
"2020","Veuf, veuve","6,1","91589","savigny-sur-orge"
"2021","Divorcé(e)","4,9","91589","savigny-sur-orge"
"2022","Célibataire","29,4","91589","savigny-sur-orge"
"2023","Marié(e)","41,8","91657","vigneux-sur-seine"
"2024","Pacsé(e)","3,1","91657","vigneux-sur-seine"
"2025","En concubinage ou union libre","10,4","91657","vigneux-sur-seine"
"2026","Veuf, veuve","5,4","91657","vigneux-sur-seine"
