"","Statut","%","code_insee","Ville"
"2027","Divorcé(e)","5,5","91657","vigneux-sur-seine"
"2028","Célibataire","33,7","91657","vigneux-sur-seine"
"2029","Marié(e)","42,2","91687","viry-chatillon"
"2030","Pacsé(e)","3,9","91687","viry-chatillon"
"2031","En concubinage ou union libre","10,3","91687","viry-chatillon"
"2032","Veuf, veuve","6,1","91687","viry-chatillon"
"2033","Divorcé(e)","6,7","91687","viry-chatillon"
"2034","Célibataire","30,8","91687","viry-chatillon"
"2035","Marié(e)","44,5","91691","yerres"
"2036","Pacsé(e)","6,1","91691","yerres"
"2037","En concubinage ou union libre","10,7","91691","yerres"
"2038","Veuf, veuve","6,3","91691","yerres"
"2039","Divorcé(e)","6,4","91691","yerres"
"2040","Célibataire","26,0","91691","yerres"
"2041","Marié(e)","40,9","91692","les-ulis"
"2042","Pacsé(e)","3,5","91692","les-ulis"
"2043","En concubinage ou union libre","9,6","91692","les-ulis"
"2044","Veuf, veuve","3,9","91692","les-ulis"
"2045","Divorcé(e)","7,3","91692","les-ulis"
"2046","Célibataire","34,9","91692","les-ulis"
"2047","Marié(e)","46,6","92002","antony"
"2048","Pacsé(e)","5,0","92002","antony"
"2049","En concubinage ou union libre","8,9","92002","antony"
"2050","Veuf, veuve","5,1","92002","antony"
"2051","Divorcé(e)","5,7","92002","antony"
"2052","Célibataire","28,7","92002","antony"
"2053","Marié(e)","40,0","92004","asnieres-sur-seine"
"2054","Pacsé(e)","6,1","92004","asnieres-sur-seine"
"2055","En concubinage ou union libre","10,2","92004","asnieres-sur-seine"
"2056","Veuf, veuve","4,1","92004","asnieres-sur-seine"
"2057","Divorcé(e)","6,1","92004","asnieres-sur-seine"
"2058","Célibataire","33,5","92004","asnieres-sur-seine"
"2059","Marié(e)","37,3","92007","bagneux"
"2060","Pacsé(e)","3,5","92007","bagneux"
"2061","En concubinage ou union libre","8,9","92007","bagneux"
"2062","Veuf, veuve","4,5","92007","bagneux"
"2063","Divorcé(e)","7,1","92007","bagneux"
"2064","Célibataire","38,7","92007","bagneux"
"2065","Marié(e)","38,3","92009","bois-colombes"
"2066","Pacsé(e)","6,4","92009","bois-colombes"
"2067","En concubinage ou union libre","10,4","92009","bois-colombes"
"2068","Veuf, veuve","4,4","92009","bois-colombes"
"2069","Divorcé(e)","6,5","92009","bois-colombes"
"2070","Célibataire","33,9","92009","bois-colombes"
"2071","Marié(e)","39,4","92012","boulogne-billancourt"
"2072","Pacsé(e)","5,0","92012","boulogne-billancourt"
"2073","En concubinage ou union libre","10,3","92012","boulogne-billancourt"
"2074","Veuf, veuve","5,1","92012","boulogne-billancourt"
"2075","Divorcé(e)","7,3","92012","boulogne-billancourt"
"2076","Célibataire","32,9","92012","boulogne-billancourt"
"2077","Marié(e)","43,0","92014","bourg-la-reine"
"2078","Pacsé(e)","5,7","92014","bourg-la-reine"
"2079","En concubinage ou union libre","9,5","92014","bourg-la-reine"
"2080","Veuf, veuve","5,2","92014","bourg-la-reine"
"2081","Divorcé(e)","6,1","92014","bourg-la-reine"
"2082","Célibataire","30,4","92014","bourg-la-reine"
"2083","Marié(e)","39,5","92019","chatenay-malabry"
"2084","Pacsé(e)","5,3","92019","chatenay-malabry"
"2085","En concubinage ou union libre","10,3","92019","chatenay-malabry"
"2086","Veuf, veuve","5,2","92019","chatenay-malabry"
"2087","Divorcé(e)","7,0","92019","chatenay-malabry"
"2088","Célibataire","32,8","92019","chatenay-malabry"
"2089","Marié(e)","39,3","92020","chatillon"
"2090","Pacsé(e)","6,9","92020","chatillon"
"2091","En concubinage ou union libre","10,1","92020","chatillon"
"2092","Veuf, veuve","5,1","92020","chatillon"
"2093","Divorcé(e)","6,4","92020","chatillon"
"2094","Célibataire","32,2","92020","chatillon"
"2095","Marié(e)","41,9","92023","clamart"
"2096","Pacsé(e)","5,3","92023","clamart"
"2097","En concubinage ou union libre","9,4","92023","clamart"
"2098","Veuf, veuve","5,9","92023","clamart"
"2099","Divorcé(e)","6,0","92023","clamart"
"2100","Célibataire","31,5","92023","clamart"
"2101","Marié(e)","35,0","92024","clichy"
"2102","Pacsé(e)","4,8","92024","clichy"
"2103","En concubinage ou union libre","10,6","92024","clichy"
"2104","Veuf, veuve","4,1","92024","clichy"
"2105","Divorcé(e)","6,8","92024","clichy"
"2106","Célibataire","38,8","92024","clichy"
"2107","Marié(e)","40,7","92025","colombes"
"2108","Pacsé(e)","4,4","92025","colombes"
"2109","En concubinage ou union libre","8,7","92025","colombes"
"2110","Veuf, veuve","5,0","92025","colombes"
"2111","Divorcé(e)","6,2","92025","colombes"
"2112","Célibataire","35,0","92025","colombes"
"2113","Marié(e)","38,7","92026","courbevoie"
"2114","Pacsé(e)","5,1","92026","courbevoie"
"2115","En concubinage ou union libre","10,2","92026","courbevoie"
"2116","Veuf, veuve","4,5","92026","courbevoie"
"2117","Divorcé(e)","6,6","92026","courbevoie"
"2118","Célibataire","35,0","92026","courbevoie"
"2119","Marié(e)","38,9","92032","fontenay-aux-roses"
"2120","Pacsé(e)","5,1","92032","fontenay-aux-roses"
"2121","En concubinage ou union libre","8,6","92032","fontenay-aux-roses"
"2122","Veuf, veuve","5,6","92032","fontenay-aux-roses"
"2123","Divorcé(e)","6,8","92032","fontenay-aux-roses"
"2124","Célibataire","34,9","92032","fontenay-aux-roses"
"2125","Marié(e)","39,0","92035","la-garenne-colombes"
"2126","Pacsé(e)","7,2","92035","la-garenne-colombes"
"2127","En concubinage ou union libre","11,1","92035","la-garenne-colombes"
"2128","Veuf, veuve","4,5","92035","la-garenne-colombes"
"2129","Divorcé(e)","6,4","92035","la-garenne-colombes"
"2130","Célibataire","31,8","92035","la-garenne-colombes"
"2131","Marié(e)","43,3","92036","gennevilliers"
"2132","Pacsé(e)","2,2","92036","gennevilliers"
"2133","En concubinage ou union libre","7,3","92036","gennevilliers"
"2134","Veuf, veuve","4,9","92036","gennevilliers"
"2135","Divorcé(e)","6,6","92036","gennevilliers"
"2136","Célibataire","35,7","92036","gennevilliers"
"2137","Marié(e)","39,7","92040","issy-les-moulineaux"
"2138","Pacsé(e)","6,5","92040","issy-les-moulineaux"
"2139","En concubinage ou union libre","11,5","92040","issy-les-moulineaux"
"2140","Veuf, veuve","4,1","92040","issy-les-moulineaux"
"2141","Divorcé(e)","5,7","92040","issy-les-moulineaux"
"2142","Célibataire","32,4","92040","issy-les-moulineaux"
"2143","Marié(e)","38,8","92044","levallois-perret"
"2144","Pacsé(e)","5,1","92044","levallois-perret"
"2145","En concubinage ou union libre","10,6","92044","levallois-perret"
"2146","Veuf, veuve","4,4","92044","levallois-perret"
"2147","Divorcé(e)","6,7","92044","levallois-perret"
"2148","Célibataire","34,5","92044","levallois-perret"
"2149","Marié(e)","33,9","92046","malakoff"
"2150","Pacsé(e)","5,6","92046","malakoff"
"2151","En concubinage ou union libre","10,4","92046","malakoff"
"2152","Veuf, veuve","4,7","92046","malakoff"
"2153","Divorcé(e)","7,0","92046","malakoff"
"2154","Célibataire","38,4","92046","malakoff"
"2155","Marié(e)","43,7","92048","meudon"
"2156","Pacsé(e)","4,9","92048","meudon"
"2157","En concubinage ou union libre","9,8","92048","meudon"
"2158","Veuf, veuve","5,6","92048","meudon"
"2159","Divorcé(e)","6,8","92048","meudon"
"2160","Célibataire","29,2","92048","meudon"
"2161","Marié(e)","33,7","92049","montrouge"
"2162","Pacsé(e)","5,8","92049","montrouge"
"2163","En concubinage ou union libre","12,3","92049","montrouge"
"2164","Veuf, veuve","4,9","92049","montrouge"
"2165","Divorcé(e)","6,6","92049","montrouge"
"2166","Célibataire","36,8","92049","montrouge"
"2167","Marié(e)","37,1","92050","nanterre"
"2168","Pacsé(e)","4,4","92050","nanterre"
"2169","En concubinage ou union libre","8,7","92050","nanterre"
"2170","Veuf, veuve","4,5","92050","nanterre"
"2171","Divorcé(e)","7,2","92050","nanterre"
"2172","Célibataire","38,1","92050","nanterre"
"2173","Marié(e)","46,2","92051","neuilly-sur-seine"
"2174","Pacsé(e)","3,0","92051","neuilly-sur-seine"
"2175","En concubinage ou union libre","6,3","92051","neuilly-sur-seine"
"2176","Veuf, veuve","6,9","92051","neuilly-sur-seine"
"2177","Divorcé(e)","7,1","92051","neuilly-sur-seine"
"2178","Célibataire","30,5","92051","neuilly-sur-seine"
"2179","Marié(e)","39,6","92060","le-plessis-robinson"
"2180","Pacsé(e)","8,8","92060","le-plessis-robinson"
"2181","En concubinage ou union libre","11,9","92060","le-plessis-robinson"
"2182","Veuf, veuve","4,9","92060","le-plessis-robinson"
"2183","Divorcé(e)","6,8","92060","le-plessis-robinson"
"2184","Célibataire","28,1","92060","le-plessis-robinson"
"2185","Marié(e)","38,5","92062","puteaux"
"2186","Pacsé(e)","6,4","92062","puteaux"
"2187","En concubinage ou union libre","11,3","92062","puteaux"
"2188","Veuf, veuve","4,6","92062","puteaux"
"2189","Divorcé(e)","6,6","92062","puteaux"
"2190","Célibataire","32,6","92062","puteaux"
"2191","Marié(e)","45,0","92063","rueil-malmaison"
"2192","Pacsé(e)","5,3","92063","rueil-malmaison"
"2193","En concubinage ou union libre","8,3","92063","rueil-malmaison"
"2194","Veuf, veuve","5,3","92063","rueil-malmaison"
"2195","Divorcé(e)","7,4","92063","rueil-malmaison"
"2196","Célibataire","28,7","92063","rueil-malmaison"
"2197","Marié(e)","46,8","92064","saint-cloud"
"2198","Pacsé(e)","5,5","92064","saint-cloud"
"2199","En concubinage ou union libre","7,9","92064","saint-cloud"
"2200","Veuf, veuve","5,8","92064","saint-cloud"
"2201","Divorcé(e)","6,5","92064","saint-cloud"
"2202","Célibataire","27,5","92064","saint-cloud"
"2203","Marié(e)","43,7","92071","sceaux"
"2204","Pacsé(e)","4,0","92071","sceaux"
"2205","En concubinage ou union libre","7,9","92071","sceaux"
"2206","Veuf, veuve","6,6","92071","sceaux"
"2207","Divorcé(e)","6,2","92071","sceaux"
"2208","Célibataire","31,5","92071","sceaux"
"2209","Marié(e)","44,3","92072","sevres"
"2210","Pacsé(e)","5,6","92072","sevres"
"2211","En concubinage ou union libre","9,1","92072","sevres"
"2212","Veuf, veuve","5,6","92072","sevres"
"2213","Divorcé(e)","6,2","92072","sevres"
"2214","Célibataire","29,3","92072","sevres"
"2215","Marié(e)","39,5","92073","suresnes"
"2216","Pacsé(e)","6,5","92073","suresnes"
"2217","En concubinage ou union libre","10,5","92073","suresnes"
"2218","Veuf, veuve","4,5","92073","suresnes"
"2219","Divorcé(e)","7,2","92073","suresnes"
"2220","Célibataire","31,7","92073","suresnes"
"2221","Marié(e)","37,6","92075","vanves"
"2222","Pacsé(e)","6,1","92075","vanves"
"2223","En concubinage ou union libre","9,6","92075","vanves"
"2224","Veuf, veuve","4,9","92075","vanves"
"2225","Divorcé(e)","6,4","92075","vanves"
"2226","Célibataire","35,3","92075","vanves"
"2227","Marié(e)","43,1","92078","villeneuve-la-garenne"
"2228","Pacsé(e)","1,8","92078","villeneuve-la-garenne"
"2229","En concubinage ou union libre","7,2","92078","villeneuve-la-garenne"
"2230","Veuf, veuve","5,6","92078","villeneuve-la-garenne"
"2231","Divorcé(e)","6,4","92078","villeneuve-la-garenne"
"2232","Célibataire","35,9","92078","villeneuve-la-garenne"
"2233","Marié(e)","39,6","93001","aubervilliers"
"2234","Pacsé(e)","2,2","93001","aubervilliers"
"2235","En concubinage ou union libre","7,8","93001","aubervilliers"
"2236","Veuf, veuve","4,0","93001","aubervilliers"
"2237","Divorcé(e)","5,5","93001","aubervilliers"
"2238","Célibataire","40,9","93001","aubervilliers"
"2239","Marié(e)","44,8","93005","aulnay-sous-bois"
"2240","Pacsé(e)","1,9","93005","aulnay-sous-bois"
"2241","En concubinage ou union libre","7,7","93005","aulnay-sous-bois"
"2242","Veuf, veuve","5,0","93005","aulnay-sous-bois"
"2243","Divorcé(e)","5,7","93005","aulnay-sous-bois"
"2244","Célibataire","34,9","93005","aulnay-sous-bois"
"2245","Marié(e)","37,1","93006","bagnolet"
"2246","Pacsé(e)","4,4","93006","bagnolet"
"2247","En concubinage ou union libre","9,5","93006","bagnolet"
"2248","Veuf, veuve","4,5","93006","bagnolet"
"2249","Divorcé(e)","6,7","93006","bagnolet"
"2250","Célibataire","37,8","93006","bagnolet"
"2251","Marié(e)","47,4","93007","le-blanc-mesnil"
"2252","Pacsé(e)","1,1","93007","le-blanc-mesnil"
"2253","En concubinage ou union libre","7,2","93007","le-blanc-mesnil"
"2254","Veuf, veuve","4,9","93007","le-blanc-mesnil"
"2255","Divorcé(e)","5,1","93007","le-blanc-mesnil"
"2256","Célibataire","34,3","93007","le-blanc-mesnil"
"2257","Marié(e)","45,2","93008","bobigny"
"2258","Pacsé(e)","1,4","93008","bobigny"
"2259","En concubinage ou union libre","6,5","93008","bobigny"
"2260","Veuf, veuve","4,2","93008","bobigny"
"2261","Divorcé(e)","4,7","93008","bobigny"
"2262","Célibataire","38,1","93008","bobigny"
"2263","Marié(e)","43,4","93010","bondy"
"2264","Pacsé(e)","1,7","93010","bondy"
"2265","En concubinage ou union libre","8,0","93010","bondy"
"2266","Veuf, veuve","5,5","93010","bondy"
"2267","Divorcé(e)","6,1","93010","bondy"
"2268","Célibataire","35,4","93010","bondy"
"2269","Marié(e)","47,5","93014","clichy-sous-bois"
"2270","Pacsé(e)","1,3","93014","clichy-sous-bois"
"2271","En concubinage ou union libre","6,5","93014","clichy-sous-bois"
"2272","Veuf, veuve","4,1","93014","clichy-sous-bois"
"2273","Divorcé(e)","4,5","93014","clichy-sous-bois"
"2274","Célibataire","36,1","93014","clichy-sous-bois"
"2275","Marié(e)","44,4","93027","la-courneuve"
"2276","Pacsé(e)","1,0","93027","la-courneuve"
"2277","En concubinage ou union libre","6,2","93027","la-courneuve"
"2278","Veuf, veuve","4,4","93027","la-courneuve"
"2279","Divorcé(e)","4,9","93027","la-courneuve"
"2280","Célibataire","39,0","93027","la-courneuve"
"2281","Marié(e)","45,1","93029","drancy"
"2282","Pacsé(e)","1,9","93029","drancy"
"2283","En concubinage ou union libre","8,3","93029","drancy"
"2284","Veuf, veuve","5,6","93029","drancy"
"2285","Divorcé(e)","5,7","93029","drancy"
"2286","Célibataire","33,5","93029","drancy"
"2287","Marié(e)","41,9","93031","epinay-sur-seine"
"2288","Pacsé(e)","2,1","93031","epinay-sur-seine"
"2289","En concubinage ou union libre","8,1","93031","epinay-sur-seine"
"2290","Veuf, veuve","4,8","93031","epinay-sur-seine"
"2291","Divorcé(e)","5,9","93031","epinay-sur-seine"
"2292","Célibataire","37,2","93031","epinay-sur-seine"
"2293","Marié(e)","44,4","93032","gagny"
"2294","Pacsé(e)","3,7","93032","gagny"
"2295","En concubinage ou union libre","10,1","93032","gagny"
"2296","Veuf, veuve","5,0","93032","gagny"
"2297","Divorcé(e)","5,8","93032","gagny"
"2298","Célibataire","31,1","93032","gagny"
"2299","Marié(e)","34,5","93045","les-lilas"
"2300","Pacsé(e)","5,9","93045","les-lilas"
"2301","En concubinage ou union libre","10,8","93045","les-lilas"
"2302","Veuf, veuve","6,0","93045","les-lilas"
"2303","Divorcé(e)","7,3","93045","les-lilas"
"2304","Célibataire","35,5","93045","les-lilas"
"2305","Marié(e)","44,7","93046","livry-gargan"
"2306","Pacsé(e)","3,2","93046","livry-gargan"
"2307","En concubinage ou union libre","10,0","93046","livry-gargan"
"2308","Veuf, veuve","5,8","93046","livry-gargan"
"2309","Divorcé(e)","6,1","93046","livry-gargan"
"2310","Célibataire","30,1","93046","livry-gargan"
"2311","Marié(e)","48,0","93047","montfermeil"
"2312","Pacsé(e)","2,2","93047","montfermeil"
"2313","En concubinage ou union libre","9,2","93047","montfermeil"
"2314","Veuf, veuve","4,8","93047","montfermeil"
"2315","Divorcé(e)","4,2","93047","montfermeil"
"2316","Célibataire","31,5","93047","montfermeil"
"2317","Marié(e)","33,9","93048","montreuil"
"2318","Pacsé(e)","5,8","93048","montreuil"
"2319","En concubinage ou union libre","11,8","93048","montreuil"
"2320","Veuf, veuve","4,1","93048","montreuil"
"2321","Divorcé(e)","6,5","93048","montreuil"
"2322","Célibataire","37,9","93048","montreuil"
"2323","Marié(e)","40,1","93049","neuilly-plaisance"
"2324","Pacsé(e)","5,2","93049","neuilly-plaisance"
"2325","En concubinage ou union libre","10,2","93049","neuilly-plaisance"
"2326","Veuf, veuve","6,1","93049","neuilly-plaisance"
"2327","Divorcé(e)","5,9","93049","neuilly-plaisance"
"2328","Célibataire","32,4","93049","neuilly-plaisance"
"2329","Marié(e)","39,1","93050","neuilly-sur-marne"
"2330","Pacsé(e)","3,4","93050","neuilly-sur-marne"
"2331","En concubinage ou union libre","9,9","93050","neuilly-sur-marne"
"2332","Veuf, veuve","3,9","93050","neuilly-sur-marne"
"2333","Divorcé(e)","5,2","93050","neuilly-sur-marne"
"2334","Célibataire","38,4","93050","neuilly-sur-marne"
"2335","Marié(e)","39,5","93051","noisy-le-grand"
"2336","Pacsé(e)","4,9","93051","noisy-le-grand"
"2337","En concubinage ou union libre","11,0","93051","noisy-le-grand"
"2338","Veuf, veuve","4,8","93051","noisy-le-grand"
"2339","Divorcé(e)","6,7","93051","noisy-le-grand"
"2340","Célibataire","33,1","93051","noisy-le-grand"
"2341","Marié(e)","40,6","93053","noisy-le-sec"
"2342","Pacsé(e)","2,7","93053","noisy-le-sec"
"2343","En concubinage ou union libre","8,4","93053","noisy-le-sec"
"2344","Veuf, veuve","5,0","93053","noisy-le-sec"
"2345","Divorcé(e)","6,4","93053","noisy-le-sec"
"2346","Célibataire","36,9","93053","noisy-le-sec"
"2347","Marié(e)","36,8","93055","pantin"
"2348","Pacsé(e)","4,6","93055","pantin"
"2349","En concubinage ou union libre","11,3","93055","pantin"
"2350","Veuf, veuve","3,8","93055","pantin"
"2351","Divorcé(e)","6,1","93055","pantin"
"2352","Célibataire","37,4","93055","pantin"
"2353","Marié(e)","43,2","93057","les-pavillons-sous-bois"
"2354","Pacsé(e)","3,4","93057","les-pavillons-sous-bois"
"2355","En concubinage ou union libre","12,0","93057","les-pavillons-sous-bois"
"2356","Veuf, veuve","4,8","93057","les-pavillons-sous-bois"
"2357","Divorcé(e)","5,6","93057","les-pavillons-sous-bois"
"2358","Célibataire","30,9","93057","les-pavillons-sous-bois"
"2359","Marié(e)","44,4","93059","pierrefitte-sur-seine"
"2360","Pacsé(e)","1,2","93059","pierrefitte-sur-seine"
"2361","En concubinage ou union libre","7,4","93059","pierrefitte-sur-seine"
"2362","Veuf, veuve","3,8","93059","pierrefitte-sur-seine"
"2363","Divorcé(e)","5,0","93059","pierrefitte-sur-seine"
"2364","Célibataire","38,2","93059","pierrefitte-sur-seine"
"2365","Marié(e)","40,2","93063","romainville"
"2366","Pacsé(e)","5,2","93063","romainville"
"2367","En concubinage ou union libre","9,7","93063","romainville"
"2368","Veuf, veuve","4,6","93063","romainville"
"2369","Divorcé(e)","5,9","93063","romainville"
"2370","Célibataire","34,3","93063","romainville"
"2371","Marié(e)","40,7","93064","rosny-sous-bois"
"2372","Pacsé(e)","3,6","93064","rosny-sous-bois"
"2373","En concubinage ou union libre","11,4","93064","rosny-sous-bois"
"2374","Veuf, veuve","5,2","93064","rosny-sous-bois"
"2375","Divorcé(e)","6,7","93064","rosny-sous-bois"
"2376","Célibataire","32,4","93064","rosny-sous-bois"
"2377","Marié(e)","36,7","93066","saint-denis"
"2378","Pacsé(e)","2,4","93066","saint-denis"
"2379","En concubinage ou union libre","9,0","93066","saint-denis"
"2380","Veuf, veuve","3,8","93066","saint-denis"
"2381","Divorcé(e)","6,1","93066","saint-denis"
"2382","Célibataire","42,0","93066","saint-denis"
"2383","Marié(e)","34,3","93070","saint-ouen-sur-seine"
"2384","Pacsé(e)","5,0","93070","saint-ouen-sur-seine"
"2385","En concubinage ou union libre","10,0","93070","saint-ouen-sur-seine"
"2386","Veuf, veuve","4,3","93070","saint-ouen-sur-seine"
"2387","Divorcé(e)","6,2","93070","saint-ouen-sur-seine"
"2388","Célibataire","40,2","93070","saint-ouen-sur-seine"
"2389","Marié(e)","46,2","93071","sevran"
"2390","Pacsé(e)","1,7","93071","sevran"
"2391","En concubinage ou union libre","6,9","93071","sevran"
"2392","Veuf, veuve","4,5","93071","sevran"
"2393","Divorcé(e)","5,5","93071","sevran"
"2394","Célibataire","35,3","93071","sevran"
"2395","Marié(e)","42,2","93072","stains"
"2396","Pacsé(e)","1,0","93072","stains"
"2397","En concubinage ou union libre","8,5","93072","stains"
"2398","Veuf, veuve","4,4","93072","stains"
"2399","Divorcé(e)","5,2","93072","stains"
"2400","Célibataire","38,7","93072","stains"
"2401","Marié(e)","46,3","93073","tremblay-en-france"
"2402","Pacsé(e)","2,2","93073","tremblay-en-france"
"2403","En concubinage ou union libre","8,5","93073","tremblay-en-france"
"2404","Veuf, veuve","5,6","93073","tremblay-en-france"
"2405","Divorcé(e)","5,5","93073","tremblay-en-france"
"2406","Célibataire","31,8","93073","tremblay-en-france"
"2407","Marié(e)","43,1","93077","villemomble"
"2408","Pacsé(e)","4,3","93077","villemomble"
"2409","En concubinage ou union libre","9,8","93077","villemomble"
"2410","Veuf, veuve","4,8","93077","villemomble"
"2411","Divorcé(e)","5,8","93077","villemomble"
"2412","Célibataire","32,2","93077","villemomble"
"2413","Marié(e)","47,4","93078","villepinte"
"2414","Pacsé(e)","1,8","93078","villepinte"
"2415","En concubinage ou union libre","8,6","93078","villepinte"
"2416","Veuf, veuve","3,8","93078","villepinte"
"2417","Divorcé(e)","5,1","93078","villepinte"
"2418","Célibataire","33,2","93078","villepinte"
"2419","Marié(e)","36,3","94002","alfortville"
"2420","Pacsé(e)","4,6","94002","alfortville"
"2421","En concubinage ou union libre","11,1","94002","alfortville"
"2422","Veuf, veuve","5,8","94002","alfortville"
"2423","Divorcé(e)","7,3","94002","alfortville"
"2424","Célibataire","34,7","94002","alfortville"
"2425","Marié(e)","34,6","94003","arcueil"
"2426","Pacsé(e)","4,8","94003","arcueil"
"2427","En concubinage ou union libre","10,3","94003","arcueil"
"2428","Veuf, veuve","4,4","94003","arcueil"
"2429","Divorcé(e)","6,8","94003","arcueil"
"2430","Célibataire","39,2","94003","arcueil"
"2431","Marié(e)","36,2","94016","cachan"
"2432","Pacsé(e)","4,2","94016","cachan"
"2433","En concubinage ou union libre","10,1","94016","cachan"
"2434","Veuf, veuve","5,5","94016","cachan"
"2435","Divorcé(e)","5,6","94016","cachan"
"2436","Célibataire","38,4","94016","cachan"
"2437","Marié(e)","39,8","94017","champigny-sur-marne"
"2438","Pacsé(e)","3,6","94017","champigny-sur-marne"
"2439","En concubinage ou union libre","9,9","94017","champigny-sur-marne"
"2440","Veuf, veuve","5,4","94017","champigny-sur-marne"
"2441","Divorcé(e)","6,1","94017","champigny-sur-marne"
"2442","Célibataire","35,3","94017","champigny-sur-marne"
"2443","Marié(e)","39,9","94018","charenton-le-pont"
"2444","Pacsé(e)","5,8","94018","charenton-le-pont"
"2445","En concubinage ou union libre","10,0","94018","charenton-le-pont"
"2446","Veuf, veuve","5,0","94018","charenton-le-pont"
"2447","Divorcé(e)","7,2","94018","charenton-le-pont"
"2448","Célibataire","31,9","94018","charenton-le-pont"
"2449","Marié(e)","39,5","94021","chevilly-larue"
"2450","Pacsé(e)","3,0","94021","chevilly-larue"
"2451","En concubinage ou union libre","8,6","94021","chevilly-larue"
"2452","Veuf, veuve","6,8","94021","chevilly-larue"
"2453","Divorcé(e)","7,1","94021","chevilly-larue"
"2454","Célibataire","35,0","94021","chevilly-larue"
"2455","Marié(e)","39,4","94022","choisy-le-roi"
"2456","Pacsé(e)","3,3","94022","choisy-le-roi"
"2457","En concubinage ou union libre","9,6","94022","choisy-le-roi"
"2458","Veuf, veuve","4,5","94022","choisy-le-roi"
"2459","Divorcé(e)","6,3","94022","choisy-le-roi"
"2460","Célibataire","36,8","94022","choisy-le-roi"
"2461","Marié(e)","37,8","94028","creteil"
"2462","Pacsé(e)","2,8","94028","creteil"
"2463","En concubinage ou union libre","9,2","94028","creteil"
"2464","Veuf, veuve","4,7","94028","creteil"
"2465","Divorcé(e)","7,2","94028","creteil"
"2466","Célibataire","38,2","94028","creteil"
"2467","Marié(e)","39,7","94033","fontenay-sous-bois"
"2468","Pacsé(e)","5,8","94033","fontenay-sous-bois"
"2469","En concubinage ou union libre","10,5","94033","fontenay-sous-bois"
"2470","Veuf, veuve","4,8","94033","fontenay-sous-bois"
"2471","Divorcé(e)","7,1","94033","fontenay-sous-bois"
"2472","Célibataire","32,2","94033","fontenay-sous-bois"
"2473","Marié(e)","34,7","94034","fresnes"
"2474","Pacsé(e)","4,5","94034","fresnes"
"2475","En concubinage ou union libre","11,2","94034","fresnes"
"2476","Veuf, veuve","4,9","94034","fresnes"
"2477","Divorcé(e)","6,9","94034","fresnes"
"2478","Célibataire","37,7","94034","fresnes"
"2479","Marié(e)","43,5","94038","l-hay-les-roses"
"2480","Pacsé(e)","3,3","94038","l-hay-les-roses"
"2481","En concubinage ou union libre","8,9","94038","l-hay-les-roses"
"2482","Veuf, veuve","5,9","94038","l-hay-les-roses"
"2483","Divorcé(e)","6,6","94038","l-hay-les-roses"
"2484","Célibataire","31,8","94038","l-hay-les-roses"
"2485","Marié(e)","33,4","94041","ivry-sur-seine"
"2486","Pacsé(e)","3,7","94041","ivry-sur-seine"
"2487","En concubinage ou union libre","10,7","94041","ivry-sur-seine"
"2488","Veuf, veuve","4,2","94041","ivry-sur-seine"
"2489","Divorcé(e)","6,0","94041","ivry-sur-seine"
"2490","Célibataire","42,0","94041","ivry-sur-seine"
"2491","Marié(e)","39,6","94042","joinville-le-pont"
"2492","Pacsé(e)","6,6","94042","joinville-le-pont"
"2493","En concubinage ou union libre","10,0","94042","joinville-le-pont"
"2494","Veuf, veuve","5,3","94042","joinville-le-pont"
"2495","Divorcé(e)","6,7","94042","joinville-le-pont"
"2496","Célibataire","31,8","94042","joinville-le-pont"
"2497","Marié(e)","34,9","94043","le-kremlin-bicetre"
"2498","Pacsé(e)","5,5","94043","le-kremlin-bicetre"
"2499","En concubinage ou union libre","10,0","94043","le-kremlin-bicetre"
"2500","Veuf, veuve","4,4","94043","le-kremlin-bicetre"
"2501","Divorcé(e)","6,3","94043","le-kremlin-bicetre"
"2502","Célibataire","38,8","94043","le-kremlin-bicetre"
"2503","Marié(e)","41,2","94044","limeil-brevannes"
"2504","Pacsé(e)","3,9","94044","limeil-brevannes"
"2505","En concubinage ou union libre","12,7","94044","limeil-brevannes"
"2506","Veuf, veuve","5,0","94044","limeil-brevannes"
"2507","Divorcé(e)","5,4","94044","limeil-brevannes"
"2508","Célibataire","31,8","94044","limeil-brevannes"
"2509","Marié(e)","38,5","94046","maisons-alfort"
"2510","Pacsé(e)","6,3","94046","maisons-alfort"
"2511","En concubinage ou union libre","10,9","94046","maisons-alfort"
"2512","Veuf, veuve","5,1","94046","maisons-alfort"
"2513","Divorcé(e)","6,4","94046","maisons-alfort"
"2514","Célibataire","32,7","94046","maisons-alfort"
"2515","Marié(e)","39,6","94052","nogent-sur-marne"
"2516","Pacsé(e)","6,5","94052","nogent-sur-marne"
"2517","En concubinage ou union libre","10,1","94052","nogent-sur-marne"
"2518","Veuf, veuve","5,2","94052","nogent-sur-marne"
"2519","Divorcé(e)","7,0","94052","nogent-sur-marne"
"2520","Célibataire","31,7","94052","nogent-sur-marne"
"2521","Marié(e)","41,8","94054","orly"
"2522","Pacsé(e)","2,2","94054","orly"
"2523","En concubinage ou union libre","8,8","94054","orly"
"2524","Veuf, veuve","5,0","94054","orly"
"2525","Divorcé(e)","6,4","94054","orly"
"2526","Célibataire","35,9","94054","orly"
"2527","Marié(e)","42,4","94058","le-perreux-sur-marne"
"2528","Pacsé(e)","6,5","94058","le-perreux-sur-marne"
